title_id,title,publisher,isbn,rank,weeks_on_list,list_id,bestsellers_date
18,EDUCATED,Random House,9780399590504,9,87,4,2019-10-19
603,THE UNITED STATES OF TRUMP,Holt,9781250237224,10,4,4,2019-10-19
660,THE BOOK OF GUTSY WOMEN,Simon & Schuster,9781501178412,11,3,4,2019-10-19
665,LETTERS FROM AN ASTROPHYSICIST,Norton,9781324003311,12,2,4,2019-10-19
601,INSIDE OUT,Harper,9780062049537,13,4,4,2019-10-19
3196,INSIDE OUT,Harper,9780062049537,13,4,4,2019-10-19
571,CALL SIGN CHAOS,Random House,9780812996838,14,7,4,2019-10-19
666,WITCH HUNT,Broadside,9780062960092,15,2,4,2019-10-19
8,THE TATTOOIST OF AUSCHWITZ,Harper,9780062797155,1,59,5,2019-10-19
667,THE GREAT ALONE,St. Martin's Griffin,9781250229533,2,4,5,2019-10-19
2,EVERY BREATH,Grand Central,9781538728543,3,1,5,2019-10-19
314,REDEMPTION,Grand Central,9781538761458,4,2,5,2019-10-19
455,THE HANDMAID'S TALE,Anchor,9780385490818,5,107,5,2019-10-19
10,NINE PERFECT STRANGERS,Flatiron,9781250069832,6,3,5,2019-10-19
371,THE 18TH ABDUCTION,Grand Central,9781538731598,7,3,5,2019-10-19
668,A SPARK OF LIGHT,Ballantine,9780345545008,8,4,5,2019-10-19
318,THE OVERSTORY,Norton,9780393356687,9,28,5,2019-10-19
436,BEFORE WE WERE YOURS,Ballantine,9780425284704,10,22,5,2019-10-19
375,LITTLE FIRES EVERYWHERE,Penguin,9780735224315,11,24,5,2019-10-19
649,DOCTOR SLEEP,Gallery Books,9781982131807,12,7,5,2019-10-19
669,UNSHELTERED,Harper Perennial,9780062684738,13,1,5,2019-10-19
562,IT,Scribner,9781982127794,14,28,5,2019-10-19
541,THE GOLDFINCH,"Back Bay/Little, Brown",9780316055444,15,33,5,2019-10-19
659,ON TYRANNY,Tim Duggan,9780804190114,1,58,6,2019-10-19
59,THE BODY KEEPS THE SCORE,Penguin,9780143127741,2,52,6,2019-10-19
20,SAPIENS,Harper Perennial,9780062316110,3,75,6,2019-10-19
119,BORN A CRIME,Spiegel & Grau,9780399588198,4,36,6,2019-10-19
55,JUST MERCY,Spiegel & Grau,9780812984965,5,175,6,2019-10-19
58,WHITE FRAGILITY,Beacon Press,9780807047415,6,67,6,2019-10-19
125,HOW TO CHANGE YOUR MIND,Penguin,9780735224155,7,13,6,2019-10-19
153,THE LIBRARY BOOK,Simon & Schuster,9781476740195,8,3,6,2019-10-19
457,CALYPSO,Back Bay,9780316392426,9,20,6,2019-10-19
458,OUTLIERS,"Back Bay/Little, Brown",9780316017930,10,296,6,2019-10-19
670,IN PIECES,Grand Central,9781538763032,11,1,6,2019-10-19
56,"THINKING, FAST AND SLOW","Farrar, Straus & Giroux",9780374533557,12,223,6,2019-10-19
308,WHY WE SLEEP,Scribner,9781501144325,13,28,6,2019-10-19
164,BEING MORTAL,Picador,9781250076229,14,105,6,2019-10-19
57,GRIT,Scribner,9781501111112,15,57,6,2019-10-19
671,I REALLY NEEDED THIS TODAY,Putnam,9780735217416,1,1,7,2019-10-19
672,THE INFINITE GAME,Portfolio/Penguin,9780735213500,2,1,7,2019-10-19
673,TRAILBLAZER,Currency,9781984825193,3,1,7,2019-10-19
67,THE SUBTLE ART OF NOT GIVING A F*CK,Harper,9780062457714,4,149,7,2019-10-19
674,RACHAEL RAY 50,Ballantine,9781984817990,5,1,7,2019-10-19
232,THE FIVE LOVE LANGUAGES,Northfield,9780802412706,6,292,7,2019-10-19
604,THE RIDE OF A LIFETIME,Random House,9780399592096,7,4,7,2019-10-19
675,SUPER HUMAN,Harper Wave,9780062882820,8,2,7,2019-10-19
68,YOU ARE A BADASS,Running Press,9780762447695,9,194,7,2019-10-19
676,SOUTH,Artisan,9781579657161,10,1,7,2019-10-19
677,A TALE OF MAGIC...,"Little, Brown",9780316523479,1,3,8,2019-10-19
3370,A TALE OF MAGIC...,"Little, Brown",9780316523479,1,3,8,2019-10-19
678,ALLIES,Scholastic,9781338245721,2,1,8,2019-10-19
346,DIARY OF AN AWESOME FRIENDLY KID,Amulet,9781419740275,3,28,8,2019-10-19
176,REFUGEE,Scholastic,9780545880831,4,77,8,2019-10-19
679,LOOK BOTH WAYS,Atheneum/Caitlyn Dlouhy,9781481438285,5,2,8,2019-10-19
680,PROJECT MIDDLE SCHOOL,Scholastic,9781338329407,6,1,8,2019-10-19
73,WONDER,Knopf,9780375869020,7,219,8,2019-10-19
681,TRISTAN STRONG PUNCHES A HOLE IN THE SKY,Disney/Hyperion,9781368039932,8,1,8,2019-10-19
3372,TRISTAN STRONG PUNCHES A HOLE IN THE SKY,Disney/Hyperion,9781368039932,8,1,8,2019-10-19
78,THE COMPLETE COOKBOOK FOR YOUNG CHEFS,Sourcebooks Jabberwocky,9781492670025,9,27,8,2019-10-19
80,WISHTREE,Feiwel and Friends,9781250043221,10,87,8,2019-10-19
682,"GOOD NIGHT, LITTLE BLUE TRUCK",Houghton Mifflin Harcourt,9781328852137,1,1,9,2019-10-19
683,SULWE,Simon & Schuster,9781534425361,2,1,9,2019-10-19
3374,SULWE,Simon & Schuster,9781534425361,2,1,9,2019-10-19
591,PETE THE CAT: FIVE LITTLE PUMPKINS,HarperCollins,9780062304186,3,33,9,2019-10-19
684,PARKER LOOKS UP,Aladdin,9781534451865,4,1,9,2019-10-19
85,THE WONDERFUL THINGS YOU WILL BE,Random House,9780385376716,5,207,9,2019-10-19
83,DRAGONS LOVE TACOS,Dial,9780803736801,6,290,9,2019-10-19
594,HEY GRANDUDE!,Random House,9780525648673,7,7,9,2019-10-19
685,THIS IS BABY,Feiwel & Friends,9781250245601,8,2,9,2019-10-19
590,JUST ASK!,Philomel,9780525514121,9,7,9,2019-10-19
686,THE CRAYONS' CHRISTMAS,Penguin Workshop,9780525515746,10,1,9,2019-10-19
95,DOG MAN,Scholastic,9781338236590,1,112,10,2019-10-19
182,WINGS OF FIRE,Scholastic,9781338344059,2,61,10,2019-10-19
94,HARRY POTTER,Scholastic,9780545791427,3,552,10,2019-10-19
687,THE TRIALS OF APOLLO,Disney-Hyperion,9781484746448,4,17,10,2019-10-19
595,THE LAST KIDS ON EARTH,Viking,9780425292112,5,20,10,2019-10-19
102,BABY-SITTERS CLUB GRAPHIX,Scholastic,9781338304510,6,23,10,2019-10-19
97,CAPTAIN UNDERPANTS,Scholastic,9781338271515,7,193,10,2019-10-19
93,DIARY OF A WIMPY KID,Amulet,9781419741999,8,553,10,2019-10-19
549,SCARY STORIES,Harper,9780062682826,9,7,10,2019-10-19
183,THE BAD GUYS,Scholastic,9781338305814,10,52,10,2019-10-19
688,HOCUS POCUS AND THE ALL-NEW SEQUEL,Freeform,9781368020039,1,19,11,2019-10-19
689,THE SECRET COMMONWEALTH,Knopf,9780553510669,2,3,11,2019-10-19
3351,THE SECRET COMMONWEALTH,Knopf,9780553510669,2,3,11,2019-10-19
103,THE HATE U GIVE,Balzer + Bray,9780062872340,3,138,11,2019-10-19
111,FIVE FEET APART,Simon & Schuster,9781534451568,4,46,11,2019-10-19
3316,FIVE FEET APART,Simon & Schuster,9781534451568,4,46,11,2019-10-19
690,THE FOUNTAINS OF SILENCE,Philomel,9780399160318,5,3,11,2019-10-19
3320,THE FOUNTAINS OF SILENCE,Philomel,9780399160318,5,3,11,2019-10-19
691,WAYWARD SON,Wednesday,9781250146076,6,4,11,2019-10-19
3337,WAYWARD SON,Wednesday,9781250146076,6,4,11,2019-10-19
692,THE BEAUTIFUL,Putnam,9781524738174,7,2,11,2019-10-19
693,THE GRACE YEAR,Wednesday,9781250145444,8,2,11,2019-10-19
3332,THE GRACE YEAR,Wednesday,9781250145444,8,2,11,2019-10-19
106,CHILDREN OF BLOOD AND BONE,Holt,9781250170972,9,85,11,2019-10-19
104,DEAR EVAN HANSEN: THE NOVEL,Poppy,9780316420235,10,36,11,2019-10-19
642,THE GUARDIANS,Random House Audio,9780525639336,1,0,12,2019-10-19
4,WHERE THE CRAWDADS SING,Penguin Audio,9780525640370,2,0,12,2019-10-19
646,THE DUTCH HOUSE,HarperAudio,9780062963703,3,0,12,2019-10-19
3060,THE DUTCH HOUSE,HarperAudio,9780062963703,3,0,12,2019-10-19
694,THE NIGHT FIRE,Hachette Audio,9781549120787,4,0,12,2019-10-19
3048,THE NIGHT FIRE,Hachette Audio,9781549120787,4,0,12,2019-10-19
559,THE INSTITUTE,Simon & Schuster Audio,9781508279075,5,0,12,2019-10-19
3131,THE INSTITUTE,Simon & Schuster Audio,9781508279075,5,0,12,2019-10-19
599,THE WATER DANCER,Random House Audio,9780525494850,6,0,12,2019-10-19
3057,THE WATER DANCER,Random House Audio,9780525494850,6,0,12,2019-10-19
560,THE TESTAMENTS,Random House Audio,9780525590460,7,0,12,2019-10-19
3012,THE TESTAMENTS,Random House Audio,9780525590460,7,0,12,2019-10-19
695,BLUE MOON,Random House Audio,9781524774363,8,0,12,2019-10-19
203,THE SILENT PATIENT,Macmillan Audio,9781250317537,9,0,12,2019-10-19
3032,THE SILENT PATIENT,Macmillan Audio,9781250317537,9,0,12,2019-10-19
647,BLOODY GENIUS,Penguin Audio,9780593107157,10,0,12,2019-10-19
648,THE GIVER OF STARS,Penguin Audio,9780525530206,11,0,12,2019-10-19
3056,THE GIVER OF STARS,Penguin Audio,9780525530206,11,0,12,2019-10-19
455,THE HANDMAID'S TALE,Audible Studios,9781603932110,12,0,12,2019-10-19
696,THE BURNING WHITE,Hachette Audio,9781478978350,13,0,12,2019-10-19
3088,THE BURNING WHITE,Hachette Audio,9781478978350,13,0,12,2019-10-19
649,DOCTOR SLEEP,Simon & Schuster Audio,9781442362390,14,0,12,2019-10-19
643,THE 19TH CHRISTMAS,Hachette Audio,9781549120961,15,0,12,2019-10-19
569,TALKING TO STRANGERS,Hachette Audio,9781549150340,1,0,13,2019-10-19
654,BLOWOUT,Random House Audio,9781984846730,2,0,13,2019-10-19
653,CATCH AND KILL,Hachette Audio,9781549170843,3,0,13,2019-10-19
601,INSIDE OUT,HarperAudio,9780062973429,4,0,13,2019-10-19
3196,INSIDE OUT,HarperAudio,9780062973429,4,0,13,2019-10-19
18,EDUCATED,Random House Audio,9780525528067,5,0,13,2019-10-19
652,ME,Macmillan Audio,9781250231062,6,0,13,2019-10-19
3194,ME,Macmillan Audio,9781250231062,6,0,13,2019-10-19
570,PERMANENT RECORD,Macmillan Audio,9781250622686,7,0,13,2019-10-19
3202,PERMANENT RECORD,Macmillan Audio,9781250622686,7,0,13,2019-10-19
16,BECOMING,Random House Audio,9780525633686,8,0,13,2019-10-19
658,DEAR GIRLS,Random House Audio,9781984841292,9,0,13,2019-10-19
602,OVER THE TOP,HarperAudio,9780062906403,10,0,13,2019-10-19
656,THE BODY,Random House Audio,9780147526922,11,0,13,2019-10-19
326,MAYBE YOU SHOULD TALK TO SOMEONE,Audible Studios,DBKADBL051238,12,0,13,2019-10-19
3172,MAYBE YOU SHOULD TALK TO SOMEONE,Audible Studios,DBKADBL051238,12,0,13,2019-10-19
120,EXTREME OWNERSHIP,Macmillan Audio,9781427264305,13,0,13,2019-10-19
119,BORN A CRIME,Audible Studios,9781603932158,14,0,13,2019-10-19
20,SAPIENS,Harper Audio,9780062796233,15,0,13,2019-10-19
697,STILLNESS IS THE KEY,Portfolio/Penguin,9780525538585,1,0,14,2019-10-19
673,TRAILBLAZER,Currency,9781984825193,2,0,14,2019-10-19
604,THE RIDE OF A LIFETIME,Random House,9780399592096,3,0,14,2019-10-19
672,THE INFINITE GAME,Portfolio/Penguin,9780735213500,4,0,14,2019-10-19
127,DARE TO LEAD,Random House,9780399592522,5,0,14,2019-10-19
128,ATOMIC HABITS,Avery,9780735211292,6,0,14,2019-10-19
698,FAIR PLAY,Putnam,9780525541936,7,0,14,2019-10-19
587,WHAT IT TAKES,Avid Reader/Simon & Schuster,9781501158148,8,0,14,2019-10-19
699,SHUT UP AND LISTEN!,HarperCollins Leadership,9781400213733,9,0,14,2019-10-19
458,OUTLIERS,"Back Bay/Little, Brown",9780316017930,10,0,14,2019-10-19
606,GUTS,Scholastic,9780545852500,1,0,17,2019-10-19
3355,GUTS,Scholastic,9780545852500,1,0,17,2019-10-19
607,BEST FRIENDS,First Second,9781250317469,2,0,17,2019-10-19
700,"MY HERO ACADEMIA, VOL. 21",Viz Media,9781974709502,3,0,17,2019-10-19
609,DRAMA,Scholastic,9780545326995,4,0,17,2019-10-19
701,WATCHMEN,DC Comics,9781779501127,5,0,17,2019-10-19
611,SMILE,Scholastic,9780545132060,6,0,17,2019-10-19
702,WHITE BIRD,Knopf,9780525645535,7,0,17,2019-10-19
703,OPEN BORDERS,First Second,9781250316967,8,0,17,2019-10-19
704,SUNNY ROLLS THE DICE,Scholastic,9781338233148,9,0,17,2019-10-19
705,GHOSTS,Scholastic,9780545540629,10,0,17,2019-10-19
706,"THE WALKING DEAD: COMPENDIUM, VOL. 4",Image Comics,9781534313408,11,0,17,2019-10-19
707,"CRITICAL ROLE VOX MACHINA: ORIGINS, VOL. 1",Dark Horse Books,9781506714813,12,0,17,2019-10-19
491,THEY CALLED US ENEMY,Top Shelf Productions,9781603094504,13,0,17,2019-10-19
3273,THEY CALLED US ENEMY,Top Shelf Productions,9781603094504,13,0,17,2019-10-19
617,NEW KID,HarperCollins,9780062691194,14,0,17,2019-10-19
3357,NEW KID,HarperCollins,9780062691194,14,0,17,2019-10-19
708,"MONSTRESS, VOL. 4",Image Comics,9781534313361,15,0,17,2019-10-19
709,HOLY GHOST,Putnam,9780735217348,1,0,18,2019-10-19
5,TARGET: ALEX CROSS,Vision,9781538713778,2,0,18,2019-10-19
649,DOCTOR SLEEP,Pocket,9781982138868,3,0,18,2019-10-19
710,BEAUCHAMP HALL,Dell,9780399179310,4,0,18,2019-10-19
391,DARK SACRED NIGHT,Vision,9781538731765,5,0,18,2019-10-19
711,YEAR ONE,St. Martin's,9781250122971,6,0,18,2019-10-19
1,THE RECKONING,Dell,9780525620938,7,0,18,2019-10-19
712,KISSES IN THE SNOW,MIRA,9780778308218,8,0,18,2019-10-19
31,LOOK ALIVE TWENTY-FIVE,Putnam,9780399179242,9,0,18,2019-10-19
713,ALASKAN HOLIDAY,Ballantine,9780399181306,10,0,18,2019-10-19
714,PLAY DIRTY,Pocket,9781982121112,11,0,18,2019-10-19
620,VINCE FLYNN: RED WAR,Pocket,9781501190605,12,0,18,2019-10-19
715,SEASON OF WONDER,HQN,9781335041470,13,0,18,2019-10-19
716,IMMORTAL BORN,Avon,9780062855213,14,0,18,2019-10-19
717,BULLETS DON'T ARGUE,Pinnacle,9780786043668,15,0,18,2019-10-19
627,THE ONE AND ONLY IVAN,HarperCollins,9780061992278,1,0,19,2019-10-19
626,A LONG WALK TO WATER,Houghton Mifflin Harcourt,9780547577319,2,0,19,2019-10-19
629,RESTART,Scholastic,9781338053807,3,0,19,2019-10-19
76,THE GIRL WHO DRANK THE MOON,Algonquin,9781616207465,4,0,19,2019-10-19
630,FRONT DESK,Scholastic,9781338157826,5,0,19,2019-10-19
628,OUT OF MY MIND,Atheneum,9781416971719,6,0,19,2019-10-19
718,CITY OF GHOSTS,Scholastic,9781338111026,7,0,19,2019-10-19
719,MINECRAFT: THE ISLAND,Del Rey,9780399181795,8,0,19,2019-10-19
720,UNICORN ACADEMY #1: SOPHIA AND RAINBOW,Random House,9781984850829,9,0,19,2019-10-19
632,INSIDE OUT AND BACK AGAIN,HarperCollins,9780061962790,10,0,19,2019-10-19
636,LONG WAY DOWN,Atheneum/Caitlyn Dlouhy,9781481438261,1,0,20,2019-10-19
638,DEAR MARTIN,Ember,9781101939529,2,0,20,2019-10-19
640,THE BOY IN THE STRIPED PAJAMAS,Random House,9780385751537,3,0,20,2019-10-19
721,LOOKING FOR ALASKA,Speak,9780142402511,4,0,20,2019-10-19
242,THE SUN IS ALSO A STAR,Ember,9780553496710,5,0,20,2019-10-19
722,I AM NOT YOUR PERFECT MEXICAN DAUGHTER,Ember,9781524700515,6,0,20,2019-10-19
109,TURTLES ALL THE WAY DOWN,Penguin,9780525555377,7,0,20,2019-10-19
723,THE SIMILARS,Sourcebooks Fire,9781492691808,8,0,20,2019-10-19
634,SALT TO THE SEA,Penguin,9780593202784,9,0,20,2019-10-19
635,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN,"Little, Brown",9780316013697,10,0,20,2019-10-19
724,TWISTED TWENTY-SIX,Putnam,9780399180200,1,1,1,2019-11-16
695,BLUE MOON,Delacorte,9780399593543,2,3,1,2019-11-16
642,THE GUARDIANS,Doubleday,9780385544184,3,5,1,2019-11-16
4,WHERE THE CRAWDADS SING,Putnam,9780735219090,4,62,1,2019-11-16
694,THE NIGHT FIRE,"Little, Brown",9780316457484,5,4,1,2019-11-16
3048,THE NIGHT FIRE,"Little, Brown",9780316457484,5,4,1,2019-11-16
644,"OLIVE, AGAIN",Random House,9780812996548,6,4,1,2019-11-16
3020,"OLIVE, AGAIN",Random House,9780812996548,6,4,1,2019-11-16
646,THE DUTCH HOUSE,Harper,9780062963673,7,8,1,2019-11-16
3060,THE DUTCH HOUSE,Harper,9780062963673,7,8,1,2019-11-16
648,THE GIVER OF STARS,Pamela Dorman/Viking,9780399562488,8,5,1,2019-11-16
3056,THE GIVER OF STARS,Pamela Dorman/Viking,9780399562488,8,5,1,2019-11-16
559,THE INSTITUTE,Scribner,9781982110567,9,10,1,2019-11-16
3131,THE INSTITUTE,Scribner,9781982110567,9,10,1,2019-11-16
643,THE 19TH CHRISTMAS,"Little, Brown",9780316420273,10,6,1,2019-11-16
725,MICHAEL CRICHTON: THE ANDROMEDA EVOLUTION,Harper,9780062473271,11,1,1,2019-11-16
726,THE FAMILY UPSTAIRS,Atria,9781501190124,12,2,1,2019-11-16
3043,THE FAMILY UPSTAIRS,Atria,9781501190124,12,2,1,2019-11-16
727,THE DESERTER,Simon & Schuster,9781501101779,13,4,1,2019-11-16
728,THE STARLESS SEA,Doubleday,9780385541213,14,2,1,2019-11-16
3073,THE STARLESS SEA,Doubleday,9780385541213,14,2,1,2019-11-16
560,THE TESTAMENTS,Nan A. Talese/Doubleday,9780385543781,15,9,1,2019-11-16
3012,THE TESTAMENTS,Nan A. Talese/Doubleday,9780385543781,15,9,1,2019-11-16
729,TRIGGERED,Center Street,9781546086031,1,2,2,2019-11-16
569,TALKING TO STRANGERS,"Little, Brown",9780316535625,2,10,2,2019-11-16
730,SAM HOUSTON AND THE ALAMO AVENGERS,Sentinel,9780525540533,3,2,2,2019-11-16
731,WITH ALL DUE RESPECT,St. Martin's,9781250266552,4,1,2,2019-11-16
732,FINDING CHIKA,Harper,9780062952394,5,2,2,2019-11-16
652,ME,Holt,9781250147608,6,5,2,2019-11-16
3194,ME,Holt,9781250147608,6,5,2,2019-11-16
18,EDUCATED,Random House,9780399590504,7,91,2,2019-11-16
733,A SONG FOR YOU,Dutton,9781524742843,8,1,2,2019-11-16
653,CATCH AND KILL,"Little, Brown",9780316486637,9,5,2,2019-11-16
656,THE BODY,Doubleday,9780385539302,10,5,2,2019-11-16
654,BLOWOUT,Crown,9780525575474,11,7,2,2019-11-16
734,THE PLOT TO BETRAY AMERICA,Hachette,9780316535762,12,1,2,2019-11-16
735,I HEARD YOU PAINT HOUSES,Steerforth,9781586422479,13,2,2,2019-11-16
736,THE BEAUTIFUL ONES,Spiegel & Grau,9780399589652,14,3,2,2019-11-16
16,BECOMING,Crown,9781524763138,15,50,2,2019-11-16
724,TWISTED TWENTY-SIX,Putnam,9780399180194,1,1,3,2019-11-16
642,THE GUARDIANS,Doubleday,9780385544184,2,5,3,2019-11-16
695,BLUE MOON,Delacorte,9780399593543,3,3,3,2019-11-16
4,WHERE THE CRAWDADS SING,Putnam,9780735219090,4,63,3,2019-11-16
694,THE NIGHT FIRE,"Little, Brown",9780316485616,5,4,3,2019-11-16
3048,THE NIGHT FIRE,"Little, Brown",9780316485616,5,4,3,2019-11-16
646,THE DUTCH HOUSE,Harper,9780062963673,6,8,3,2019-11-16
3060,THE DUTCH HOUSE,Harper,9780062963673,6,8,3,2019-11-16
644,"OLIVE, AGAIN",Random House,9780812996548,7,5,3,2019-11-16
3020,"OLIVE, AGAIN",Random House,9780812996548,7,5,3,2019-11-16
559,THE INSTITUTE,Scribner,9781982110567,8,10,3,2019-11-16
3131,THE INSTITUTE,Scribner,9781982110567,8,10,3,2019-11-16
728,THE STARLESS SEA,Doubleday,9780385541213,9,2,3,2019-11-16
3073,THE STARLESS SEA,Doubleday,9780385541213,9,2,3,2019-11-16
648,THE GIVER OF STARS,Pamela Dorman/Viking,9780399562488,10,6,3,2019-11-16
3056,THE GIVER OF STARS,Pamela Dorman/Viking,9780399562488,10,6,3,2019-11-16
560,THE TESTAMENTS,Nan A. Talese/Doubleday,9780385543781,11,9,3,2019-11-16
3012,THE TESTAMENTS,Nan A. Talese/Doubleday,9780385543781,11,9,3,2019-11-16
643,THE 19TH CHRISTMAS,"Little, Brown",9780316420273,12,6,3,2019-11-16
725,MICHAEL CRICHTON: THE ANDROMEDA EVOLUTION,Harper,9780062473271,13,1,3,2019-11-16
599,THE WATER DANCER,One World,9780399590597,14,8,3,2019-11-16
3057,THE WATER DANCER,One World,9780399590597,14,8,3,2019-11-16
737,NOTHING TO SEE HERE,Ecco,9780062913463,15,1,3,2019-11-16
729,TRIGGERED,Center Street,9781546086031,1,2,4,2019-11-16
730,SAM HOUSTON AND THE ALAMO AVENGERS,Sentinel,9780525540533,2,2,4,2019-11-16
731,WITH ALL DUE RESPECT,St. Martin's,9781250266552,3,1,4,2019-11-16
732,FINDING CHIKA,Harper,9780062952394,4,2,4,2019-11-16
652,ME,Holt,9781250147608,5,5,4,2019-11-16
3194,ME,Holt,9781250147608,5,5,4,2019-11-16
569,TALKING TO STRANGERS,"Little, Brown",9780316478526,6,10,4,2019-11-16
18,EDUCATED,Random House,9780399590504,7,91,4,2019-11-16
654,BLOWOUT,Crown,9780525575474,8,7,4,2019-11-16
736,THE BEAUTIFUL ONES,Spiegel & Grau,9780399589652,9,3,4,2019-11-16
733,A SONG FOR YOU,Dutton,9781524742843,10,1,4,2019-11-16
656,THE BODY,Doubleday,9780385539302,11,5,4,2019-11-16
653,CATCH AND KILL,"Little, Brown",9780316486637,12,5,4,2019-11-16
16,BECOMING,Crown,9781524763138,13,49,4,2019-11-16
603,THE UNITED STATES OF TRUMP,Holt,9781250237224,14,7,4,2019-11-16
655,THE WAY I HEARD IT,Gallery,9781982130855,15,3,4,2019-11-16
8,THE TATTOOIST OF AUSCHWITZ,Harper,9780062797155,1,63,5,2019-11-16
318,THE OVERSTORY,Norton,9780393356687,2,32,5,2019-11-16
667,THE GREAT ALONE,St. Martin's Griffin,9781250229533,3,8,5,2019-11-16
2,EVERY BREATH,Grand Central,9781538728543,4,5,5,2019-11-16
279,THE CHEF,Grand Central,9781538714867,5,2,5,2019-11-16
436,BEFORE WE WERE YOURS,Ballantine,9780425284704,6,26,5,2019-11-16
375,LITTLE FIRES EVERYWHERE,Penguin,9780735224315,7,28,5,2019-11-16
321,A GENTLEMAN IN MOSCOW,Penguin,9780143110439,8,30,5,2019-11-16
455,THE HANDMAID'S TALE,Anchor,9780385490818,9,111,5,2019-11-16
738,OLIVE KITTERIDGE,Random House,9780812971835,10,59,5,2019-11-16
261,RUN AWAY,Grand Central,9781538748442,11,1,5,2019-11-16
3038,RUN AWAY,Grand Central,9781538748442,11,1,5,2019-11-16
314,REDEMPTION,Grand Central,9781538761458,12,6,5,2019-11-16
649,DOCTOR SLEEP,Gallery,9781982131807,13,11,5,2019-11-16
159,THERE THERE,Vintage,9780525436140,14,16,5,2019-11-16
10,NINE PERFECT STRANGERS,Flatiron,9781250069832,15,7,5,2019-11-16
735,I HEARD YOU PAINT HOUSES,Steerforth,9781586422479,1,3,6,2019-11-16
739,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE,Penguin,9780143133568,2,1,6,2019-11-16
20,SAPIENS,Harper Perennial,9780062316110,3,79,6,2019-11-16
59,THE BODY KEEPS THE SCORE,Penguin,9780143127741,4,56,6,2019-11-16
58,WHITE FRAGILITY,Beacon,9780807047415,5,71,6,2019-11-16
55,JUST MERCY,Spiegel & Grau,9780812984965,6,179,6,2019-11-16
119,BORN A CRIME,Spiegel & Grau,9780399588198,7,40,6,2019-11-16
458,OUTLIERS,"Back Bay/Little, Brown",9780316017930,8,300,6,2019-11-16
153,THE LIBRARY BOOK,Simon & Schuster,9781476740195,9,7,6,2019-11-16
457,CALYPSO,Back Bay,9780316392426,10,24,6,2019-11-16
308,WHY WE SLEEP,Scribner,9781501144325,11,32,6,2019-11-16
57,GRIT,Scribner,9781501111112,12,60,6,2019-11-16
164,BEING MORTAL,Picador,9781250076229,13,109,6,2019-11-16
56,"THINKING, FAST AND SLOW","Farrar, Straus & Giroux",9780374533557,14,226,6,2019-11-16
740,ON DESPERATE GROUND,Anchor,9781101971215,15,2,6,2019-11-16
741,THE PIONEER WOMAN COOKS: THE NEW FRONTIER,Morrow,9780062561374,1,4,7,2019-11-16
67,THE SUBTLE ART OF NOT GIVING A F*CK,Harper,9780062457714,2,153,7,2019-11-16
671,I REALLY NEEDED THIS TODAY,Putnam,9780735217416,3,5,7,2019-11-16
232,THE FIVE LOVE LANGUAGES,Northfield,9780802412706,4,296,7,2019-11-16
742,"THE BOY, THE MOLE, THE FOX AND THE HORSE",HarperOne,9780062976581,5,2,7,2019-11-16
743,GRIT & GRACE,Harper Wave,9780062915931,6,2,7,2019-11-16
744,HALF BAKED HARVEST: SUPER SIMPLE,Clarkson Potter,9780525577072,7,3,7,2019-11-16
745,NOTHING FANCY,Clarkson Potter,9780451497017,8,4,7,2019-11-16
3267,NOTHING FANCY,Clarkson Potter,9780451497017,8,4,7,2019-11-16
397,MAKE YOUR BED,Grand Central,9781455570249,9,78,7,2019-11-16
68,YOU ARE A BADASS,Running Press,9780762447695,10,197,7,2019-11-16
346,DIARY OF AN AWESOME FRIENDLY KID,Amulet,9781419740275,1,32,8,2019-11-16
78,THE COMPLETE COOKBOOK FOR YOUNG CHEFS,Sourcebooks Jabberwocky,9781492670025,2,31,8,2019-11-16
73,WONDER,Knopf,9780375869020,3,223,8,2019-11-16
746,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS,Sourcebooks Explore,9781492677697,4,2,8,2019-11-16
176,REFUGEE,Scholastic,9780545880831,5,79,8,2019-11-16
677,A TALE OF MAGIC...,"Little, Brown",9780316523479,6,7,8,2019-11-16
3370,A TALE OF MAGIC...,"Little, Brown",9780316523479,6,7,8,2019-11-16
80,WISHTREE,Feiwel and Friends,9781250043221,7,90,8,2019-11-16
681,TRISTAN STRONG PUNCHES A HOLE IN THE SKY,Disney/Hyperion,9781368039932,8,5,8,2019-11-16
3372,TRISTAN STRONG PUNCHES A HOLE IN THE SKY,Disney/Hyperion,9781368039932,8,5,8,2019-11-16
290,A BEAUTIFUL DAY IN THE NEIGHBORHOOD,Quirk,9781683691136,9,25,8,2019-11-16
403,A WOLF CALLED WANDER,Greenwillow,9780062895936,10,20,8,2019-11-16
747,SISTERS FIRST,"Little, Brown",9780316534789,1,1,9,2019-11-16
686,THE CRAYONS' CHRISTMAS,Penguin Workshop,9780525515746,2,5,9,2019-11-16
84,CONSTRUCTION SITE ON CHRISTMAS NIGHT,Chronicle,9781452139111,3,12,9,2019-11-16
748,"SOFIA VALDEZ, FUTURE PREZ",Abrams,9781419737046,4,2,9,2019-11-16
682,"GOOD NIGHT, LITTLE BLUE TRUCK",Houghton Mifflin Harcourt,9781328852137,5,5,9,2019-11-16
85,THE WONDERFUL THINGS YOU WILL BE,Random House,9780385376716,6,211,9,2019-11-16
