title_id,title,author,genre,publish_date,pages,format,rating,rating_couunts,reviews_counts,votes,year,description,is_bestseller,award
3436,The Book of Lost Names,Kristin Harmel,"Historical Fiction, Fiction, World War II, Historical, Audiobook, Romance, War",2020-07-21,388.0,Hardcover,4.43,199023,18377,28661,2020,"Eva Traube Abrams, a semi-retired librarian in Florida, is shelving books one morning when her eyes lock on a photograph in a magazine lying open nearby. She freezes; it’s an image of a book she hasn’t seen in sixty-five years—a book she recognizes as The Book of Lost Names. The accompanying article discusses the looting of libraries by the Nazis across Europe during World War II—an experience Eva remembers well—and the search to reunite people with the texts taken from them so long ago. The book in the photograph, an eighteenth-century religious text thought to have been taken from France in the waning days of the war, is one of the most fascinating cases. Now housed in Berlin’s Zentral- und Landesbibliothek library, it appears to contain some sort of code, but researchers don’t know where it came from—or what the code means. Only Eva holds the answer—but will she have the strength to revisit old memories and help reunite those lost during the war? As a graduate student in 1942, Eva was forced to flee Paris after the arrest of her father, a Polish Jew. Finding refuge in a small mountain town in the Free Zone, she begins forging identity documents for Jewish children fleeing to neutral Switzerland. But erasing people comes with a price, and along with a mysterious, handsome forger named Rémy, Eva decides she must find a way to preserve the real names of the children who are too young to remember who they really are. The records they keep in The Book of Lost Names will become even more vital when the resistance cell they work for is betrayed and Rémy disappears. An engaging and evocative novel reminiscent of The Lost Girls of Paris and The Alice Network, The Book of Lost Names is a testament to the resilience of the human spirit and the power of bravery and love in the face of evil.",0,best-historical-fiction-books-2020
788,Children of Virtue and Vengeance,Tomi Adeyemi,"Fantasy, Young Adult, Fiction, Audiobook, Magic, Young Adult Fantasy, Romance",2019-12-03,404.0,Hardcover,3.88,67243,8834,28489,2020,"After battling the impossible, Zélie and Amari have finally succeeded in bringing magic back to the land of Orïsha. But the ritual was more powerful than they could’ve imagined, reigniting the powers of not only the maji, but of nobles with magic ancestry, too. Now, Zélie struggles to unite the maji in an Orïsha where the enemy is just as powerful as they are. But when the monarchy and military unite to keep control of Orïsha, Zélie must fight to secure Amari's right to the throne and protect the new maji from the monarchy's wrath.With civil war looming on the horizon, Zélie finds herself at a breaking point: she must discover a way to bring the kingdom together or watch as Orïsha tears itself apart.",1,best-young-adult-fantasy-books-2020
1109,Antiracist Baby,Ibram X. Kendi,"Picture Books, Childrens, Race, Social Justice, Nonfiction, Anti Racist, Parenting",2020-06-16,24.0,Board,4.09,6516,1099,28359,2020,"Antiracist Baby introduces the youngest readers and the grown-ups in their lives to the concept and power of antiracism. Providing the language necessary to begin critical conversations at the earliest age, Antiracist Baby is the perfect gift for readers of all ages dedicated to forming a just society.",1,best-picture-books-2020
3632,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,"Cookbooks, Cooking, Nonfiction, Food, Reference, Foodie, Food and Drink",2020-09-01,256.0,Hardcover,3.92,8248,432,27866,2020,"A collection of all-new soul-satisfying dishes from America's favorite home cook!In Modern Comfort Food, Ina Garten shares 85 new recipes that will feed your deepest cravings. Many of these dishes are inspired by childhood favorites--but with the volume turned way up, such as Cheddar and Chutney Grilled Cheese sandwiches (the perfect match for Ina's Creamy Tomato Bisque), Smashed Hamburgers with Caramelized Onions, and the crispiest hash browns that are actually made in a waffle iron!There are few things more comforting than gathering for a meal with the ones you love, especially when dishes like Cheesy Chicken Enchiladas are at the center of the table. Old-fashioned crowd pleasers like Roasted Sausages, Peppers, and Onions are even more delicious and streamlined for quick cleanup. For dessert? You'll find the best Boston Cream Pie, Banana Rum Trifle, and Black and White Cookies you'll ever make. Home cooks can always count on Ina's dependable, easy-to-follow instructions, with lots of side notes for cooking and entertaining--it's like having Ina right there beside you, helping you all the way.From cocktails to dessert, from special weekend breakfasts to quick weeknight dinners, you'll find yourself making these cozy and delicious recipes over and over again.",0,best-food-cookbooks-2020
1265,Solutions and Other Problems,Allie Brosh,"Humor, Graphic Novels, Nonfiction, Memoir, Comics, Mental Health, Adult",2020-09-22,519.0,Hardcover,4.21,36254,5074,27674,2020,"Allie Brosh returns with a new collection of comedic, autobiographical, and illustrated essays.Solutions and Other Problems includes humorous stories from Allie Brosh’s childhood; the adventures of her very bad animals; merciless dissection of her own character flaws; incisive essays on grief, loneliness, and powerlessness; as well as reflections on the absurdity of modern life.This full-color, beautifully illustrated edition features all-new material with more than 1,600 pieces of art.",1,best-humor-books-2020
1216,Cemetery Boys,Aiden Thomas,"Fantasy, LGBT, Young Adult, Queer, Fiction, Paranormal, Contemporary",2020-09-01,344.0,Hardcover,4.28,91464,17525,27570,2020,"Yadriel has summoned a ghost, and now he can’t get rid of him.When his traditional Latinx family has problems accepting his gender, Yadriel becomes determined to prove himself a real brujo. With the help of his cousin and best friend Maritza, he performs the ritual himself, and then sets out to find the ghost of his murdered cousin and set it free.However, the ghost he summons is actually Julian Diaz, the school’s resident bad boy, and Julian is not about to go quietly into death. He’s determined to find out what happened and tie up some loose ends before he leaves. Left with no choice, Yadriel agrees to help Julian, so that they can both get what they want. But the longer Yadriel spends with Julian, the less he wants to let him leave.",1,best-young-adult-fantasy-books-2020
3721,Starsight,Brandon Sanderson,"Science Fiction, Young Adult, Fantasy, Fiction, Audiobook, Space, Adventure",2019-11-26,461.0,Hardcover,4.37,88734,9027,27263,2020,"All her life, Spensa's dreamed of becoming a pilot. Of proving she's a hero like her father. She made it to the sky, but the truths she learned about her father were crushing. The rumors of his cowardice are true—he deserted his flight during battle against the Krell. Worse, though, he turned against his team and attacked them. Spensa is sure that there's more to the story. And she's sure that whatever happened to her father in his starship could happen to her. When she made it outside the protective shell of her planet, she heard the stars—and it was terrifying. Everything Spensa has been taught about her world is a lie. But Spensa also discovered a few other things about herself—and she'll travel to the end of the galaxy to save humankind if she needs to.",0,best-young-adult-fantasy-books-2020
3478,"Take a Hint, Dani Brown",Talia Hibbert,"Romance, Contemporary, Fiction, Adult, Contemporary Romance, LGBT, Chick Lit",2020-06-23,361.0,Paperback,4.02,98678,15060,26958,2020,"Talia Hibbert returns with another charming romantic comedy about a young woman who agrees to fake date her friend after a video of him “rescuing” her from their office building goes viral...Danika Brown knows what she wants: professional success, academic renown, and an occasional roll in the hay to relieve all that career-driven tension. But romance? Been there, done that, burned the T-shirt. Romantic partners, whatever their gender, are a distraction at best and a drain at worst. So Dani asks the universe for the perfect friend-with-benefits—someone who knows the score and knows their way around the bedroom. When brooding security guard Zafir Ansari rescues Dani from a workplace fire drill gone wrong, it’s an obvious sign: PhD student Dani and ex-rugby player Zaf are destined to sleep together. But before she can explain that fact, a video of the heroic rescue goes viral. Now half the internet is shipping #DrRugbae—and Zaf is begging Dani to play along. Turns out, his sports charity for kids could really use the publicity. Lying to help children? Who on earth would refuse? Dani’s plan is simple: fake a relationship in public, seduce Zaf behind the scenes. The trouble is, grumpy Zaf’s secretly a hopeless romantic—and he’s determined to corrupt Dani’s stone-cold realism. Before long, he’s tackling her fears into the dirt. But the former sports star has issues of his own, and the walls around his heart are as thick as his... um, thighs. Suddenly, the easy lay Dani dreamed of is more complex than her thesis. Has her wish backfired? Is her focus being tested? Or is the universe just waiting for her to take a hint?",0,best-romance-books-2020
1178,The Evening and the Morning,Ken Follett,"Historical Fiction, Fiction, Historical, Audiobook, Fantasy, Medieval, British Literature",2020-09-15,913.0,Hardcover,4.39,109682,8274,26386,2020,"The thrilling and addictive prequel to The Pillars of the Earth--set in England at the dawn of a new era: the Middle AgesIt is 997 CE, the end of the Dark Ages. England is facing attacks from the Welsh in the west and the Vikings in the east. Those in power bend justice according to their will, regardless of ordinary people and often in conflict with the king. Without a clear rule of law, chaos reigns.In these turbulent times, three characters find their lives intertwined. A young boatbuilder's life is turned upside down when his home is raided by Vikings, forcing him and his family to move and start their lives anew in a small hamlet where he does not fit in. . . . A Norman noblewoman marries for love, following her husband across the sea to a new land, but the customs of her husband's homeland are shockingly different, and it soon becomes clear to her that a single misstep could be catastrophic. . . . A monk dreams of transforming his humble abbey into a center of learning that will be admired throughout Europe. And each in turn comes into dangerous conflict with a clever and ruthless bishop who will do anything to increase his wealth and power.Thirty years ago, Ken Follett published his most popular novel, The Pillars of the Earth. Now, Follett's masterful new prequel The Evening and the Morning takes us on an epic journey into a historical past rich with ambition and rivalry, death and birth, love and hate, that will end where The Pillars of the Earth begins.",1,best-historical-fiction-books-2020
3434,The Jane Austen Society,Natalie Jenner,"Historical Fiction, Fiction, Historical, Audiobook, Romance, Books About Books, Adult",2020-05-26,304.0,Hardcover,3.74,47132,7161,26032,2020,"2020 Goodreads Choice Award Nominee for Historical Fiction and for Debut Novel!Just after the Second World War, in the small English village of Chawton, an unusual but like-minded group of people band together to attempt something remarkable.One hundred and fifty years ago, Chawton was the final home of Jane Austen, one of England's finest novelists. Now it's home to a few distant relatives and their diminishing estate. With the last bit of Austen's legacy threatened, a group of disparate individuals come together to preserve both Jane Austen's home and her legacy. These people—a laborer, a young widow, the local doctor, and a movie star, among others—could not be more different and yet they are united in their love for the works and words of Austen. As each of them endures their own quiet struggle with loss and trauma, some from the recent war, others from more distant tragedies, they rally together to create the Jane Austen Society.",0,best-debut-novel-2020
3633,Gordon Ramsay Quick and Delicious: 100 Recipes to Cook in 30 Minutes or Less,Gordon Ramsay,"Cookbooks, Cooking, Food, Nonfiction, Culinary, Adult, Reference",2019-10-17,256.0,Hardcover,3.87,477,57,25901,2020,"Create chef-quality food without spending hours in the kitchen -- these are the recipes and straightforward tips you need to make good food fast.With unlimited access to recipes, why does anyone need another cookbook? Because not all recipes are born equal. Not all of them have been created by a global superstar chef who has built his reputation on delivering the very best food -- whether that's the ultimate fine dining experience at his 3 Michelin-star Restaurant, Gordon Ramsay, or the perfectly crafted burger from his Las Vegas burger joint.Over the course of his stellar career, Gordon has learned every trick in the trade to create dishes that taste fantastic and that can be produced without fail during even the busiest of days. Armed with that knowledge, he has written an inspired collection of recipes for the time-pressed home cook who doesn't want to compromise on taste or flavor.The result is 100 tried and tested recipes that you'll find yourself using time and again. All the recipes take 30 minutes or less and use readily available ingredients that are transformed into something special with Gordon's no-nonsense approach to delicious food.",0,best-food-cookbooks-2020
3594,A Black Women's History of the United States,Daina Ramey Berry,"History, Nonfiction, Feminism, Race, Social Justice, Anti Racist, Politics",2020-02-04,273.0,Hardcover,4.3,3137,467,25786,2020,"A vibrant and empowering history that emphasizes the perspectives and stories of African American women to show how they are--and have always been--instrumental in shaping our countryIn centering Black women's stories, two award-winning historians seek both to empower African American women and to show their allies that Black women's unique ability to make their own communities while combatting centuries of oppression is an essential component in our continued resistance to systemic racism and sexism. Daina Ramey Berry and Kali Nicole Gross offer an examination and celebration of Black womanhood, beginning with the first African women who arrived in what became the United States to African American women of today.A Black Women's History of the United States reaches far beyond a single narrative to showcase Black women's lives in all their fraught complexities. Berry and Gross prioritize many voices: enslaved women, freedwomen, religious leaders, artists, queer women, activists, and women who lived outside the law. The result is a starting point for exploring Black women's history and a testament to the beauty, richness, rhythm, tragedy, heartbreak, rage, and enduring love that abounds in the spirit of Black women in communities throughout the nation.",0,best-history-biography-books-2020
1242,The Searcher,Tana French,"Mystery, Fiction, Mystery Thriller, Thriller, Crime, Audiobook, Ireland",2020-10-06,451.0,Hardcover,3.79,126091,11733,25428,2020,"Retired detective Cal Hooper moves to a remote village in rural Ireland. His plans are to fix up the dilapidated cottage he's bought, to walk the mountains, to put his old police instincts to bed forever.Then a local boy appeals to him for help. His brother is missing, and no one in the village, least of all the police, seems to care. And once again, Cal feels that restless itch.Something is wrong in this community, and he must find out what, even if it brings trouble to his door.",1,best-mystery-thriller-books-2020
806,Dear Edward,Ann Napolitano,"Fiction, Contemporary, Audiobook, Literary Fiction, Coming Of Age, Adult, Adult Fiction",2020-01-06,340.0,Hardcover,4.08,179807,18253,25384,2020,"One summer morning, twelve-year-old Edward Adler, his beloved older brother, his parents, and 183 other passengers board a flight in Newark headed for Los Angeles. Among them is a Wall Street wunderkind, a young woman coming to terms with an unexpected pregnancy, an injured vet returning from Afghanistan, a septuagenarian business tycoon, and a free-spirited woman running away from her controlling husband. And then, tragically, the plane crashes. Edward is the sole survivor.Edward's story captures the attention of the nation, but he struggles to find a place for himself in a world without his family. He continues to feel that a piece of him has been left in the sky, forever tied to the plane and all of his fellow passengers. But then he makes an unexpected discovery--one that will lead him to the answers of some of life's most profound questions: When you've lost everything, how do find yourself? How do you discover your purpose? What does it mean not just to survive, but to truly live?An alternative cover edition for this ISBN can be found here.",1,best-fiction-books-2020
3400,The Girl with the Louding Voice,Abi Daré,"Fiction, Contemporary, Africa, Audiobook, Feminism, Literary Fiction, Nigeria",2020-02-04,371.0,Hardcover,4.43,149449,16063,25143,2020,"All you have are your words.
Adunni is a fourteen-year-old Nigerian girl who knows what she wants: an education. As the only daughter of a broke father, she is a valuable commodity. Removed from school and sold as a third wife to an old man, Adunni's life amounts to this: four goats, two bags of rice, some chickens and a new TV. When unspeakable tragedy swiftly strikes in her new home, she is secretly sold as a domestic servant to a household in the wealthy enclaves of Lagos, where no one will talk about the strange disappearance of her predecessor, Rebecca. No one but Adunni... As a yielding daughter, a subservient wife, and a powerless servant, fourteen-year-old Adunni is repeatedly told that she is nothing. But Adunni won't be silenced. She is determined to find her voice - in a whisper, in song, in broken English - until she can speak for herself, for the girls like Rebecca who came before, and for all the girls who will follow.",0,best-debut-novel-2020
3554,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",Sam Heughan,"Nonfiction, Travel, History, Audiobook, Scotland, Humor, Memoir",2020-11-03,297.0,Hardcover,4.06,16674,2702,25127,2020,"Two Men. One Country. And a lot of whisky.As stars of ""Outlander"", Sam and Graham eat, sleep and breathe the Highlands on this epic road trip around their homeland. They discover that the real thing is even greater than fiction.""Clanlands"" is the story of their journey. Armed with their trusty campervan and a sturdy friendship, these two Scotsmen are on the adventure of a lifetime to explore the majesty of Scotland. A wild ride by boat, kayak, bicycle and motorbike, they travel from coast to loch and peak to valley and delve into Scotland's history and culture, from timeless poetry to bloody warfare.With near-death experiences, many weeks in a confined space together, and a cast of unforgettable characters, Graham and Sam's friendship matures like a fine Scotch. They reflect on their acting careers in film and theatre, find a new awestruck respect for their native country and, as with any good road trip, they even find themselves.Hold onto your kilts ... this is Scotland as you've never seen it before.",0,best-nonfiction-books-2020
3754,Just Like Me,Vanessa Brantley-Newton,"Poetry, Picture Books, Childrens, Nonfiction, African American, Cultural, Feminism",2020-01-14,40.0,Hardcover,4.16,1364,328,24858,2020,"An ode to the girl with scrapes on her knees and flowers in her hair, and every girl in between, this exquisite treasury will appeal to readers of Dear Girl and I Am Enough and have kids poring over it to find a poem that's just for them.I am a canvasBeing painted onBy the words of my familyFriendsAnd communityFrom Vanessa Brantley-Newton, the author of Grandma's Purse, comes a collection of poetry filled with engaging mini-stories about girls of all kinds: girls who feel happy, sad, scared, powerful; girls who love their bodies and girls who don't; country girls, city girls; girls who love their mother and girls who wish they had a father. With bright portraits in Vanessa's signature style of vibrant colors and unique patterns and fabrics, this book invites readers to find themselves and each other within its pages.",0,best-picture-books-2020
1190,Rage,Bob Woodward,"Nonfiction, Politics, History, Biography, Audiobook, American History, Presidents",2020-09-15,475.0,Hardcover,4.17,24269,2973,24436,2020,"An unprecedented and intimate tour de force of original reporting on the Trump presidency from Bob Woodward.Rage goes behind the scenes like never before, with stunning new details about early national security decisions and operations and Trump’s moves as he faces a global pandemic, economic disaster and racial unrest.Woodward, the #1 internationally bestselling author of 13 #1 bestsellers, including Fear: Trump in the White House, shows Trump up close in his entirety before the 2020 presidential election.President Trump has said publicly that Woodward has interviewed him. What is not known is that Trump provided Woodward a window into his mind through a series of exclusive interviews.At key decision points, Rage shows how Trump’s responses to the crises of 2020 were rooted in the instincts, habits and style he developed during his first three years as president.Rage draws from hundreds of hours of interviews with firsthand witnesses, as well as participants’ notes, emails, diaries, calendars and confidential documents.Woodward obtained 25 personal letters exchanged between Trump and North Korean leader Kim Jong Un that have not been public before. Kim describes the bond between the two leaders as out of a “fantasy film,” as the two leaders engage in an extraordinary diplomatic minuet.Rage will be the foundational account of the Trump presidency, its turmoil, contradictions and risks. It is an essential document for any voter seeking an accurate inside view of the Trump years—volatile and vivid.",1,best-nonfiction-books-2020
3699,Felix Ever After,Kacen Callender,"LGBT, Young Adult, Contemporary, Romance, Queer, Fiction, Transgender",2020-05-05,368.0,Hardcover,4.25,60790,11533,24077,2020,"From Stonewall and Lambda Award-winning author Kacen Callender comes a revelatory YA novel about a transgender teen grappling with identity and self-discovery while falling in love for the first time.Felix Love has never been in love—and, yes, he’s painfully aware of the irony. He desperately wants to know what it’s like and why it seems so easy for everyone but him to find someone. What’s worse is that, even though he is proud of his identity, Felix also secretly fears that he’s one marginalization too many—Black, queer, and transgender—to ever get his own happily-ever-after.When an anonymous student begins sending him transphobic messages—after publicly posting Felix’s deadname alongside images of him before he transitioned—Felix comes up with a plan for revenge. What he didn’t count on: his catfish scenario landing him in a quasi–love triangle....But as he navigates his complicated feelings, Felix begins a journey of questioning and self-discovery that helps redefine his most important relationship: how he feels about himself.Felix Ever After is an honest and layered story about identity, falling in love, and recognizing the love you deserve.",0,best-young-adult-fiction-books-2020
900,The Boy from the Woods,Harlan Coben,"Mystery, Thriller, Fiction, Mystery Thriller, Crime, Suspense, Audiobook",2020-03-17,371.0,Hardcover,3.95,99796,7471,23717,2020,"Thirty years ago, Wilde was found as a boy living feral in the woods, with no memory of his past. Now an adult, he still doesn't know where he comes from, and another child has gone missing.No one seems to take Naomi Pine's disappearance seriously, not even her father-with one exception. Hester Crimstein, a television criminal attorney, knows through her grandson that Naomi was relentlessly bullied at school. Hester asks Wilde-with whom she shares a tragic connection-to use his unique skills to help find Naomi.Wilde can't ignore an outcast in trouble, but in order to find Naomi he must venture back into the community where he has never fit in, a place where the powerful are protected even when they harbor secrets that could destroy the lives of millions . . . secrets that Wilde must uncover before it's too late.",1,best-mystery-thriller-books-2020
3556,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,"Nonfiction, Race, Anti Racist, Social Justice, Audiobook, Politics, Self Help",2020-01-28,238.0,Hardcover,4.34,29188,3421,23675,2020,"Me and White Supremacy teaches readers how to dismantle the privilege within themselves so that they can stop (often unconsciously) inflicting damage on people of colour, and in turn, help other white people do better, too.When Layla Saad began an Instagram challenge called #MeAndWhiteSupremacy, she never predicted it would spread as widely as it did. She encouraged people to own up and share their racist behaviors, big and small. She was looking for truth, and she got it. Thousands of people participated in the challenge, and over 90,000 people downloaded the Me and White Supremacy Workbook.The updated and expanded Me and White Supremacy takes the work deeper by adding more historical and cultural contexts, sharing moving stories and anecdotes, and including expanded definitions, examples, and further resources.Awareness leads to action, and action leads to change. The numbers show that readers are ready to do this work - let's give it to them.",0,best-nonfiction-books-2020
1020,The One and Only Bob,Katherine Applegate,"Middle Grade, Fiction, Animals, Fantasy, Childrens, Audiobook, Young Adult",2020-05-05,342.0,Hardcover,4.23,22190,2710,23486,2020,"Bob sets out on a dangerous journey in search of his long-lost sister with the help of his two best friends, Ivan and Ruby. As a hurricane approaches and time is running out, Bob finds courage he never knew he had and learns the true meaning of friendship and family.",1,best-childrens-books-2020
3516,The Year of the Witching,Alexis Henderson,"Fantasy, Horror, Fiction, Historical Fiction, Witches, Paranormal, Young Adult",2020-07-21,368.0,Hardcover,3.81,37364,6151,23286,2020,"A young woman living in a rigid, puritanical society discovers dark powers within herself in this stunning, feminist fantasy debut.In the lands of Bethel, where the Prophet’s word is law, Immanuelle Moore’s very existence is blasphemy. Her mother’s union with an outsider of a different race cast her once-proud family into disgrace, so Immanuelle does her best to worship the Father, follow Holy Protocol, and lead a life of submission, devotion, and absolute conformity, like all the other women in the settlement.But a mishap lures her into the forbidden Darkwood surrounding Bethel, where the first prophet once chased and killed four powerful witches. Their spirits are still lurking there, and they bestow a gift on Immanuelle: the journal of her dead mother, who Immanuelle is shocked to learn once sought sanctuary in the wood.Fascinated by the secrets in the diary, Immanuelle finds herself struggling to understand how her mother could have consorted with the witches. But when she begins to learn grim truths about the Church and its history, she realizes the true threat to Bethel is its own darkness. And she starts to understand that if Bethel is to change, it must begin with her.",0,best-debut-novel-2020
3557,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,"Nonfiction, Psychology, Science, Audiobook, Biography, Mental Health, History",2020-04-07,377.0,Hardcover,4.16,122595,12184,23277,2020,"The heartrending story of a midcentury American family with twelve children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins—aspiration, hard work, upward mobility, domestic harmony—and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family?What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations.With clarity and compassion, bestselling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.",0,best-nonfiction-books-2020
1100,A Very Punchable Face,Colin Jost,"Memoir, Nonfiction, Audiobook, Humor, Biography, Comedy, Biography Memoir",2020-07-14,312.0,Hardcover,4.21,52425,6616,23034,2020,"If there’s one trait that makes someone well suited to comedy, it’s being able to take a punch—metaphorically and, occasionally, physically. From growing up in a family of firefighters on Staten Island to commuting three hours a day to high school and “seeing the sights” (like watching a Russian woman throw a stroller off the back of a ferry), to attending Harvard while Facebook was created, Jost shares how he has navigated the world like a slightly smarter Forrest Gump.You’ll also discover things about Jost that will surprise and confuse you, like how Jimmy Buffett saved his life, how Czech teenagers attacked him with potato salad, how an insect laid eggs inside his legs, and how he competed in a twenty-five-man match at WrestleMania (and almost won). You’ll go behind the scenes at SNL and Weekend Update (where he’s written some of the most memorable sketches and jokes of the past fifteen years). And you’ll experience the life of a touring stand-up comedian—from performing in rural college cafeterias at noon to opening for Dave Chappelle at Radio City Music Hall.For every accomplishment (hosting the Emmys), there is a setback (hosting the Emmys). And for every absurd moment (watching paramedics give CPR to a raccoon), there is an honest, emotional one (recounting his mother’s experience on the scene of the Twin Towers’ collapse on 9/11). Told with a healthy dose of self-deprecation, A Very Punchable Face reveals the brilliant mind behind some of the dumbest sketches on television, and lays bare the heart and humor of a hardworking guy—with a face you can’t help but want to punch.",1,best-humor-books-2020
1186,One by One,Ruth Ware,"Mystery, Thriller, Fiction, Mystery Thriller, Audiobook, Suspense, Adult",2020-09-08,372.0,Hardcover,3.73,187017,19393,23019,2020,"Getting snowed in at a beautiful, rustic mountain chalet doesn’t sound like the worst problem in the world, especially when there’s a breathtaking vista, a cozy fire, and company to keep you warm. But what happens when that company is eight of your coworkers…and you can’t trust any of them?When an off-site company retreat meant to promote mindfulness and collaboration goes utterly wrong when an avalanche hits, the corporate food chain becomes irrelevant and survival trumps togetherness. Come Monday morning, how many members short will the team be?The #1 New York Times bestselling author of The Turn of the Key and In a Dark Dark Wood returns with another suspenseful thriller set on a snow-covered mountain.",1,best-mystery-thriller-books-2020
3495,Network Effect,Martha Wells,"Science Fiction, Fiction, Audiobook, Space, Adult, Space Opera, Science Fiction Fantasy",2020-05-05,350.0,Hardcover,4.48,83640,8912,22971,2020,"It calls itself Murderbot, but only when no one can hear.It worries about the fragile human crew who've grown to trust it, but only where no one can see.It tells itself that they're only a professional obligation, but when they're captured and an old friend from the past requires urgent assistance, Murderbot must choose between inertia and drastic action.Drastic action it is, then.",0,best-science-fiction-books-2020
3421,The Devil and the Dark Water,Stuart Turton,"Mystery, Historical Fiction, Fiction, Mystery Thriller, Thriller, Historical, Fantasy",2020-10-01,463.0,Hardcover,3.85,51848,7911,22852,2020,"A murder on the high seas. A detective duo. A demon who may or may not exist.It's 1634 and Samuel Pipps, the world's greatest detective, is being transported to Amsterdam to be executed for a crime he may, or may not, have committed. Traveling with him is his loyal bodyguard, Arent Hayes, who is determined to prove his friend innocent.But no sooner are they out to sea than devilry begins to blight the voyage. A twice-dead leper stalks the decks. Strange symbols appear on the sails. Livestock is slaughtered.And then three passengers are marked for death, including Samuel.Could a demon be responsible for their misfortunes?With Pipps imprisoned, only Arent can solve a mystery that connects every passenger onboard. A mystery that stretches back into their past and now threatens to sink the ship, killing everybody on board.The breathtaking new novel from Stuart Turton, author of the The 7 1/2 Deaths of Evelyn Hardcastle, winner of the Costa Best First Novel Award.",0,best-mystery-thriller-books-2020
3672,Dearly,Margaret Atwood,"Poetry, Nonfiction, Audiobook, Canada, Feminism, Adult, Contemporary",2020-11-10,124.0,Hardcover,3.74,13682,2201,22811,2020,"A new book of poetry from internationally acclaimed, award-winning and bestselling author Margaret AtwoodIn Dearly, Margaret Atwood’s first collection of poetry in over a decade, Atwood addresses themes such as love, loss, the passage of time, the nature of nature and - zombies. Her new poetry is introspective and personal in tone, but wide-ranging in topic. In poem after poem, she casts her unique imagination and unyielding, observant eye over the landscape of a life carefully and intuitively lived.While many are familiar with Margaret Atwood’s fiction—including her groundbreaking and bestselling novels The Handmaid’s Tale, The Testaments, Oryx and Crake, among others—she has, from the beginning of her career, been one of our most significant contemporary poets. And she is one of the very few writers equally accomplished in fiction and poetry.  This collection is a stunning achievement that will be appreciated by fans of her novels and poetry readers alike.",0,best-poetry-books-2020
3700,You Should See Me in a Crown,Leah  Johnson,"Young Adult, LGBT, Romance, Contemporary, Queer, Audiobook, Fiction",2020-06-02,324.0,Hardcover,4.09,40975,8059,22779,2020,"A previously published edition of ISBN 9781338503265 is here.Liz Lighty has always believed she's too black, too poor, too awkward to shine in her small, rich, prom-obsessed midwestern town. But it's okay -- Liz has a plan that will get her out of Campbell, Indiana, forever: attend the uber-elite Pennington College, play in their world-famous orchestra, and become a doctor.But when the financial aid she was counting on unexpectedly falls through, Liz's plans come crashing down . . . until she's reminded of her school's scholarship for prom king and queen. There's nothing Liz wants to do less than endure a gauntlet of social media trolls, catty competitors, and humiliating public events, but despite her devastating fear of the spotlight she's willing to do whatever it takes to get to Pennington.The only thing that makes it halfway bearable is the new girl in school, Mack. She's smart, funny, and just as much of an outsider as Liz. But Mack is also in the running for queen. Will falling for the competition keep Liz from her dreams . . . or make them come true?",0,best-young-adult-fiction-books-2020
3479,One to Watch,Kate Stayman-London,"Romance, Fiction, Contemporary, Chick Lit, Audiobook, Adult, Contemporary Romance",2020-07-07,417.0,Paperback,3.89,92691,13613,22777,2020,"Bea Schumacher is a devastatingly stylish plus-size fashion blogger who has amazing friends, a devoted family, legions of Insta followers--and a massively broken heart. Like the rest of America, Bea indulges in her weekly obsession: the hit reality show Main Squeeze. The fantasy dates! The kiss-off rejections! The surprising amount of guys named Chad! But Bea is sick and tired of the lack of body diversity on the show. Since when is being a size zero a prerequisite for getting engaged on television?Just when Bea has sworn off dating altogether, she gets an intriguing call: Main Squeeze wants her to be its next star, surrounded by men vying for her affections. Bea agrees, on one condition--under no circumstances will she actually fall in love. She's in this to supercharge her career, subvert harmful anti-fat beauty standards, inspire women across America, and get a free hot air balloon ride. That's it.But when the cameras start rolling, Bea realizes things are more complicated than she anticipated. She's in a whirlwind of sumptuous couture, Internet culture wars, sexy suitors, and an opportunity (or two, or five) to find messy, real-life love in the midst of a made-for-TV fairy tale.",0,best-debut-novel-2020
