title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
The Burning God,ISBN not found,R.F. Kuang,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'High Fantasy', 'Audiobook', 'Historical']",4.31,87402,17149,654,Hardcover,"First published November 17, 2020","After saving her nation of Nikan from foreign invaders and battling the evil Empress Su Daji in a brutal civil war, Fang Runin was betrayed by allies and left for dead. Despite her losses, Rin hasn’t given up on those for whom she has sacrificed so much—the people of the southern provinces and especially Tikany, the village that is her home. Returning to her roots, Rin meets difficult challenges—and unexpected opportunities. While her new allies in the Southern Coalition leadership are sly and untrustworthy, Rin quickly realizes that the real power in Nikan lies with the millions of common people who thirst for vengeance and revere her as a goddess of salvation. Backed by the masses and her Southern Army, Rin will use every weapon to defeat the Dragon Republic, the colonizing Hesperians, and all who threaten the shamanic arts and their practitioners. As her power and influence grows, though, will she be strong enough to resist the Phoenix’s intoxicating voice urging her to burn the world and everything in it? The exciting end to The Poppy War trilogy, R. F. Kuang’s acclaimed, award-winning epic fantasy that combines the history of twentieth-century China with a gripping world of gods and monsters, to devastating, enthralling effect.",5619
Black Sun,ISBN not found,Rebecca Roanhorse,"['Fantasy', 'Fiction', 'LGBT', 'Adult', 'Science Fiction', 'Queer', 'Audiobook']",4.20,43736,8209,454,Hardcover,"First published October 13, 2020","The first book in the Between Earth and Sky trilogy, inspired by the civilizations of the Pre-Columbian Americas and woven into a tale of celestial prophecies, political intrigue, and forbidden magic.A god will returnWhen the earth and sky convergeUnder the black sunIn the holy city of Tova, the winter solstice is usually a time for celebration and renewal, but this year it coincides with a solar eclipse, a rare celestial event proscribed by the Sun Priest as an unbalancing of the world.Meanwhile, a ship launches from a distant city bound for Tova and set to arrive on the solstice. The captain of the ship, Xiala, is a disgraced Teek whose song can calm the waters around her as easily as it can warp a man’s mind. Her ship carries one passenger. Described as harmless, the passenger, Serapio, is a young man, blind, scarred, and cloaked in destiny. As Xiala well knows, when a man is described as harmless, he usually ends up being a villain.",4780
Smoke Bitten,ISBN not found,Patricia Briggs,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Fae', 'Werewolves']",4.43,31794,2761,352,Hardcover,"First published March 17, 2020","Mercy Thompson, car mechanic and shapeshifter, faces a threat unlike any other in this thrilling entry in the #1 New York Times bestselling series. I am Mercedes Athena Thompson Hauptman.  My only ""superpowers"" are that I turn into a thirty-five pound coyote and fix Volkswagens. But I have friends in odd places and a pack of werewolves at my back. It looks like I'm going to need them.Centuries ago, the fae dwelt in Underhill--until she locked her doors against them. They left behind their great castles and troves of magical artifacts. They abandoned their prisoners and their pets. Without the fae to mind them, those creatures who remained behind roamed freely through Underhill wreaking havoc. Only the deadliest survived.Now one of those prisoners has escaped. It can look like anyone, any creature it chooses. But if it bites you, it controls you. It lives for chaos and destruction. It can make you do anything--even kill the person you love the most. Now it is here, in the Tri-Cities. In my territory.It won't, can't, remain. Not if I have anything to say about it.",4283
The Girl and the Stars,ISBN not found,Mark  Lawrence,"['Fantasy', 'Fiction', 'Young Adult', 'Adult', 'Science Fiction', 'High Fantasy', 'Magic']",3.81,11112,1407,384,Hardcover,"First published April 21, 2020","In the ice, east of the Black Rock, there is a hole into which broken children are thrown.On Abeth the vastness of the ice holds no room for individuals. Survival together is barely possible. No one survives alone.To resist the cold, to endure the months of night when even the air itself begins to freeze, requires a special breed. Variation is dangerous, difference is fatal. And Yaz is not the same.Yaz is torn from the only life she’s ever known, away from her family, from the boy she thought she would spend her days with, and has to carve out a new path for herself in a world whose existence she never suspected. A world full of difference and mystery and danger.Yaz learns that Abeth is older and stranger than she had ever imagined. She learns that her weaknesses are another kind of strength. And she learns to challenge the cruel arithmetic of survival that has always governed her people.Only when it’s darkest you can see the stars.",3782
The Empress of Salt and Fortune,ISBN not found,Nghi Vo,"['Fantasy', 'Novella', 'Fiction', 'LGBT', 'Queer', 'Adult', 'Audiobook']",3.96,34787,6131,121,Paperback,"First published March 24, 2020","A young royal from the far north is sent south for a political marriage in an empire reminiscent of imperial China. Her brothers are dead, her armies and their war mammoths long defeated and caged behind their borders. Alone and sometimes reviled, she must choose her allies carefully.Rabbit, a handmaiden, sold by her parents to the palace for the lack of five baskets of dye, befriends the emperor's lonely new wife and gets more than she bargained for.At once feminist high fantasy and an indictment of monarchy, this evocative debut follows the rise of the empress In-yo, who has few resources and fewer friends. She's a northern daughter in a mage-made summer exile, but she will bend history to her will and bring down her enemies, piece by piece.",3020
Battle Ground,ISBN not found,Jim Butcher,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Magic', 'Audiobook', 'Vampires']",4.42,41727,4035,418,Hardcover,"First published September 29, 2020","Harry has faced terrible odds before. He has a long history of fighting enemies above his weight class. The Red Court of vampires. The fallen angels of the Order of the Blackened Denarius. The Outsiders.But this time it’s different. A being more powerful and dangerous on an order of magnitude beyond what the world has seen in a millennium is coming. And she’s bringing an army. The Last Titan has declared war on the city of Chicago, and has come to subjugate humanity, obliterating any who stand in her way.Harry’s mission is simple but impossible: Save the city by killing a Titan. And the attempt will change Harry’s life, Chicago, and the mortal world forever.",2496
Wintersteel,ISBN not found,Will Wight,"['Fantasy', 'Fiction', 'Magic', 'Audiobook', 'High Fantasy', 'Epic Fantasy', 'Young Adult']",4.70,24573,1158,506,Paperback,"First published October 6, 2020","As the Uncrowned King tournament reaches its final rounds, tensions between the competing factions are higher than ever. The outcome may determine the power balance throughout the rest of the world.Each Monarch schemes to seize any advantage they can...while far away, a Dreadgod stirs.When the tournament ends, the Dreadgod will rise. Whether it will be driven back into the sea or allowed to rampage depends on the Monarchs.And on which of them is left standing.",2271
The Bone Shard Daughter,ISBN not found,Andrea Stewart,"['Fantasy', 'Fiction', 'LGBT', 'Adult', 'Lesbian', 'Queer', 'High Fantasy']",4.01,29051,5228,435,Hardcover,"First published September 8, 2020","The emperor's reign has lasted for decades, his mastery of bone shard magic powering the animal-like constructs that maintain law and order. But now his rule is failing, and revolution is sweeping across the Empire's many islands.Lin is the emperor's daughter and spends her days trapped in a palace of locked doors and dark secrets. When her father refuses to recognise her as heir to the throne, she vows to prove her worth by mastering the forbidden art of bone shard magic.Yet such power carries a great cost, and when the revolution reaches the gates of the palace, Lin must decide how far she is willing to go to claim her birthright - and save her people.",2158
The Trouble With Peace,ISBN not found,Joe Abercrombie,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'Dark Fantasy', 'High Fantasy', 'Adult']",4.60,31212,2463,512,Hardcover,"First published September 15, 2020","Conspiracy. Betrayal. Rebellion.Peace is just another kind of battlefield...Savine dan Glokta, once Adua’s most powerful investor, finds her judgement, fortune and reputation in tatters. But she still has all her ambitions, and no scruple will be permitted to stand in her way.For heroes like Leo dan Brock and Stour Nightfall, only happy with swords drawn, peace is an ordeal to end as soon as possible. But grievances must be nursed, power seized and allies gathered first, while Rikke must master the power of the Long Eye . . . before it kills her.The Breakers still lurk in the shadows, plotting to free the common man from his shackles, while noblemen bicker for their own advantage. Orso struggles to find a safe path through the maze of knives that is politics, only for his enemies, and his debts, to multiply.The old ways are swept aside, and the old leaders with them, but those who would seize the reins of power will find no alliance, no friendship, and no peace, lasts forever.",1671
Age of Empyre,ISBN not found,Michael J. Sullivan,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'Adventure', 'High Fantasy', 'Magic']",4.39,9867,857,432,Hardcover,"First published May 5, 2020","A door opens. An army of dragons advance. And the fate of the living rests with the dead. After obtaining the secret to creating dragons, the leader of the Fhrey has turned the tide of war once more--but gaining the advantage has come at a terrible price. While Imaly plots to overthrow the fane for transgressions against his people, a mystic and a keeper are the only hope for the Rhunes. Time is short, and the future of both races hangs in the balance. In this exciting conclusion to the Legends of the First Empire series, the Great War finally comes to a climactic end, and with it dawns a new era in the Age of Empyre. From the New York Times and USA Today bestselling author Michael J. Sullivan comes the concluding installment of his six-book epic fantasy. This series chronicles a pivotal point in Elan's history when humans and those they once saw as gods warred until a new world order was born. Set three thousand years before the Riyria tales, Legends is a standalone fantasy series that is independent of the Riyria novels. But for those who do read both series, Legends will unmask lies and reveal the truth about Elan's history and the men and women who shaped what the world became.",1247
From Blood and Ash,ISBN not found,Jennifer L. Armentrout,"['Romance', 'Fantasy Romance', 'Vampires', 'New Adult', 'Fiction', 'Paranormal', 'Young Adult']",4.24,569961,53919,613,Paperback,"First published March 29, 2020","A Maiden... Chosen from birth to usher in a new era, Poppy’s life has never been her own. The life of the Maiden is solitary. Never to be touched. Never to be looked upon. Never to be spoken to. Never to experience pleasure. Waiting for the day of her Ascension, she would rather be with the guards, fighting back the evil that took her family, than preparing to be found worthy by the gods. But the choice has never been hers.A Duty... The entire kingdom’s future rests on Poppy’s shoulders, something she’s not even quite sure she wants for herself. Because a Maiden has a heart. And a soul. And longing. And when Hawke, a golden-eyed guard honor bound to ensure her Ascension, enters her life, destiny and duty become tangled with desire and need. He incites her anger, makes her question everything she believes in, and tempts her with the forbidden.A Kingdom...Forsaken by the gods and feared by mortals, a fallen kingdom is rising once more, determined to take back what they believe is theirs through violence and vengeance. And as the shadow of those cursed draws closer, the line between what is forbidden and what is right becomes blurred. Poppy is not only on the verge of losing her heart and being found unworthy by the gods, but also her life when every blood-soaked thread that holds her world together begins to unravel.",70896
Beach Read,ISBN not found,Emily Henry,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Audiobook', 'Chick Lit']",4.01,1109322,114037,400,Paperback,"First published May 19, 2020","A romance writer who no longer believes in love and a literary writer stuck in a rut engage in a summer-long challenge that may just upend everything they believe about happily ever afters.Augustus Everett is an acclaimed author of literary fiction. January Andrews writes bestselling romance. When she pens a happily ever after, he kills off his entire cast.They’re polar opposites.In fact, the only thing they have in common is that for the next three months, they’re living in neighboring beach houses, broke, and bogged down with writer’s block.Until, one hazy evening, one thing leads to another and they strike a deal designed to force them out of their creative ruts: Augustus will spend the summer writing something happy, and January will pen the next Great American Novel. She’ll take him on field trips worthy of any rom-com montage, and he’ll take her to interview surviving members of a backwoods death cult (obviously). Everyone will finish a book and no-one will fall in love. Really.",60124
In Five Years,ISBN not found,Rebecca Serle,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Chick Lit', 'Adult', 'Magical Realism']",3.79,491853,42668,272,Hardcover,"First published March 10, 2020","Where do you see yourself in five years? When Type-A Manhattan lawyer Dannie Kohan is asked this question at the most important interview of her career, she has a meticulously crafted answer at the ready. Later, after nailing her interview and accepting her boyfriend's marriage proposal, Dannie goes to sleep knowing she is right on track to achieve her five-year plan. But when she wakes up, she’s suddenly in a different apartment, with a different ring on her finger, and beside a very different man. The television news is on in the background, and she can just make out the scrolling date. It’s the same night—December 15—but 2025, five years in the future. After a very intense, shocking hour, Dannie wakes again, at the brink of midnight, back in 2020. She can’t shake what has happened. It certainly felt much more than merely a dream, but she isn’t the kind of person who believes in visions. That nonsense is only charming coming from free-spirited types, like her lifelong best friend, Bella. Determined to ignore the odd experience, she files it away in the back of her mind. That is, until four-and-a-half years later, when by chance Dannie meets the very same man from her long-ago vision. Brimming with joy and heartbreak, In Five Years is an unforgettable love story that reminds us of the power of loyalty, friendship, and the unpredictable nature of destiny.",37342
Regretting You,ISBN not found,Colleen Hoover,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Audiobook', 'Contemporary Romance', 'New Adult']",4.14,597379,36217,363,Kindle,"First published December 10, 2019","Morgan Grant and her sixteen-year-old daughter, Clara, would like nothing more than to be nothing alike.Morgan is determined to prevent her daughter from making the same mistakes she did. By getting pregnant and married way too young, Morgan put her own dreams on hold. Clara doesn’t want to follow in her mother’s footsteps. Her predictable mother doesn’t have a spontaneous bone in her body.With warring personalities and conflicting goals, Morgan and Clara find it increasingly difficult to coexist. The only person who can bring peace to the household is Chris—Morgan’s husband, Clara’s father, and the family anchor. But that peace is shattered when Chris is involved in a tragic and questionable accident. The heartbreaking and long-lasting consequences will reach far beyond just Morgan and Clara.While struggling to rebuild everything that crashed around them, Morgan finds comfort in the last person she expects to, and Clara turns to the one boy she’s been forbidden to see. With each passing day, new secrets, resentment, and misunderstandings make mother and daughter fall further apart. So far apart, it might be impossible for them to ever fall back together.",35856
Boyfriend Material,ISBN not found,Alexis  Hall,"['LGBT', 'Contemporary', 'Queer', 'Fiction', 'Audiobook', 'M M Romance', 'Adult']",4.01,128800,19574,425,Paperback,"First published July 7, 2020","When tangentially ― and reluctantly ― famous Luc O'Donnell is forced back into the spotlight in the worst possible way, he has to think fast if he wants to save his floundering reputation. Enter Oliver Blackwood. Stunningly handsome and effortlessly put together, Oliver is successful, an ethical vegetarian, and has never appeared in a scandal mag evenonce. In other words, he's perfect boyfriend material and exactly what Luc needs to appear respectable again. But when their fake relationship starts to feel like real romance, Luc and Oliver might have to consider whether they're willing to fight for the truth of their new relationship…scandal, and consequences, be damned.",33502
"Take a Hint, Dani Brown",ISBN not found,Talia Hibbert,"['Romance', 'Contemporary', 'Fiction', 'Adult', 'Contemporary Romance', 'LGBT', 'Chick Lit']",4.02,98678,15060,361,Paperback,"First published June 23, 2020","Talia Hibbert returns with another charming romantic comedy about a young woman who agrees to fake date her friend after a video of him “rescuing” her from their office building goes viral...Danika Brown knows what she wants: professional success, academic renown, and an occasional roll in the hay to relieve all that career-driven tension. But romance? Been there, done that, burned the T-shirt. Romantic partners, whatever their gender, are a distraction at best and a drain at worst. So Dani asks the universe for the perfect friend-with-benefits—someone who knows the score and knows their way around the bedroom. When brooding security guard Zafir Ansari rescues Dani from a workplace fire drill gone wrong, it’s an obvious sign: PhD student Dani and ex-rugby player Zaf are destined to sleep together. But before she can explain that fact, a video of the heroic rescue goes viral. Now half the internet is shipping #DrRugbae—and Zaf is begging Dani to play along. Turns out, his sports charity for kids could really use the publicity. Lying to help children? Who on earth would refuse? Dani’s plan is simple: fake a relationship in public, seduce Zaf behind the scenes. The trouble is, grumpy Zaf’s secretly a hopeless romantic—and he’s determined to corrupt Dani’s stone-cold realism. Before long, he’s tackling her fears into the dirt. But the former sports star has issues of his own, and the walls around his heart are as thick as his... um, thighs. Suddenly, the easy lay Dani dreamed of is more complex than her thesis. Has her wish backfired? Is her focus being tested? Or is the universe just waiting for her to take a hint?",26958
One to Watch,ISBN not found,Kate Stayman-London,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Contemporary Romance']",3.89,92691,13613,417,Paperback,"First published July 7, 2020","Bea Schumacher is a devastatingly stylish plus-size fashion blogger who has amazing friends, a devoted family, legions of Insta followers--and a massively broken heart. Like the rest of America, Bea indulges in her weekly obsession: the hit reality show Main Squeeze. The fantasy dates! The kiss-off rejections! The surprising amount of guys named Chad! But Bea is sick and tired of the lack of body diversity on the show. Since when is being a size zero a prerequisite for getting engaged on television?Just when Bea has sworn off dating altogether, she gets an intriguing call: Main Squeeze wants her to be its next star, surrounded by men vying for her affections. Bea agrees, on one condition--under no circumstances will she actually fall in love. She's in this to supercharge her career, subvert harmful anti-fat beauty standards, inspire women across America, and get a free hot air balloon ride. That's it.But when the cameras start rolling, Bea realizes things are more complicated than she anticipated. She's in a whirlwind of sumptuous couture, Internet culture wars, sexy suitors, and an opportunity (or two, or five) to find messy, real-life love in the midst of a made-for-TV fairy tale.",24301
The Happy Ever After Playlist,ISBN not found,Abby Jimenez,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Chick Lit', 'Adult']",4.17,129344,14273,400,Paperback,"First published April 14, 2020","Two years after losing her fiancé, Sloan Monroe still can't seem to get her life back on track. But one trouble-making pup with a ""take me home"" look in his eyes is about to change everything. With her new pet by her side, Sloan finally starts to feel more like herself. Then, after weeks of unanswered texts, Tucker's owner reaches out. He's a musician on tour in Australia. And bottom line: He wants Tucker back.Well, Sloan's not about to give up her dog without a fight. But what if this Jason guy really loves Tucker? As their flirty texts turn into long calls, Sloan can't deny a connection. Jason is hot and nice and funny. There's no telling what could happen when they meet in person. The question is: With his music career on the rise, how long will Jason really stick around? And is it possible for Sloan to survive another heartbreak?From the USA Today bestselling author of The Friend Zone comes an adorable and fresh romantic comedy about one trouble-making dog who brings together two perfect strangers.",18244
The Switch,ISBN not found,Beth O'Leary,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Chick Lit', 'Adult', 'Contemporary Romance']",3.96,126695,16284,330,Paperback,"First published April 16, 2020","Eileen, newly single and about to turn eighty, would like a second chance at love, but her tiny Yorkshire village doesn't offer many eligible gentlemen. Then in bustling London, Eileen's twentysomething, overachieving granddaughter Leena is ordered to take a two-month sabbatical after blowing a big presentation at work.Once Leena learns of Eileen's romantic predicament, she proposes a solution: a two-month swap. Eileen will live in London and look for love. Meanwhile Leena will rest and take care of things in rural Yorkshire. But trading places isn't as easy as either of them expected. Will swapping lives help Eileen and Leena find themselves…and maybe even find love?",17210
You Had Me at Hola,ISBN not found,Alexis Daria,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Audiobook', 'Chick Lit']",3.69,39012,6390,365,Paperback,"First published August 4, 2020","Leading Ladies do not end up on tabloid covers. After a messy public breakup, soap opera darling Jasmine Lin Rodriguez finds her face splashed across the tabloids. When she returns to her hometown of New York City to film the starring role in a bilingual romantic comedy for the number one streaming service in the country, Jasmine figures her new “Leading Lady Plan” should be easy enough to follow—until a casting shake-up pairs her with telenovela hunk Ashton Suárez. Leading Ladies don’t need a man to be happy. After his last telenovela character was killed off, Ashton is worried his career is dead as well. Joining this new cast as a last-minute addition will give him the chance to show off his acting chops to American audiences and ping the radar of Hollywood casting agents. To make it work, he’ll need to generate smoking-hot on-screen chemistry with Jasmine. Easier said than done, especially when a disastrous first impression smothers the embers of whatever sexual heat they might have had. Leading Ladies do not rebound with their new costars. With their careers on the line, Jasmine and Ashton agree to rehearse in private. But rehearsal leads to kissing, and kissing leads to a behind-the-scenes romance worthy of a soap opera. While their on-screen performance improves, the media spotlight on Jasmine soon threatens to destroy her new image and expose Ashton’s most closely guarded secret.",14666
The Two Lives of Lydia Bird,ISBN not found,Josie Silver,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Contemporary Romance']",3.75,66375,8237,369,Hardcover,"First published January 30, 2020","Lydia and Freddie. Freddie and Lydia. They'd been together for more than a decade, and Lydia thought their love was indestructible.But she was wrong. On her twenty-eighth birthday, Freddie died in a car accident.So now it's just Lydia, and all she wants to do is hide indoors and sob until her eyes fall out. But Lydia knows that Freddie would want her to try to live fully, happily, even without him. So, enlisting the help of his best friend, Jonah, and her sister, Elle, she takes her first tentative steps into the world, open to life--and perhaps even love--again.But then something inexplicable happens that gives her another chance at her old life with Freddie. A life where none of the tragic events of the past few months have happened.Lydia is pulled again and again across the doorway of her past, living two lives, impossibly, at once. But there's an emotional toll to returning to a world where Freddie, alive, still owns her heart. Because there's someone in her new life, her real life, who wants her to stay.Written with Josie Silver's trademark warmth and wit, The Two Lives of Lydia Bird is a powerful and thrilling love story about the what-ifs that arise at life's crossroads, and what happens when one woman is given a miraculous chance to answer them.",7069
Party of Two,ISBN not found,Jasmine Guillory,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Chick Lit', 'Adult']",3.76,49196,4699,312,Hardcover,"First published June 23, 2020","A chance meeting with a handsome stranger turns into a whirlwind affair that gets everyone talking.Dating is the last thing on Olivia Monroe's mind when she moves to LA to start her own law firm. But when she meets a gorgeous man at a hotel bar and they spend the entire night flirting, she discovers too late that he is none other than hotshot junior senator Max Powell. Olivia has zero interest in dating a politician, but when a cake arrives at her office with the cutest message, she can't resist--it is chocolate cake, after all.Olivia is surprised to find that Max is sweet, funny, and noble--not just some privileged white politician she assumed him to be. Because of Max's high-profile job, they start seeing each other secretly, which leads to clandestine dates and silly disguises. But when they finally go public, the intense media scrutiny means people are now digging up her rocky past and criticizing her job, even her suitability as a trophy girlfriend. Olivia knows what she has with Max is something special, but is it strong enough to survive the heat of the spotlight?",6211
A Rogue of One's Own,ISBN not found,Evie Dunmore,"['Romance', 'Historical Romance', 'Historical Fiction', 'Historical', 'Fiction', 'Adult', 'Audiobook']",4.02,40237,4711,448,Paperback,"First published September 1, 2020","Lady Lucie is fuming. She and her band of Oxford suffragists have finally scraped together enough capital to control one of London’s major publishing houses, with one purpose: to use it in a coup against Parliament. But who could have predicted that the one person standing between her and success is her old nemesis, Lord Ballentine? Or that he would be willing to hand over the reins for an outrageous price—a night in her bed. Lucie tempts Tristan like no other woman, burning him up with her fierceness and determination every time they clash. But as their battle of wills and words fans the flames of long-smouldering devotion, the silver-tongued seducer runs the risk of becoming caught in his own snare. As Lucie tries to out-manoeuvre Tristan in the boardroom and the bedchamber, she soon discovers there’s truth in what the poets say: all is fair in love and war…A lady must have money and an army of her own if she is to win a revolution - but first, she must pit her wits against the wiles of an irresistible rogue bent on wrecking her plans...and her heart.",6005
In a Holidaze,here,Christina Lauren,"['Romance', 'Christmas', 'Holiday', 'Contemporary', 'Fiction', 'Audiobook', 'Contemporary Romance']",3.70,179150,23175,307,Paperback,"First published October 6, 2020","Alternate cover edition can be found hereOne Christmas wish, two brothers, and a lifetime of hope are on the line for hapless Maelyn Jones in In a Holidaze, the quintessential holiday romantic novel by Christina Lauren, the New York Times bestselling author of The Unhoneymooners..It’s the most wonderful time of the year…but not for Maelyn Jones. She’s living with her parents, hates her going-nowhere job, and has just made a romantic error of epic proportions.But perhaps worst of all, this is the last Christmas Mae will be at her favorite place in the world—the snowy Utah cabin where she and her family have spent every holiday since she was born, along with two other beloved families. Mentally melting down as she drives away from the cabin for the final time, Mae throws out what she thinks is a simple plea to the universe: Please. Show me what will make me happy.The next thing she knows, tires screech and metal collides, everything goes black. But when Mae gasps awake…she’s on an airplane bound for Utah, where she begins the same holiday all over again. With one hilarious disaster after another sending her back to the plane, Mae must figure out how to break free of the strange time loop—and finally get her true love under the mistletoe.Jam-packed with yuletide cheer, an unforgettable cast of characters, and Christina Lauren’s trademark hijinks, this swoon-worthy romantic read will make you believe in the power of wishes and the magic of the holidays.",5713
Emerald Blaze,ISBN not found,Ilona Andrews,"['Urban Fantasy', 'Fantasy', 'Romance', 'Paranormal', 'Magic', 'Paranormal Romance', 'Adult']",4.46,24026,2234,336,Hardcover,"First published August 25, 2020","Ilona Andrews, #1 New York Times bestselling author, continues her spellbinding series set in the Hidden Legacy world where magic controls everything…except the hearts of those who wield it.As Prime magic users, Catalina Baylor and her sisters have extraordinary powers—powers their ruthless grandmother would love to control. Catalina can earn her family some protection working as deputy to the Warden of Texas, overseeing breaches of magic law in the state, but that has risks as well. When House Baylor is under attack and monsters haunt her every step, Catalina is forced to rely on handsome, dangerous Alessandro Sagredo, the Prime who crushed her heart. The nightmare that Alessandro has fought since childhood has come roaring back to life, but now Catalina is under threat. Not even his lifelong quest for revenge will stop him from keeping her safe, even if every battle could be his last. Because Catalina won't rest until she stops the use of the illicit, power-granting serum that's tearing their world apart.",4913
Something to Talk About,ISBN not found,Meryl Wilsner,"['Romance', 'LGBT', 'Lesbian', 'Queer', 'Contemporary', 'Fiction', 'Adult']",3.64,27678,4515,336,Paperback,"First published May 26, 2020","A showrunner and her assistant give the world something to talk about when they accidentally fuel a ridiculous rumor in this debut romance.Hollywood powerhouse Jo is photographed making her assistant Emma laugh on the red carpet, and just like that, the tabloids declare them a couple. The so-called scandal couldn't come at a worse time--threatening Emma's promotion and Jo's new movie.As the gossip spreads, it starts to affect all areas of their lives. Paparazzi are following them outside the office, coworkers are treating them differently, and a ""source"" is feeding information to the media. But their only comment is ""no comment"".With the launch of Jo's film project fast approaching, the two women begin to spend even more time together, getting along famously. Emma seems to have a sixth sense for knowing what Jo needs. And Jo, known for being aloof and outwardly cold, opens up to Emma in a way neither of them expects. They begin to realize the rumor might not be so off base after all...but is acting on the spark between them worth fanning the gossip flames?",4631
Sweet Temptation,ISBN not found,Cora Reilly,"['Romance', 'Contemporary', 'Dark', 'Contemporary Romance', 'New Adult', 'Adult', 'Crime']",4.00,69425,6341,292,Kindle,"First published March 10, 2020","An Arranged Marriage Standalone Mafia Romance.The first time Cassio met his fiancée, she called him ‘Sir’.After losing his wife, Cassio is left to take care of two small children while trying to establish his rule over Philadelphia. Now he needs a mother for his children, and someone who can warm his bed at night.But in a traditional world as his, choosing your wife is duty not pleasure.Rules have to be followed. Traditions heeded.That’s how he ends up with a woman—a girl barely of age. She might not be what he and his children need, but she’s wicked lovely and a sweet temptation he can’t resist.Giulia always knew she’d marry a man her father chose for her. Only she never expected to be given to someone much older.Suddenly she’s supposed to be a mother to two small children when she hasn’t even held a baby in her life.Giulia quickly realizes that Cassio isn’t interested in a relationship on equal footing. Her mother always warned her that men of power like Cassio don’t tolerate insolence; yet, tired of being treated as a nanny and clueless child-bride, Giulia decides to fight for her vision of a happy family.",3643
Hands Down,ISBN not found,Mariana Zapata,"['Romance', 'Sports Romance', 'Sports', 'Contemporary', 'Contemporary Romance', 'Football', 'Adult']",3.92,44076,4710,548,Paperback,"First published July 2, 2020","Before he was “Big Texas,” he was “Zac the Snack Pack.”Bianca Brannen knows time—mostly—heals all wounds. Including those your once loved ones might have unintentionally given you. (Those just take longer.)She thinks she’s ready when a call has her walking back into her old friend’s life. Or at least as prepared as possible to see the starting quarterback in the National Football Organization. Before the lights, the fans, and the millions, he’d been a skinny kid with a heart of gold. Waltzing out of Zac Travis’s life should be easy. Just as easy as he walked out of hers.",2892
You Deserve Each Other,ISBN not found,Sarah Hogle,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Chick Lit', 'Audiobook']",3.92,111657,19235,357,Paperback,"First published April 7, 2020","When your nemesis also happens to be your fiancé, happily ever after becomes a lot more complicated in this wickedly funny, lovers-to-enemies-to-lovers romantic comedy debut.Naomi Westfield has the perfect fiancé: Nicholas Rose holds doors open for her, remembers her restaurant orders, and comes from the kind of upstanding society family any bride would love to be a part of. They never fight. They're preparing for their lavish wedding that's three months away. And she is miserably and utterly sick of him.Naomi wants out, but there's a catch: whoever ends the engagement will have to foot the nonrefundable wedding bill. When Naomi discovers that Nicholas, too, has been feigning contentment, the two of them go head-to-head in a battle of pranks, sabotage, and all-out emotional warfare.But with the countdown looming to the wedding that may or may not come to pass, Naomi finds her resolve slipping. Because now that they have nothing to lose, they're finally being themselves--and having fun with the last person they expect: each other.",2139
Spoiler Alert,ISBN not found,Olivia Dade,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Adult', 'Audiobook', 'Chick Lit']",3.65,45372,8668,409,Paperback,"First published October 6, 2020","Marcus Caster-Rupp has a secret. The world may know him as Aeneas, star of the biggest show on television, but fanfiction readers call him something else: Book!AeneasWouldNever. Marcus gets out his frustrations with the show through anonymous stories about the internet’s favorite couple, Aeneas and Lavinia. But if anyone discovered his online persona, he’d be finished in Hollywood. April Whittier has secrets of her own. A hardcore Lavinia fan, she’s long hidden her fanfic and cosplay hobbies from her “real life”—but not anymore. When she dares to post her latest costume creation on Twitter, her plus-size take goes viral. And when Marcus asks her out to spite her internet critics, truth officially becomes stranger than fanfiction. On their date, Marcus quickly realizes he wants more from April than a one-time publicity stunt. But when he discovers she’s Unapologetic Lavinia Stan, his closest fandom friend, he has one more huge secret to keep from her. With love and Marcus’s career on the line, can the two of them stop hiding once and for all, or will a match made in fandom end up prematurely cancelled?",1884
