title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Let Us Descend,ISBN not found,Jesmyn Ward,"Historical Fiction, Fiction, Magical Realism, Literary Fiction, Historical, Race, African American",3.72,"20,914","3,136",320,Hardcover,"First published October 24, 2023","From Jesmyn Ward—the two-time National Book Award winner, youngest winner of the Library of Congress Prize for Fiction, and MacArthur Fellow—comes a haunting masterpiece, sure to be an instant classic, about an enslaved girl in the years before the Civil War.“‘Let us descend,’ the poet now began, ‘and enter this blind world.’” — Inferno, Dante AlighieriLet Us Descend is a reimagining of American slavery, as beautifully rendered as it is heart-wrenching. Searching, harrowing, replete with transcendent love, the novel is a journey from the rice fields of the Carolinas to the slave markets of New Orleans and into the fearsome heart of a Louisiana sugar plantation.Annis, sold south by the white enslaver who fathered her, is the reader’s guide through this hellscape. As she struggles through the miles-long march, Annis turns inward, seeking comfort from memories of her mother and stories of her African warrior grandmother. Throughout, she opens herself to a world beyond this world, one teeming with of earth and water, of myth and history; spirits who nurture and give, and those who manipulate and take. While Ward leads readers through the descent, this, her fourth novel, is ultimately a story of rebirth and reclamation.From one of the most singularly brilliant and beloved writers of her generation, this miracle of a novel inscribes Black American grief and joy into the very land—the rich but unforgiving forests, swamps, and rivers of the American South. Let Us Descend is Jesmyn Ward’s most magnificent novel yet, a masterwork for the ages.",6135
Hang the Moon,ISBN not found,Jeannette Walls,"Historical Fiction, Fiction, Audiobook, Historical, Coming Of Age, Family, Adult",3.84,"61,116","5,591",368,Hardcover,"First published March 28, 2023","A riveting new novel about an indomitable young woman in Virginia during Prohibition.Most folk thought Sallie Kincaid was a nobody who’d amount to nothing. Sallie had other plans.Sallie Kincaid is the daughter of the biggest man in a small town, the charismatic Duke Kincaid. Born at the turn of the 20th century into a life of comfort and privilege, Sallie remembers little about her mother who died in a violent argument with the Duke. By the time she is just eight years old, the Duke has remarried and had a son, Eddie. While Sallie is her father’s daughter, sharp-witted and resourceful, Eddie is his mother’s son, timid and cerebral. When Sallie tries to teach young Eddie to be more like their father, her daredevil coaching leads to an accident, and Sallie is cast out.Nine years later, she returns, determined to reclaim her place in the family. That’s a lot more complicated than Sallie expected, and she enters a world of conflict and lawlessness. Sallie confronts the secrets and scandals that hide in the shadows of the Big House, navigates the factions in the family and town, and finally comes into her own as a bold, sometimes reckless bootlegger.You will fall in love with Sallie Kincaid, a feisty and fearless, terrified and damaged young woman who refuses to be corralled.",5839
"Beyond That, the Sea",ISBN not found,Laura Spence-Ash,"Historical Fiction, Fiction, Romance, Historical, World War II, Audiobook, Coming Of Age",4.26,"33,637","3,405",351,Hardcover,"First published March 21, 2023","A sweeping, tenderhearted love story, Beyond That, the Sea by Laura Spence-Ash tells the story of two families living through World War II on opposite sides of the Atlantic Ocean, and the shy, irresistible young woman who will call them both her own.As German bombs fall over London in 1940, working-class parents Millie and Reginald Thompson make an impossible choice: they decide to send their eleven-year-old daughter, Beatrix, to America. There, she’ll live with another family for the duration of the war, where they hope she’ll stay safe.Scared and angry, feeling lonely and displaced, Bea arrives in Boston to meet the Gregorys. Mr. and Mrs. G, and their sons William and Gerald, fold Bea seamlessly into their world. She becomes part of this lively family, learning their ways and their stories, adjusting to their affluent lifestyle. Bea grows close to both boys, one older and one younger, and fills in the gap between them. Before long, before she even realizes it, life with the Gregorys feels more natural to her than the quiet, spare life with her own parents back in England.As Bea comes into herself and relaxes into her new life—summers on the coast in Maine, new friends clamoring to hear about life across the sea—the girl she had been begins to fade away, until, abruptly, she is called home to London when the war ends.Desperate as she is not to leave this life behind, Bea dutifully retraces her trip across the Atlantic back to her new, old world. As she returns to post-war London, the memory of her American family stays with her, never fully letting her go, and always pulling on her heart as she tries to move on and pursue love and a life of her own.As we follow Bea over time, navigating between her two worlds, Beyond That, the Sea emerges as a beautifully written, absorbing novel, full of grace and heartache, forgiveness and understanding, loss and love.",5444
River Sing Me Home,ISBN not found,Eleanor Shearer,"Historical Fiction, Fiction, Historical, Race, Literary Fiction, Audiobook, Adult",4.02,"22,621","2,874",322,Hardcover,"First published January 19, 2023","
Her search begins with an ending....
The master of the Providence plantation in Barbados gathers his slaves and announces the king has decreed an end to slavery. As of the following day, the Emancipation Act of 1834 will come into effect. The cries of joy fall silent when he announces that they are no longer his slaves; they are now his apprentices. No one can leave. They must work for him for another six years. Freedom is just another name for the life they have always lived. So Rachel runs.Away from Providence, she begins a desperate search to find her children--the five who survived birth and were sold. Are any of them still alive? Rachel has to know. The grueling, dangerous journey takes her from Barbados then, by river, deep into the forest of British Guiana and finally across the sea to Trinidad. She is driven on by the certainty that a mother cannot be truly free without knowing what has become of her children, even if the answer is more than she can bear. These are the stories of Mary Grace, Micah, Thomas Augustus, Cherry Jane and Mercy. But above all this is the story of Rachel and the extraordinary lengths to which a mother will go to find her children...and her freedom.",4948
Banyan Moon,ISBN not found,Thao Thai,"Fiction, Historical Fiction, Contemporary, Literary Fiction, Audiobook, Historical, Family",3.93,"21,781","2,282",336,Hardcover,"First published June 27, 2023","When Ann Tran gets the call that her fiercely beloved grandmother, Minh, has passed away, her life is already at a crossroads. In the years since she’s last seen Minh, Ann has built a seemingly perfect life—a beautiful lake house, a charming professor boyfriend, and invites to elegant parties that bubble over with champagne and good taste—but it all crumbles with one positive pregnancy test. With both her relationship and carefully planned future now in question, Ann returns home to Florida to face her estranged mother, Huơng.Back in Florida, Huơng is simultaneously mourning her mother and resenting her for having the relationship with Ann that she never did. Then Ann and Huơng learn that Minh has left them both the Banyan House, the crumbling old manor that was Ann’s childhood home, in all its strange, Gothic glory. Under the same roof for the first time in years, mother and daughter must face the simmering questions of their past and their uncertain futures, while trying to rebuild their relationship without the one person who’s always held them together.Running parallel to this is Minh’s story, as she goes from a lovestruck teenager living in the shadow of the Vietnam War to a determined young mother immigrating to America in search of a better life for her children. And when Ann makes a shocking discovery in the Banyan House’s attic, long-buried secrets come to light as it becomes clear how decisions Minh made in her youth affected the rest of her life—and beyond.Spanning decades and continents, from 1960s Vietnam to the wild swamplands of the Florida coast, Banyan Moon is a stunning and deeply moving story of mothers and daughters, the things we inherit, and the lives we choose to make out of that inheritance.",3762
The Vaster Wilds,ISBN not found,Lauren Groff,"Historical Fiction, Fiction, Literary Fiction, Historical, Audiobook, Nature, Survival",3.79,"24,692","4,009",272,Hardcover,"First published September 12, 2023","A taut and electrifying novel from celebrated bestselling author Lauren Groff, about one spirited girl alone in the wilderness, trying to surviveA servant girl escapes from a colonial settlement in the wilderness. She carries nothing with her but her wits, a few possessions, and the spark of god that burns hot within her. What she finds in this terra incognita is beyond the limits of her imagination and will bend her belief in everything that her own civilization has taught her.Lauren Groff’s new novel is at once a thrilling adventure story and a penetrating fable about trying to find a new way of living in a world succumbing to the churn of colonialism. The Vaster Wilds is a work of raw and prophetic power that tells the story of America in miniature, through one girl at a hinge point in history, to ask how—and if—we can adapt quickly enough to save ourselves.",3506
North Woods,ISBN not found,Daniel       Mason,"Fiction, Historical Fiction, Literary Fiction, Nature, Historical, Audiobook, Novels",4.18,"28,128","4,501",372,Hardcover,"First published September 19, 2023","A sweeping novel about a single house in the woods of New England, told through the lives of those who inhabit it across the centuries—a daring, moving tale of memory and fate from the Pulitzer Prize finalist and author of The Piano Tuner and The Winter Soldier.When a pair of young lovers abscond from a Puritan colony, little do they know that their humble cabin in the woods will become home to an extraordinary succession of inhabitants . An English soldier, destined for glory, abandons the battlefields of the New World to devote himself to apples. A pair of spinster twins survive war and famine, only to succumb to envy and desire. A crime reporter unearths a mass grave, but finds the ancient trees refuse to give up their secrets. A lovelorn painter, a conman, a stalking panther, a lusty beetle; as each one confronts the mysteries of the north woods, they come to realize that the dark, raucous, beautiful past is very much alive.Traversing cycles of history, nature, and even literature, North Woods shows the myriad, magical ways in which we’re connected to our environment and to one another, across time, language and space. Written along with the seasons and divided into the twelve months of the year, it is an unforgettable novel about secrets and fates that asks the timeless how do we live on, even after we’re gone?",2988
The Housemaid's Secret,ISBN not found,Freida McFadden,"Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Audiobook, Psychological Thriller",4.26,"509,830","35,199",318,Kindle,"First published February 15, 2023","As he continues showing me their incredible penthouse apartment, I have a terrible feeling about the woman behind closed doors. But I can't risk losing this job – not if I want to keep my darkest secret safe . . .It's hard to find an employer who doesn't ask too many questions about my past. So I thank my lucky stars that the Garricks miraculously give me a job, cleaning their stunning penthouse with views across the city and preparing fancy meals in their shiny kitchen. I can work here for a while, stay quiet until I get what I want. It's almost perfect. But I still haven't met Mrs Garrick, or seen inside the guest bedroom. I'm sure I hear her crying. I notice spots of blood around the neck of her white nightgowns when I'm doing laundry. And one day I can't help but knock on the door. When it gently swings open, what I see inside changes everything...That's when I make a promise. After all, I've done this before. I can protect Mrs. Garrick while keeping my own secrets locked up safe. Douglas Garrick has done wrong. He is going to pay. It's simply a question of how far I'm willing to go...",86468
None of This Is True,ISBN not found,Lisa Jewell,"Thriller, Mystery, Fiction, Audiobook, Mystery Thriller, Suspense, Crime",4.15,"433,895","47,149",380,Hardcover,"First published July 20, 2023","Lisa Jewell returns with a scintillating new psychological thriller about a woman who finds herself the subject of her own popular true crime podcast.Celebrating her forty-fifth birthday at her local pub, popular podcaster Alix Summers crosses paths with an unassuming woman called Josie Fair. Josie, it turns out, is also celebrating her forty-fifth birthday. They are, in fact, birthday twins.A few days later, Alix and Josie bump into each other again, this time outside Alix’s children’s school. Josie has been listening to Alix’s podcasts and thinks she might be an interesting subject for her series. She is, she tells Alix, on the cusp of great changes in her life.Josie’s life appears to be strange and complicated, and although Alix finds her unsettling, she can’t quite resist the temptation to keep making the podcast. Slowly she starts to realise that Josie has been hiding some very dark secrets, and before she knows it, Josie has inveigled her way into Alix’s life—and into her home.But, as quickly as she arrived, Josie disappears. Only then does Alix discover that Josie has left a terrible and terrifying legacy in her wake, and that Alix has become the subject of her own true crime podcast, with her life and her family’s lives under mortal threat.Who is Josie Fair? And what has she done?",73187
The Only One Left,ISBN not found,Riley Sager,"Thriller, Mystery, Mystery Thriller, Fiction, Horror, Audiobook, Gothic",4.15,"237,048","33,048",385,Hardcover,"First published June 20, 2023","
At seventeen, Lenora HopeHung her sister with a rope
Now reduced to a schoolyard chant, the Hope family murders shocked the Maine coast one bloody night in 1929. While most people assume seventeen-year-old Lenora was responsible, the police were never able to prove it. Other than her denial after the killings, she has never spoken publicly about that night, nor has she set foot outside Hope’s End, the cliffside mansion where the massacre occurred.
Stabbed her father with a knifeTook her mother’s happy life
It’s now 1983, and home-health aide Kit McDeere arrives at a decaying Hope’s End to care for Lenora after her previous nurse fled in the middle of the night. In her seventies and confined to a wheelchair, Lenora was rendered mute by a series of strokes and can only communicate with Kit by tapping out sentences on an old typewriter. One night, Lenora uses it to make a tantalizing offer—I want to tell you everything.
“It wasn’t me,” Lenora saidBut she’s the only one not dead
 As Kit helps Lenora write about the events leading to the Hope family massacre, it becomes clear there’s more to the tale than people know. But when new details about her predecessor’s departure come to light, Kit starts to suspect Lenora might not be telling the complete truth—and that the seemingly harmless woman in her care could be far more dangerous than she first thought.",63021
The Last Devil to Die,ISBN not found,Richard Osman,"Mystery, Fiction, Crime, Audiobook, Mystery Thriller, Thriller, Cozy Mystery",4.51,"109,399","10,647",422,Hardcover,"First published September 14, 2023","Shocking news reaches the Thursday Murder Club.An old friend in the antiques business has been killed, and a dangerous package he was protecting has gone missing.As the gang springs into action they encounter art forgers, online fraudsters and drug dealers, as well as heartache close to home.With the body count rising, the package still missing and trouble firmly on their tail, has their luck finally run out? And who will be the last devil to die?",58583
Vera Wong's Unsolicited Advice for Murderers,ISBN not found,Jesse Q. Sutanto,"Mystery, Fiction, Audiobook, Mystery Thriller, Cozy Mystery, Contemporary, Adult",4.05,"83,978","13,158",339,Hardcover,"First published March 14, 2023","Put the kettle on, there’s a mystery brewing…Tea-shop owner. Matchmaker. Detective?Sixty-year-old self-proclaimed tea expert Vera Wong enjoys nothing more than sipping a good cup of Wulong and doing some healthy ‘detective’ work on the internet (AKA checking up on her son to see if he’s dating anybody yet).But when Vera wakes up one morning to find a dead man in the middle of her tea shop, it’s going to take more than a strong Longjing to fix things. Knowing she’ll do a better job than the police possibly could – because nobody sniffs out a wrongdoing quite like a suspicious Chinese mother with time on her hands – Vera decides it’s down to her to catch the killer.Nobody spills the tea like this amateur sleuth.",39966
Bright Young Women,ISBN not found,Jessica Knoll,"Thriller, Fiction, Historical Fiction, Mystery, Mystery Thriller, Audiobook, Crime",4.03,"89,014","11,506",384,Hardcover,"First published September 19, 2023","An extraordinary novel inspired by the real-life sorority targeted by America's first celebrity serial killer in his final murderous spree.January 1978. A serial killer has terrorized women across the Pacific Northwest, but his existence couldn’t be further from the minds of the vibrant young women at the top sorority on Florida State University’s campus in Tallahassee. Tonight is a night of promise, excitement, and desire, but Pamela Schumacher, president of the sorority, makes the unpopular decision to stay home—a decision that unwittingly saves her life. Startled awake at 3 a.m. by a strange sound, she makes the fateful decision to investigate. What she finds behind the door is a scene of implausible violence—two of her sisters dead; two others, maimed. Over the next few days, Pamela is thrust into a terrifying mystery inspired by the crime that’s captivated public interest for more than four decades.On the other side of the country, Tina Cannon has found peace in Seattle after years of hardship. A chance encounter brings twenty-five-year-old Ruth Wachowsky into her life, a young woman with painful secrets of her own, and the two form an instant connection. When Ruth goes missing from Lake Sammamish State Park in broad daylight, surrounded by thousands of beachgoers on a beautiful summer day, Tina devotes herself to finding out what happened to her. When she hears about the tragedy in Tallahassee, she knows it’s the man the papers refer to as the All-American Sex Killer. Determined to make him answer for what he did to Ruth, she travels to Florida on a collision course with Pamela—and one last impending tragedy.Bright Young Women is the story about two women from opposite sides of the country who become sisters in their fervent pursuit of the truth. It proposes a new narrative inspired by evidence that’s been glossed over for decades in favor of more salable headlines—that the so-called brilliant and charismatic serial killer from Seattle was far more average than the countless books, movies, and primetime specials have led us to believe, and that it was the women whose lives he cut short who were the exceptional ones.",34352
All the Dangerous Things,ISBN not found,Stacy Willingham,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Suspense, Adult",4.08,"171,766","18,113",326,Hardcover,"First published January 10, 2023","One year ago, Isabelle Drake's life changed forever: her toddler son, Mason, was taken out of his crib in the middle of the night while she and her husband were asleep in the next room. With little evidence and few leads for the police to chase, the case quickly went cold. However, Isabelle cannot rest until Mason is returned to her—literally.Except for the occasional catnap or small blackout where she loses track of time, she hasn’t slept in a year.Isabelle's entire existence now revolves around finding him, but she knows she can’t go on this way forever. In hopes of jarring loose a new witness or buried clue, she agrees to be interviewed by a true-crime podcaster—but his interest in Isabelle's past makes her nervous. His incessant questioning paired with her severe insomnia has brought up uncomfortable memories from her own childhood, making Isabelle start to doubt her recollection of the night of Mason’s disappearance, as well as second-guess who she can trust... including herself. But she is determined to figure out the truth no matter where it leads.",31428
Homecoming,ISBN not found,Kate Morton,"Historical Fiction, Mystery, Fiction, Mystery Thriller, Thriller, Historical, Australia",4.08,"69,746","8,299",547,Hardcover,"First published April 4, 2023","Adelaide Hills, Christmas Eve, 1959: At the end of a scorching hot day, beside a creek on the grounds of the grand and mysterious mansion, a local delivery man makes a terrible discovery. A police investigation is called and the small town of Tambilla becomes embroiled in one of the most shocking and perplexing murder cases in the history of South Australia.Sixty years later, Jess is a journalist in search of a story. Having lived and worked in London for almost twenty years, she now finds herself laid off from her full-time job and struggling to make ends meet. A phone call out of nowhere summons her back to Sydney, where her beloved grandmother, Nora, who raised Jess when her mother could not, has suffered a fall and been raced to the hospital.Nora has always been a vibrant and strong presence: decisive, encouraging, young despite her years. When Jess visits her in the hospital, she is alarmed to find her grandmother frail and confused. It’s even more alarming to hear from Nora's housekeeper that Nora had been distracted in the weeks before her accident and had fallen on the steps to the attic—the one place Jess was forbidden from playing in when she was small.At loose ends in Nora's house, Jess does some digging of her own. In Nora's bedroom, she discovers a true crime book, chronicling the police investigation into a long-buried tragedy: the Turner Family Tragedy of Christmas Eve, 1959. It is only when Jess skims through the book that she finds a shocking connection between her own family and this once-infamous crime—a crime that has never been resolved satisfactorily. And for a journalist without a story, a cold case might be the best distraction she can find…An epic novel that spans generations, Homecoming asks what we would do for those we love, and how we protect the lies we tell. It explores the power of motherhood, the corrosive effects of tightly held secrets, and the healing nature of truth. Above all, it is a beguiling and immensely satisfying novel from one of the finest writers working today.",27135
I Have Some Questions for You,ISBN not found,Rebecca Makkai,"Fiction, Mystery, Audiobook, Thriller, Mystery Thriller, Contemporary, Crime",3.62,"102,562","12,796",438,Hardcover,"First published February 21, 2023","A successful film professor and podcaster, Bodie Kane is content to forget her past—the family tragedy that marred her adolescence, her four largely miserable years at a New Hampshire boarding school, and the murder of her former roommate, Thalia Keith, in the spring of their senior year. Though the circumstances surrounding Thalia's death and the conviction of the school's athletic trainer, Omar Evans, are hotly debated online, Bodie prefers—needs—to let sleeping dogs lie.But when the Granby School invites her back to teach a course, Bodie is inexorably drawn to the case and its increasingly apparent ﬂaws. In their rush to convict Omar, did the school and the police overlook other suspects? Is the real killer still out there? As she falls down the very rabbit hole she was so determined to avoid, Bodie begins to wonder if she wasn't as much of an outsider at Granby as she'd thought—if, perhaps, back in 1995, she knew something that might have held the key to solving the case.",24636
All the Sinners Bleed,ISBN not found,S.A. Cosby,"Mystery, Fiction, Thriller, Mystery Thriller, Crime, Audiobook, Suspense",4.26,"50,750","6,618",341,Hardcover,"First published June 6, 2023","A Black sheriff. A serial killer. A small town ready to combust.Titus Crown is the first Black sheriff in the history of Charon County, Virginia. In recent decades, Charon has had only two murders. After years of working as an FBI agent, Titus knows better than anyone that while his hometown might seem like a land of moonshine, cornbread, and honeysuckle, secrets always fester under the surface.Then a year to the day after Titus’s election, a school teacher is killed by a former student and the student is fatally shot by Titus’s deputies. Those festering secrets are now out in the open and ready to tear the town apart.As Titus investigates the shootings, he unearths terrible crimes and a serial killer who has been hiding in plain sight, haunting the dirt lanes and woodland clearings of Charon. With the killer’s possible connections to a local church and the town’s harrowing history weighing on him, Titus projects confidence about closing the case while concealing a painful secret from his own past. At the same time, he also has to contend with a far-right group that wants to hold a parade in celebration of the town’s Confederate history.Powerful and unforgettable, All the Sinners Bleed confirms S. A. Cosby as “one of the most muscular, distinctive, grab-you-by-both-ears voices in American crime fiction” (The Washington Post).",20704
The River We Remember,ISBN not found,William Kent Krueger,"Historical Fiction, Mystery, Fiction, Audiobook, Thriller, Mystery Thriller, Historical",4.32,"47,200","5,576",421,Hardcover,"First published September 5, 2023","On Memorial Day in Jewel, Minnesota, the body of wealthy landowner Jimmy Quinn is found floating in the Alabaster River, dead from a shotgun blast. The investigation falls to Sheriff Brody Dern, a highly decorated war hero who still carries the physical and emotional scars from his military service. Even before Dern has the results of the autopsy, vicious rumors begin to circulate that the killer must be Noah Bluestone, a Native American WWII veteran who has recently returned to Jewel with a Japanese wife. As suspicions and accusations mount and the town teeters on the edge of more violence, Dern struggles not only to find the truth of Quinn’s murder but also put to rest the demons from his own past.Caught up in the torrent of anger that sweeps through Jewel are a war widow and her adolescent son, the intrepid publisher of the local newspaper, an aging deputy, and a crusading female lawyer, all of whom struggle with their own tragic histories and harbor secrets that Quinn’s death threatens to expose.",9182
What Lies in the Woods,ISBN not found,Kate Alice Marshall,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Horror, Adult",3.97,"116,369","13,128",322,Hardcover,"First published January 17, 2023","Naomi Shaw used to believe in magic. Twenty-two years ago, she and her two best friends, Cassidy and Olivia, spent the summer roaming the woods, imagining a world of ceremony and wonder. They called it the Goddess Game. The summer ended suddenly when Naomi was attacked. Miraculously, she survived her seventeen stab wounds and lived to identify the man who had hurt her. The girls’ testimony put away a serial killer, wanted for murdering six women. They were heroes.For decades afterward, the friends have kept a secret worth killing for. But now Olivia wants to tell, and Naomi sets out to find out what really happened in the woods―no matter how dangerous the truth turns out to be.",8928
The Villa,ISBN not found,Rachel Hawkins,"Mystery, Thriller, Fiction, Audiobook, Mystery Thriller, Suspense, Adult",3.64,"96,357","11,668",279,Hardcover,"First published January 3, 2023","From New York Times bestselling author Rachel Hawkins comes a deliciously wicked gothic suspense, set at an Italian villa with a dark history, for fans of Lucy Foley and Ruth Ware.As kids, Emily and Chess were inseparable. But by their 30s, their bond has been strained by the demands of their adult lives. So when Chess suggests a girls trip to Italy, Emily jumps at the chance to reconnect with her best friend.Villa Aestas in Orvieto is a high-end holiday home now, but in 1974, it was known as Villa Rosato, and rented for the summer by a notorious rock star, Noel Gordon. In an attempt to reignite his creative spark, Noel invites up-and-coming musician, Pierce Sheldon to join him, as well as Pierce’s girlfriend, Mari, and her stepsister, Lara. But he also sets in motion a chain of events that leads to Mari writing one of the greatest horror novels of all time, Lara composing a platinum album––and ends in Pierce’s brutal murder.As Emily digs into the villa’s complicated history, she begins to think there might be more to the story of that fateful summer in 1974. That perhaps Pierce’s murder wasn’t just a tale of sex, drugs, and rock & roll gone wrong, but that something more sinister might have occurred––and that there might be clues hidden in the now-iconic works that Mari and Lara left behind.Yet the closer that Emily gets to the truth, the more tension she feels developing between her and Chess. As secrets from the past come to light, equally dangerous betrayals from the present also emerge––and it begins to look like the villa will claim another victim before the summer ends.",7788
After That Night,ISBN not found,Karin Slaughter,"Thriller, Mystery, Fiction, Crime, Mystery Thriller, Audiobook, Suspense",4.30,"39,764","3,483",432,Hardcover,"First published August 22, 2023","After that night, nothing was ever the same againFifteen years ago, Sara Linton's life changed forever when a celebratory night out ended in a violent attack that tore her world apart. Since then, Sara has remade her life. A successful doctor, engaged to a man she loves, she has finally managed to leave the past behind her.Until one evening, on call in the ER, everything changes. Sara battles to save a broken young woman who's been brutally attacked. But as the investigation progresses, led by GBI Special Agent Will Trent, it becomes clear that Dani Cooper's assault is uncannily linked to Sara's. And it seems the past isn't going to stay buried forever.",6741
The Coworker,ISBN not found,Freida McFadden,"Thriller, Mystery, Audiobook, Mystery Thriller, Fiction, Suspense, Psychological Thriller",3.82,"202,486","16,403",362,Paperback,"First published August 23, 2023","Two women. An office filled with secrets. One terrible crime that can't be taken backDawn Schiff is strange. At least, everyone thinks so at Vixed, the nutritional supplement company where Dawn works as an accountant. She never says the right thing. She has no friends. And she is always at her desk at precisely 8:45 a.m.So when Dawn doesn't show up to the office one morning, her coworker Natalie Farrell—beautiful, popular, top sales rep five years running—is surprised. Then she receives an unsettling, anonymous phone call that changes everything…It turns out Dawn wasn't just an awkward outsider—she was being targeted by someone close. And now Natalie is irrevocably tied to Dawn as she finds herself caught in a twisted game of cat and mouse that leaves her wondering: who's the real victim?<But one thing is incredibly clear: somebody hated Dawn Schiff. Enough to kill.",6373
Happiness Falls,ISBN not found,Angie  Kim,"Mystery, Fiction, Mystery Thriller, Thriller, Contemporary, Audiobook, Literary Fiction",3.76,"47,832","6,798",387,Hardcover,"First published August 29, 2023","When a father goes missing, his family's desperate search leads them to question everything they know about him and one another--both a riveting page-turner and a deeply moving portrait of a family in crisis from the award-winning author of Miracle Creek.""We didn't call the police right away."" Those are the first words of this extraordinary novel about a biracial Korean-American family in Virginia whose lives are upended when their beloved father and husband goes missing.Mia, the irreverent, hyperanalytical twenty-year-old daughter, has an explanation for everything--which is why she isn't initially concerned when her father and younger brother Eugene don't return from a walk in a nearby park. They must have lost their phone. Or stopped for an errand somewhere. But by the time Mia's brother runs through the front door bloody and alone, it becomes clear that the father in this tight-knit family is missing and the only witness is Eugene, who has the rare genetic condition Angelman syndrome and cannot speak.What follows is both a ticking-clock investigation into the whereabouts of a father and an emotionally rich portrait of a family whose most personal secrets just may be at the heart of his disappearance. Full of shocking twists and fascinating questions of love, language, race, and human connection, Happiness Falls is a mystery, a family drama, and a novel of profound philosophical inquiry. With all the powerful storytelling she brought to her award-winning debut Miracle Creek, Angie Kim turns the missing person story into something wholly original, creating an indelible tale of a family who must go to remarkable lengths to truly understand one another.",5471
Good Bad Girl,ISBN not found,Alice Feeney,"Thriller, Mystery, Mystery Thriller, Audiobook, Fiction, Suspense, Adult",3.66,"47,354","6,245",306,Hardcover,"First published August 29, 2023","Sometimes bad things happen to good people, so good people have to do bad things. Alice Feeney, returns with another thrilling mystery filled with drama and her trademark surprises.Twenty years after a baby is stolen from a stroller, a woman is murdered in a care home. The two crimes are somehow linked, and a good bad girl may be the key to discovering the truth.Edith may have been tricked into a nursing home, but at eighty-years-young, she’s planning her escape. Patience works there, cleaning messes and bonding with Edith, a kindred spirit. But Patience is lying to Edith about almost everything.Edith’s own daughter, Clio, won’t speak to her. And someone new is about to knock on Clio’s door…and their intentions aren’t good.With every reason to distrust each other, the women must solve a mystery with three suspects, two murders, and one victim. If they do, they might just find out what happened to the baby who disappeared, the mother who lost her, and the connections that bind them.In the style of Daisy Darker and Rock Paper Scissors, Good Bad Girl is a thriller in which nobody can be trusted and the twists come fast and furious.",5323
Don't Let Her Stay,ISBN not found,Nicola Sanders,"Thriller, Mystery Thriller, Mystery, Audiobook, Fiction, Horror, Suspense",3.97,"131,589","10,340",283,Kindle,"First published February 9, 2023","Someone inside your house wants you dead, but no one believes you…Joanne knows how lucky she is. Richard is a wonderful husband, Evie is the most gorgeous baby girl, they live in a beautiful house… Life couldn’t be better.Until Richard’s twenty-year-old daughter Chloe turns up. Chloe hasn’t spoken to her father since the day he married Joanne two years ago. But Chloe wants to make peace. She’ll even move in for a few weeks to help Joanne with the new baby.It sounds perfect, but when things happen that make Joanne feel like she’s losing her mind, she begins to wonder: Is Chloe really here to help? Or has Joanne made a terrible mistake by letting her move in?And is it too late to ask her to leave?Perfect for fans of Frieda McFadden, Sue Watson and Shalini Boland, Don’t Let Her Stay is a totally addictive psychological thriller with a twist that will shock you!",4099
The Leftover Woman,ISBN not found,Jean Kwok,"Fiction, Mystery, Thriller, Contemporary, Mystery Thriller, Historical Fiction, Audiobook",3.78,"19,359","2,302",288,Hardcover,"First published October 10, 2023","An evocative family drama and a riveting mystery about the ferocious pull of motherhood for two very different women--from the New York Times bestselling author of Searching for Sylvie Lee and Girl in Translation. Jasmine Yang arrives in New York City from her rural Chinese village without money or family support, fleeing a controlling husband, on a desperate search for the daughter who was taken from her at birth--another female casualty of China's controversial One Child Policy. But with her husband on her trail, the clock is ticking, and she's forced to make increasingly desperate decisions if she ever hopes to be reunited with her daughter. Meanwhile, publishing executive Rebecca Whitney seems to have it all: a prestigious family name and the wealth that comes with it, a high-powered career, a beautiful home, a handsome husband, and an adopted Chinese daughter she adores. She's even hired a Chinese nanny to help her balance the demands of being a working wife and mother. But when an industry scandal threatens to jeopardize not only Rebecca's job but her marriage, this perfect world begins to crumble and her role in her own family is called into question. The Leftover Woman finds these two unforgettable women on a shocking collision course. Twisting and suspenseful and surprisingly poignant, it's a profound exploration of identity and belonging, motherhood and family. It is a story of two women in a divided city--separated by severe economic and cultural differences yet bound by a deep emotional connection to a child.",3378
The Maid's Diary,ISBN not found,Loreth Anne White,"Thriller, Mystery, Mystery Thriller, Fiction, Suspense, Audiobook, Crime",4.24,"64,350","4,871",369,Kindle,"First published March 1, 2023","Kit Darling is a maid with a snooping problem. She’s the “invisible girl,” compelled to poke into her wealthy clients’ closely guarded lives. It’s a harmless hobby until Kit sees something she can’t unsee in the home of her brand-new clients: a secret so dark it could destroy the privileged couple expecting their first child. This makes Kit dangerous to the couple. In turn, it makes the couple—who might kill to keep their secret—dangerous to Kit.When homicide cop Mallory Van Alst is called to a scene at a luxury waterfront home known as the Glass House, she’s confronted with evidence of a violent attack so bloody it’s improbable the victim is alive. But there’s no body. The homeowners are gone. And their maid is missing. The only witness is the elderly woman next door, who woke to screams in the night. The neighbor was also the last person to see Kit Darling alive.As Mal begins to uncover the secret that has sent the lives of everyone involved on a devious and inescapable collision course, she realizes that nothing is quite as it seems. And no one escapes their past.",2982
