title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
Every Last Secret,ISBN not found,A.R. Torre,"['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction', 'Suspense', 'Audiobook', 'Contemporary']",3.97,108236,7490,301,Paperback,"First published December 1, 2020","Welcome to the neighborhood. Watch your husband, watch your friends, and watch your back.Cat Winthorpe has worked hard to get what she has: a gorgeous home; social standing; and William, her successful, handsome husband. Then a friendly new couple moves into the estate next door. While cautious, a good neighbor like Cat greets them with open arms and warm hospitality.Neena Ryder isn’t a fellow lady of leisure. A life coach with off-the-rack dresses, personal issues, and a husband who hasn’t delivered, she’s anxious to move up in the world. This beautiful new town is a step in the right direction. It’s also making Neena aware of what she doesn’t have. Namely, William. When Neena’s infatuation escalates into obsession, it’s just a matter of eliminating a few obstacles to get the life she wants. The life next door.As Neena’s secret fixation grows, so does her friendship with Cat. But beneath their cordial interactions is a wealth of temptations, secrets, and toxic jealousy. For both women, the desire for a perfect life can turn perfectly dangerous.",3004
All Her Little Secrets,ISBN not found,Wanda M. Morris,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Adult', 'Suspense']",3.69,18984,2528,384,Hardcover,"First published November 2, 2021","In this fast-paced thriller, Wanda M. Morris crafts a twisty mystery about a black lawyer who gets in over her head after the sudden death of her boss. A debut perfect for fans of Attica Locke, Alyssa Cole, Harlan Coben, and Celeste Ng, with shades of How to Get Away with Murder and John Grisham’s The Firm.
Everyone has something to hide...
Ellice Littlejohn seemingly has it all: an Ivy League law degree, a well-paying job as a corporate attorney in midtown Atlanta, great friends, and a “for fun” relationship with a rich, charming executive—her white boss, Michael.But everything changes one cold January morning when Ellice goes to meet Michael… and finds him dead with a gunshot to his head.And then she walks away like nothing has happened. Why? Ellice has been keeping a cache of dark secrets, including a small-town past and a kid brother who’s spent time on the other side of the law. She can’t be thrust into the spotlight—again.But instead of grieving this tragedy, people are gossiping, the police are getting suspicious, and Ellice, the company’s lone black attorney, is promoted to replace Michael. While the opportunity is a dream-come-true, Ellice just can’t shake the feeling that something is off.When she uncovers shady dealings inside the company, Ellice is trapped in an impossible ethical and moral dilemma. Suddenly, Ellice’s past and present lives collide as she launches into a pulse-pounding race to protect the brother she tried to save years ago and stop a conspiracy far more sinister than she could have ever imagined…",1883
Malibu Rising,here,Taylor Jenkins Reid,"['Fiction', 'Historical Fiction', 'Contemporary', 'Romance', 'Audiobook', 'Adult', 'Historical']",4.04,1020562,94987,369,Hardcover,"First published May 27, 2021","An alternate cover edition for this ISBN can be found here.Four famous siblings throw an epic party to celebrate the end of the summer. But over the course of twenty-four hours, their lives will change forever. Malibu: August 1983. It’s the day of Nina Riva’s annual end-of-summer party, and anticipation is at a fever pitch. Everyone wants to be around the famous Rivas: Nina, the talented surfer and supermodel; brothers Jay and Hud, one a championship surfer, the other a renowned photographer; and their adored baby sister, Kit. Together, the siblings are a source of fascination in Malibu and the world over—especially as the offspring of the legendary singer Mick Riva.The only person not looking forward to the party of the year is Nina herself, who never wanted to be the center of attention, and who has also just been very publicly abandoned by her pro tennis player husband. Oh, and maybe Hud—because it is long past time to confess something to the brother from whom he’s been inseparable since birth.Jay, on the other hand, is counting the minutes until nightfall, when the girl he can’t stop thinking about promised she’ll be there.And Kit has a couple secrets of her own—including a guest she invited without consulting anyone.By midnight the party will be completely out of control. By morning, the Riva mansion will have gone up in flames. But before that first spark in the early hours before dawn, the alcohol will flow, the music will play, and the loves and secrets that shaped this family’s generations will all come rising to the surface.Malibu Rising is a story about one unforgettable night in the life of a family: the night they each have to choose what they will keep from the people who made them . . . and what they will leave behind.",104854
The Four Winds,here,Kristin Hannah,"['Historical Fiction', 'Fiction', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction', 'Book Club']",4.30,671637,62353,454,Hardcover,"First published February 2, 2021","An alternative cover edition for this ISBN can be found here.From the number-one bestselling author of The Nightingale and The Great Alone comes a powerful American epic about love and heroism and hope, set during the Great Depression: a time when the country was in crisis, when millions were out of work and even the land seemed to have turned against them.
My land tells its story if you listen. The story of our family.
Texas, 1921. A time of abundance. The Great War is over, the bounty of the land is plentiful, and America is on the brink of a new and optimistic era. But for Elsa Wolcott, deemed too old to marry in a time when marriage was a woman’s only option, the future seems bleak. Until the night she meets Rafe Martinelli and decides to change the direction of her life. With her reputation in ruin, there is only one respectable choice: marriage to a man she barely knows.By 1934, the world has changed: Millions are out of work, and drought has devastated the Great Plains. Farmers are fighting to keep their land and their livelihoods as crops fail and water dries up and the earth cracks open. Dust storms roll relentlessly across the plains. Everything on the Martinelli farm is dying, including Elsa’s tenuous marriage; each day is a desperate battle against nature and a fight to keep her children alive.In this uncertain and perilous time, Elsa―like so many of her neighbors―must make an agonizing choice: Fight for the land she loves or leave it behind and go west, to California, in search of a better life for her family.The Four Winds is a rich, sweeping novel that stunningly brings to life the Great Depression and the people who lived through it―the harsh realities that divided a nation and the enduring battle between the haves and the have-nots. A testament to hope, resilience, and the strength of the human spirit to survive adversity, The Four Winds is an indelible portrait of America and the American Dream, as seen through the eyes of one indomitable woman whose courage and sacrifice will come to define a generation.",77546
The Lost Apothecary,ISBN not found,Sarah Penner,"['Historical Fiction', 'Fiction', 'Mystery', 'Fantasy', 'Historical', 'Audiobook', 'Adult']",3.75,370337,38057,301,Hardcover,"First published March 2, 2021","A female apothecary secretly dispenses poisons to liberate women from the men who have wronged them - setting three lives across centuries on a dangerous collision course.Rule #1: The poison must never be used to harm another woman.Rule #2: The names of the murderer and her victim must be recorded in the apothecary’s register.One cold February evening in 1791, at the back of a dark London alley in a hidden apothecary shop, Nella awaits her newest customer. Once a respected healer, Nella now uses her knowledge for a darker purpose - selling well-disguised poisons to desperate women who would kill to be free of the men in their lives. But when her new patron turns out to be a precocious twelve-year-old named Eliza Fanning, an unexpected friendship sets in motion a string of events that jeopardizes Nella’s world and threatens to expose the many women whose names are written in her register.In present-day London, aspiring historian Caroline Parcewell spends her tenth wedding anniversary alone, reeling from the discovery of her husband’s infidelity. When she finds an old apothecary vial near the river Thames, she can’t resist investigating, only to realize she’s found a link to the unsolved “apothecary murders” that haunted London over two centuries ago. As she deepens her search, Caroline’s life collides with Nella’s and Eliza’s in a stunning twist of fate - and not everyone will survive.",51959
The Rose Code,ISBN not found,Kate Quinn,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Mystery', 'War']",4.45,252494,22483,624,Hardcover,"First published March 9, 2021","1940. As England prepares to fight the Nazis, three very different women answer the call to mysterious country estate Bletchley Park, where the best minds in Britain train to break German military codes.Vivacious debutante Osla is the girl who has everything—beauty, wealth, and the dashing Prince Philip of Greece sending her roses—but she burns to prove herself as more than a society girl, and puts her fluent German to use as a translator of decoded enemy secrets. Imperious self-made Mab, product of East-End London poverty, works the legendary code-breaking machines as she conceals old wounds and looks for a socially advantageous husband.Both Osla and Mab are quick to see the potential in local village spinster Beth, whose shyness conceals a brilliant facility with puzzles, and soon Beth spreads her wings as one of the Park’s few female cryptanalysts. But war, loss, and the impossible pressure of secrecy will tear the three apart.1947. As the royal wedding of Princess Elizabeth and Prince Philip whips postwar Britain into a fever, three friends-turned-enemies are reunited by a mysterious encrypted letter—the key to which lies buried in the long-ago betrayal that destroyed their friendship and left one of them confined to an asylum. A mysterious traitor has emerged from the shadows of their Bletchley Park past, and now Osla, Mab, and Beth must resurrect their old alliance and crack one last code together. But each petal they remove from the rose code brings danger—and their true enemy—closer...",32804
The Lincoln Highway,ISBN not found,Amor Towles,"['Fiction', 'Historical Fiction', 'Audiobook', 'Historical', 'Literary Fiction', 'Adventure', 'Book Club']",4.23,259578,27384,576,Hardcover,"First published October 5, 2021","The bestselling author of A Gentleman in Moscow and Rules of Civility and master of absorbing, sophisticated fiction returns with a stylish and propulsive novel set in 1950s AmericaIn June, 1954, eighteen-year-old Emmett Watson is driven home to Nebraska by the warden of the work farm where he has just served a year for involuntary manslaughter. His mother long gone, his father recently deceased, and the family farm foreclosed upon by the bank, Emmett’s intention is to pick up his eight-year-old brother and head west where they can start their lives anew. But when the warden drives away, Emmett discovers that two friends from the work farm have hidden themselves in the trunk of the warden’s car. Together, they have hatched an altogether different plan for Emmett’s future.Spanning just ten days and told from multiple points of view, Towles’s third novel will satisfy fans of his multi-layered literary styling while providing them an array of new and richly imagined settings, characters, and themes.",22834
The Paris Library,ISBN not found,Janet Skeslien Charles,"['Historical Fiction', 'Fiction', 'Historical', 'World War II', 'Books About Books', 'France', 'Audiobook']",4.07,122893,12465,368,Hardcover,"First published February 9, 2021","Based on the true World War II story of the heroic librarians at the American Library in Paris, this is an unforgettable story of romance, friendship, family, and the power of literature to bring us together, perfect for fans of The Lilac Girls and The Paris Wife. Paris, 1939: Young and ambitious Odile Souchet has it all: her handsome police officer beau and a dream job at the American Library in Paris. When the Nazis march into Paris, Odile stands to lose everything she holds dear, including her beloved library. Together with her fellow librarians, Odile joins the Resistance with the best weapons she has: books. But when the war finally ends, instead of freedom, Odile tastes the bitter sting of unspeakable betrayal. Montana, 1983: Lily is a lonely teenager looking for adventure in small-town Montana. Her interest is piqued by her solitary, elderly neighbor. As Lily uncovers more about her neighbor’s mysterious past, she finds that they share a love of language, the same longings, and the same intense jealousy, never suspecting that a dark secret from the past connects them. A powerful novel that explores the consequences of our choices and the relationships that make us who we are—family, friends, and favorite authors—The Paris Library shows that extraordinary heroism can sometimes be found in the quietest of places.",19722
The Dictionary of Lost Words,ISBN not found,Pip Williams,"['Historical Fiction', 'Fiction', 'Historical', 'Books About Books', 'Audiobook', 'Feminism', 'Book Club']",4.03,141645,16485,376,Hardcover,"First published March 31, 2020","Esme is born into a world of words. Motherless and irrepressibly curious, she spends her childhood in the ""Scriptorium,"" a garden shed in Oxford where her father and a team of dedicated lexicographers are collecting words for the very first Oxford English Dictionary. Young Esme's place is beneath the sorting table, unseen and unheard. One day a slip of paper containing the word ""bondmaid"" flutters to the floor. She rescues the slip, and when she learns that the word means slave-girl, she withholds it from the OED and begins to collect words that show women in a more positive light.As she grows up, Esme realizes that words and meanings relating to women's and common folks' experiences often go unrecorded. And so she begins in earnest to search out words for her own dictionary: The Dictionary of Lost Words. To do so she must leave the sheltered world of the university and venture out to meet the people whose words will fill those pages.Set during the height of the women's suffrage movement with the Great War looming, The Dictionary of Lost Words reveals a lost narrative, hidden between the lines of a history written by men. Based on actual events and combed from author Pip Williams's experience delving into the archives of the Oxford English Dictionary, this highly original novel is a delightful, lyrical, and deeply thought-provoking celebration of words and the power of language to shape the world.",18609
Hour of the Witch,ISBN not found,Chris Bohjalian,"['Historical Fiction', 'Fiction', 'Historical', 'Witches', 'Thriller', 'Mystery', 'Audiobook']",3.85,43919,5429,406,Hardcover,"First published May 4, 2021","A young Puritan woman--faithful, resourceful, but afraid of the demons that dog her soul--plots her escape from a violent marriage in this riveting and propulsive historical thriller from the #1 New York Times bestselling author of The Flight Attendant.Boston, 1662. Mary Deerfield is twenty-four years old. Her skin is porcelain, her eyes delft blue, and in England she might have had many suitors. But here in the New World, amid this community of saints, Mary is the second wife of Thomas Deerfield, a man as cruel as he is powerful. When Thomas, prone to drunken rage, drives a three-tined fork into the back of Mary's hand, she resolves that she must divorce him to save her life. But in a world where every neighbor is watching for signs of the devil, a woman like Mary--a woman who harbors secret desires and finds it difficult to tolerate the brazen hypocrisy of so many men in the colony--soon finds herself the object of suspicion and rumor. When tainted objects are discovered buried in Mary's garden, when a boy she has treated with herbs and simples dies, and when their servant girl runs screaming in fright from her home, Mary must fight to not only escape her marriage, but also the gallows. A twisting, tightly plotted thriller from one of our greatest storytellers, Hour of the Witch is a timely and terrifying novel of socially sanctioned brutality and the original American witch hunt.",16726
The Personal Librarian,ISBN not found,Marie Benedict,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Books About Books', 'Adult', 'Book Club']",4.06,168482,15830,341,Hardcover,"First published June 29, 2021","This is a previously-published edition of ISBN 9780593101537.The remarkable, little-known story of Belle da Costa Greene, J. P. Morgan's personal librarian—who became one of the most powerful women in New York despite the dangerous secret she kept in order to make her dreams come true, from New York Times bestselling author Marie Benedict and acclaimed author Victoria Christopher Murray. In her twenties, Belle da Costa Greene is hired by J. P. Morgan to curate a collection of rare manuscripts, books, and artwork for his newly built Pierpont Morgan Library. Belle becomes a fixture on the New York society scene and one of the most powerful people in the art and book world, known for her impeccable taste and shrewd negotiating for critical works as she helps build a world-class collection.But Belle has a secret, one she must protect at all costs. She was born not Belle da Costa Greene but Belle Marion Greener. She is the daughter of Richard Greener, the first Black graduate of Harvard and a well-known advocate for equality. Belle's complexion isn't dark because of her alleged Portuguese heritage that lets her pass as white—her complexion is dark because she is African American.The Personal Librarian tells the story of an extraordinary woman, famous for her intellect, style, and wit, and shares the lengths to which she must go—for the protection of her family and her legacy—to preserve her carefully crafted white identity in the racist world in which she lives.",16127
Yellow Wife,ISBN not found,Sadeqa Johnson,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Adult', 'Race', 'African American']",4.42,59702,7026,278,Hardcover,"First published January 12, 2021","In the tradition of Wench and Twelve Years a Slave, this harrowing story follows an enslaved woman forced to barter love and freedom while living in the most infamous slave jail in Virginia.Born on a plantation in Charles City, Virginia, Pheby Brown was promised her freedom on her eighteenth birthday. But when her birthday finally comes around, instead of the idyllic life she was hoping for with her true love, she finds herself thrust into the bowels of slavery at the infamous Devil’s Half-Acre, a jail where slaves are broken, tortured, and sold every day. Forced to become the mistress of the brutal man who owns the jail, Pheby faces the ultimate sacrifice to protect her heart in this powerful, thrilling story of one slave’s fight for freedom.",12518
The Prophets,here,Robert Jones Jr.,"['Historical Fiction', 'Fiction', 'LGBT', 'Queer', 'Historical', 'Literary Fiction', 'Romance']",3.92,20345,3558,388,Hardcover,"First published January 5, 2021","An alternative cover edition for this ISBN can be found here.A singular and stunning debut novel about the forbidden union between two enslaved young men on a Deep South plantation, the refuge they find in each other, and a betrayal that threatens their existence.Isaiah was Samuel’s and Samuel was Isaiah’s. That was the way it was since the beginning, and the way it was to be until the end. In the barn they tended to the animals, but also to each other, transforming the hollowed-out shed into a place of human refuge, a source of intimacy and hope in a world ruled by vicious masters. But when an older man—a fellow slave—seeks to gain favor by preaching the master’s gospel on the plantation, the enslaved begin to turn on their own. Isaiah and Samuel’s love, which was once so simple, is seen as sinful and a clear danger to the plantation’s harmony.With a lyricism reminiscent of Toni Morrison, Robert Jones, Jr. fiercely summons the voices of slaver and the enslaved alike to tell the story of these two men; from Amos the preacher to the calculating slave-master himself to the long line of women that surround them, women who have carried the soul of the plantation on their shoulders. As tensions build and the weight of centuries—of ancestors and future generations to come—culminate in a climactic reckoning, The Prophets masterfully reveals the pain and suffering of inheritance, but is also shot through with hope, beauty, and truth, portraying the enormous, heroic power of love.",4456
Of Women and Salt,ISBN not found,Gabriela  Garcia,"['Fiction', 'Historical Fiction', 'Audiobook', 'Contemporary', 'Literary Fiction', 'Historical', 'Adult']",3.70,43133,4937,207,Hardcover,"First published March 30, 2021","In present-day Miami, Jeanette is battling addiction. Daughter of Carmen, a Cuban immigrant, she is determined to learn more about her family history from her reticent mother and makes the snap decision to take in the daughter of a neighbor detained by ICE. Carmen, still wrestling with the trauma of displacement, must process her difficult relationship with her own mother while trying to raise a wayward Jeanette. Steadfast in her quest for understanding, Jeanette travels to Cuba to see her grandmother and reckon with secrets from the past destined to erupt.From 19th-century cigar factories to present-day detention centers, from Cuba to Mexico, Gabriela Garcia's Of Women and Salt is a kaleidoscopic portrait of betrayals—personal and political, self-inflicted and those done by others—that have shaped the lives of these extraordinary women. A haunting meditation on the choices of mothers, the legacy of the memories they carry, and the tenacity of women who choose to tell their stories despite those who wish to silence them, this is more than a diaspora story; it is a story of America’s most tangled, honest, human roots.",4135
The Final Revival of Opal & Nev,ISBN not found,Dawnie Walton,"['Historical Fiction', 'Fiction', 'Music', 'Audiobook', 'Historical', 'Contemporary', 'Adult']",3.84,30642,4971,368,Hardcover,"First published March 30, 2021","An electrifying novel about the meteoric rise of an iconic interracial rock duo in the 1970s, their sensational breakup, and the dark secrets unearthed when they try to reunite decades later for one last tour.Opal is a fiercely independent young woman pushing against the grain in her style and attitude, Afro-punk before that term existed. Coming of age in Detroit, she can’t imagine settling for a 9-to-5 job—despite her unusual looks, Opal believes she can be a star. So when the aspiring British singer/songwriter Neville Charles discovers her at a bar’s amateur night, she takes him up on his offer to make rock music together for the fledgling Rivington Records.In early seventies New York City, just as she’s finding her niche as part of a flamboyant and funky creative scene, a rival band signed to her label brandishes a Confederate flag at a promotional concert. Opal’s bold protest and the violence that ensues set off a chain of events that will not only change the lives of those she loves, but also be a deadly reminder that repercussions are always harsher for women, especially black women, who dare to speak their truth.Decades later, as Opal considers a 2016 reunion with Nev, music journalist S. Sunny Shelton seizes the chance to curate an oral history about her idols. Sunny thought she knew most of the stories leading up to the cult duo’s most politicized chapter. But as her interviews dig deeper, a nasty new allegation from an unexpected source threatens to blow up everything.Provocative and chilling, The Final Revival of Opal & Nev features a backup chorus of unforgettable voices, a heroine the likes of which we’ve not seen in storytelling, and a daring structure, and introduces a bold new voice in contemporary fiction.",3914
The Love Songs of W.E.B. Du Bois,ISBN not found,Honorée Fanonne Jeffers,"['Historical Fiction', 'Fiction', 'Literary Fiction', 'Race', 'Historical', 'Audiobook', 'African American']",4.52,33711,4983,816,Hardcover,"First published August 24, 2021","A magisterial epic—an intimate yet sweeping novel with all the luminescence and force of Homegoing; Sing, Unburied, Sing; and The Water Dancer—that chronicles the journey of one American family, from the centuries of the colonial slave trade through the Civil War to our own tumultuous era. The great scholar, W. E. B. Du Bois, once wrote about the Problem of race in America, and what he called “Double Consciousness,” a sensitivity that every African American possesses in order to survive. Since childhood, Ailey Pearl Garfield has understood Du Bois’s words all too well. Bearing the names of two formidable Black Americans—the revered choreographer Alvin Ailey and her great grandmother Pearl, the descendant of enslaved Georgians and tenant farmers—Ailey carries Du Bois’s Problem on her shoulders.Ailey is reared in the north in the City but spends summers in the small Georgia town of Chicasetta, where her mother’s family has lived since their ancestors arrived from Africa in bondage. From an early age, Ailey fights a battle for belonging that’s made all the more difficult by a hovering trauma, as well as the whispers of women—her mother, Belle, her sister, Lydia, and a maternal line reaching back two centuries—that urge Ailey to succeed in their stead.To come to terms with her own identity, Ailey embarks on a journey through her family’s past, uncovering the shocking tales of generations of ancestors—Indigenous, Black, and white—in the deep South. In doing so Ailey must learn to embrace her full heritage, a legacy of oppression and resistance, bondage and independence, cruelty and resilience that is the story—and the song—of America itself.",3639
Great Circle,here.,Maggie Shipstead,"['Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'Audiobook', 'Contemporary', 'Adventure']",4.11,67732,8471,608,Hardcover,"First published May 4, 2021","An alternate cover edition can be found here.Spanning Prohibition-era Montana, the Pacific Northwest, Alaska, New Zealand, wartime London, and modern-day Los Angeles, Great Circle tells the unforgettable story of a daredevil female aviator determined to chart her own course in life, at any cost.After being rescued as infants from a sinking ocean liner in 1914, Marian and Jamie Graves are raised by their dissolute uncle in Missoula, Montana. There--after encountering a pair of barnstorming pilots passing through town in beat-up biplanes--Marian commences her lifelong love affair with flight. At fourteen she drops out of school and finds an unexpected and dangerous patron in a wealthy bootlegger who provides a plane and subsidizes her lessons, an arrangement that will haunt her for the rest of her life, even as it allows her to fulfill her destiny: circumnavigating the globe by flying over the North and South Poles.A century later, Hadley Baxter is cast to play Marian in a film that centers on Marian's disappearance in Antarctica. Vibrant, canny, disgusted with the claustrophobia of Hollywood, Hadley is eager to redefine herself after a romantic film franchise has imprisoned her in the grip of cult celebrity. Her immersion into the character of Marian unfolds, thrillingly, alongside Marian's own story, as the two women's fates--and their hunger for self-determination in vastly different geographies and times--collide. Epic and emotional, meticulously researched and gloriously told, Great Circle is a monumental work of art, and a tremendous leap forward for the prodigiously gifted Maggie Shipstead.",3487
Eternal,ISBN not found,Lisa Scottoline,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'Romance', 'Italy', 'Audiobook']",4.29,38567,4187,480,Hardcover,"First published March 1, 2021","What war destroys, only love can heal.Elisabetta, Marco, and Sandro grow up as the best of friends despite their differences. Elisabetta is a feisty beauty who dreams of becoming a novelist; Marco the brash and athletic son in a family of professional cyclists; and Sandro a Jewish mathematics prodigy, kind-hearted and thoughtful, the son of a lawyer and a doctor. Their friendship blossoms to love, with both Sandro and Marco hoping to win Elisabetta's heart. But in the autumn of 1937, all of that begins to change as Mussolini asserts his power, aligning Italy's Fascists with Hitler's Nazis and altering the very laws that govern Rome. In time, everything that the three hold dear--their families, their homes, and their connection to one another--is tested in ways they never could have imagined.As anti-Semitism takes legal root and World War II erupts, the threesome realizes that Mussolini was only the beginning. The Nazis invade Rome, and with their occupation come new atrocities against the city's Jews, culminating in a final, horrific betrayal. Against this backdrop, the intertwined fates of Elisabetta, Marco, Sandro, and their families will be decided, in a heartbreaking story of both the best and the worst that the world has to offer.Unfolding over decades, Eternal is a tale of loyalty and loss, family and food, love and war--all set in one of the world's most beautiful cities at its darkest moment.",3112
Crossroads,ISBN not found,Jonathan Franzen,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Audiobook', 'Family']",4.06,56597,6419,592,Hardcover,"First published October 5, 2021","Jonathan Franzen's gift for wedding depth and vividness of character with breadth of social vision has never been more dazzlingly evident than in Crossroads.It's December 23, 1971, and heavy weather is forecast for Chicago. Russ Hildebrandt, the associate pastor of a liberal suburban church, is on the brink of breaking free of a marriage he finds joyless--unless his wife, Marion, who has her own secret life, beats him to it. Their eldest child, Clem, is coming home from college on fire with moral absolutism, having taken an action that will shatter his father. Clem's sister, Becky, long the social queen of her high-school class, has sharply veered into the counterculture, while their brilliant younger brother Perry, who's been selling drugs to seventh graders, has resolved to be a better person. Each of the Hildebrandts seeks a freedom that each of the others threatens to complicate.Jonathan Franzen's novels are celebrated for their unforgettably vivid characters and for their keen-eyed take on contemporary America. Now, in Crossroads, Franzen ventures back into the past and explores the history of two generations. With characteristic humor and complexity, and with even greater warmth, he conjures a world that resonates powerfully with our own.A tour de force of interwoven perspectives and sustained suspense, its action largely unfolding on a single winter day, Crossroads is the story of a Midwestern family at a pivotal moment of moral crisis. Jonathan Franzen's gift for melding the small picture and the big picture has never been more dazzlingly evident.",2861
Small Pleasures,ISBN not found,Clare Chambers,"['Fiction', 'Historical Fiction', 'Romance', 'Historical', 'Literary Fiction', 'Contemporary', 'Mystery']",3.78,54336,5327,345,Hardcover,"First published October 12, 2021","Now available in the US—the dark horse literary novel that has taken Britain by storm! In the best tradition of Tessa Hadley, Kazuo Ishiguro, and Ann Patchett—an astonishing, keenly observed period piece about an ordinary British woman in the 1950s whose dutiful life takes a sudden turn into a pitched battle between propriety and unexpected passion.A BEST BOOK OF 2020 PICK: Daily Telegraph, Sunday Times Ireland, Daily Express



1957: Jean Swinney is a feature writer on a local paper in the southeast suburbs of London. Clever but with limited career opportunities and on the brink of forty, Jean lives a dreary existence that includes caring for her demanding widowed mother, who rarely leaves the house. It’s a small life with little joy and no likelihood of escape.  That all changes when a young woman, Gretchen Tilbury, contacts the paper to claim that her daughter is the result of a virgin birth. Jean seizes onto the bizarre story and sets out to discover whether Gretchen is a miracle or a fraud. But the more Jean investigates, the more her life becomes strangely (and not unpleasantly) intertwined with that of the Tilburys, including Gretchen’s gentle and thoughtful husband Howard, who mostly believes his wife, and their quirky and charming daughter Margaret, who becomes a sort of surrogate child for Jean. Gretchen, too, becomes a much-needed friend in an otherwise empty social life.Jean cannot bring herself to discard what seems like her one chance at happiness, even as the story that she is researching starts to send dark ripples across all their lives…with unimaginable consequences.Both a mystery and a love story, Small Pleasures is a quintessentially British novel in the style of The Remains of the Day, about conflict between personal fulfilment and duty; a novel that celebrates the beauty and potential for joy in all things plain and unfashionable.",2727
West with Giraffes,ISBN not found,Lynda Rutledge,"['Historical Fiction', 'Fiction', 'Animals', 'Historical', 'Adventure', 'Book Club', 'Coming Of Age']",4.37,129231,12761,357,Hardcover,"First published February 1, 2021","An emotional, rousing novel inspired by the incredible true story of two giraffes who made headlines and won the hearts of Depression-era America.“Few true friends have I known and two were giraffes…”Woodrow Wilson Nickel, age 105, feels his life ebbing away. But when he learns giraffes are going extinct, he finds himself recalling the unforgettable experience he cannot take to his grave.It’s 1938. The Great Depression lingers. Hitler is threatening Europe, and world-weary Americans long for wonder. They find it in two giraffes who miraculously survive a hurricane while crossing the Atlantic. What follows is a twelve-day road trip in a custom truck to become Southern California’s first giraffes. Behind the wheel is the young Dust Bowl rowdy Woodrow. Inspired by true events, the tale weaves real-life figures with fictional ones, including the world’s first female zoo director, a crusty old man with a past, a young female photographer with a secret, and assorted reprobates as spotty as the giraffes.Part adventure, part historical saga, and part coming-of-age love story, West with Giraffes explores what it means to be changed by the grace of animals, the kindness of strangers, the passing of time, and a story told before it’s too late.",2670
The Sweetness of Water,ISBN not found,Nathan  Harris,"['Historical Fiction', 'Fiction', 'Historical', 'LGBT', 'Audiobook', 'Race', 'Literary Fiction']",4.16,51736,4991,368,Hardcover,"First published June 15, 2021","In the spirit of The Known World and The Underground Railroad, a profound debut about the unlikely bond between two freedmen who are brothers and the Georgia farmer whose alliance will alter their lives, and his, forever.  In the waning days of the Civil War, brothers Prentiss and Landry—freed by the Emancipation Proclamation—seek refuge on the homestead of George Walker and his wife, Isabelle. The Walkers, wracked by the loss of their only son to the war, hire the brothers to work their farm, hoping through an unexpected friendship to stanch their grief. Prentiss and Landry, meanwhile, plan to save money for the journey north and a chance to reunite with their mother, who was sold away when they were boys. Parallel to their story runs a forbidden romance between two Confederate soldiers. The young men, recently returned from the war to the town of Old Ox, hold their trysts in the woods. But when their secret is discovered, the resulting chaos unleashes convulsive repercussions on the entire community. In the aftermath of so much turmoil, it is Isabelle who emerges as an unlikely leader, proffering a healing vision for the land and for the newly free citizens of Old Ox. With candor and sympathy, debut novelist Nathan Harris creates an unforgettable cast of characters, depicting Georgia in the violent crucible of Reconstruction. Equal parts beauty and terror, as gripping as it is moving, The Sweetness of Water is an epic whose grandeur locates humanity and love amid the most harrowing circumstances.",2385
A ​Court of Silver Flames,ISBN not found,Sarah J. Maas,"['Fantasy', 'Romance', 'Fiction', 'Fantasy Romance', 'Fae', 'New Adult', 'Audiobook']",4.47,1094984,98442,757,Hardcover,"First published February 16, 2021","Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she's struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can't seem to move past the horrors of the war with Hybern and all she lost in it.The one person who ignites her temper more than any other is Cassian, the battle-scarred warrior whose position in Rhysand and Feyre's Night Court keeps him constantly in Nesta's orbit. But her temper isn't the only thing Cassian ignites. The fire between them is undeniable, and only burns hotter as they are forced into close quarters with each other.Meanwhile, the treacherous human queens who returned to the Continent during the last war have forged a dangerous new alliance, threatening the fragile peace that has settled over the realms. And the key to halting them might very well rely on Cassian and Nesta facing their haunting pasts.Against the sweeping backdrop of a world seared by war and plagued with uncertainty, Nesta and Cassian battle monsters from within and without as they search for acceptance-and healing-in each other's arms.",111498
