title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
The Invited,ISBN not found,Jennifer  McMahon,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Paranormal', 'Mystery Thriller', 'Ghosts']",3.81,31728,4313,353,Hardcover,"First published April 30, 2019","A chilling ghost story with a twist: the New York Times bestselling author of The Winter People returns to the woods of Vermont to tell the story of a husband and wife who don't simply move into a haunted house--they build one. . . .In a quest for a simpler life, Helen and Nate have abandoned the comforts of suburbia to take up residence on forty-four acres of rural land where they will begin the ultimate, aspirational do-it-yourself project: building the house of their dreams. When they discover that this beautiful property has a dark and violent past, Helen, a former history teacher, becomes consumed by the local legend of Hattie Breckenridge, a woman who lived and died there a century ago. With her passion for artifacts, Helen finds special materials to incorporate into the house--a beam from an old schoolroom, bricks from a mill, a mantel from a farmhouse--objects that draw her deeper into the story of Hattie and her descendants, three generations of Breckenridge women, each of whom died suspiciously. As the building project progresses, the house will become a place of menace and unfinished business: a new home, now haunted, that beckons its owners and their neighbors toward unimaginable danger.",12016
The Lost Causes of Bleak Creek,ISBN not found,Rhett McLaughlin,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Young Adult', 'Fantasy', 'Paranormal']",3.94,12338,1526,327,Hardcover,"First published October 29, 2019","From the authors of the #1 New York Times bestseller Rhett & Link's Book of Mythicality and creators of Good Mythical Morning, a thrilling and darkly funny novel about two best friends fighting the sinister forces at the heart of their Southern town.It’s 1992 in Bleak Creek, North Carolina—a sleepy little place with all the trappings of an ordinary Southern town: two Baptist churches, friendly smiles coupled with silent judgments, and an unquenchable appetite for pork products. Beneath the town’s cheerful façade, however, Bleak Creek teens live in constant fear of being sent to the Whitewood School, a local reformatory with a history of putting unruly youths back on the straight and narrow—a record so impeccable that almost everyone is willing to ignore the suspicious deaths that have occurred there over the past decade.At first, high school freshmen Rex McClendon and Leif Nelson believe what they’ve been told: that the students’ strange demises were all just tragic accidents, the unfortunate consequence of succumbing to vices like Marlboro Lights and Nirvana. But when the shoot for their low-budget horror masterpiece, PolterDog, goes horribly awry—and their best friend, Alicia Boykins, is sent to Whitewood as punishment—Rex and Leif are forced to question everything they know about their unassuming hometown and its cherished school for delinquents.Eager to rescue their friend, Rex and Leif pair up with recent NYU film school graduate Janine Blitstein to begin piecing together the unsettling truth of the school and its mysterious founder, Wayne Whitewood. What they find will leave them battling an evil beyond their wildest imaginations—one that will shake Bleak Creek to its core.",11966
Full Throttle,ISBN not found,Joe Hill,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Audiobook', 'Thriller', 'Anthologies']",4.00,16893,2368,480,Hardcover,"First published February 3, 2012","A little door that opens to a world of fairy tale wonders becomes the blood-drenched stomping ground for a gang of hunters in “Faun.” A grief-stricken librarian climbs behind the wheel of an antique Bookmobile to deliver fresh reads to the dead in “Late Returns.” In “By the Silver Water of Lake Champlain,” two young friends stumble on the corpse of a plesiosaur at the water’s edge, a discovery that forces them to confront the inescapable truth of their own mortality . . . and other horrors that lurk in the water’s shivery depths. And tension shimmers in the sweltering heat of the Nevada desert as a faceless trucker finds himself caught in a sinister dance with a tribe of motorcycle outlaws in “Throttle,” co-written with Stephen King.",9941
Bunny,ISBN not found,Mona Awad,"['Horror', 'Fiction', 'Contemporary', 'Thriller', 'Fantasy', 'Magical Realism', 'Adult']",3.52,192087,43714,307,Hardcover,"First published June 11, 2019","Samantha Heather Mackey couldn't be more of an outsider in her small, highly selective MFA program at New England's Warren University. A scholarship student who prefers the company of her dark imagination to that of most people, she is utterly repelled by the rest of her fiction writing cohort--a clique of unbearably twee rich girls who call each other ""Bunny,"" and seem to move and speak as one. But everything changes when Samantha receives an invitation to the Bunnies' fabled ""Smut Salon,"" and finds herself inexplicably drawn to their front door--ditching her only friend, Ava, in the process. As Samantha plunges deeper and deeper into the Bunnies' sinister yet saccharine world, beginning to take part in the ritualistic off-campus ""Workshop"" where they conjure their monstrous creations, the edges of reality begin to blur. Soon, her friendships with Ava and the Bunnies will be brought into deadly collision. The spellbinding new novel from one of our most fearless chroniclers of the female experience, Bunny is a down-the-rabbit-hole tale of loneliness and belonging, friendship and desire, and the fantastic and terrible power of the imagination.",7352
Wakenhyrst,ISBN not found,Michelle Paver,"['Horror', 'Historical Fiction', 'Gothic', 'Fiction', 'Mystery', 'Historical', 'Fantasy']",3.87,16402,1960,359,Hardcover,"First published April 4, 2019","1906: A large manor house, Wake's End, sits on the edge of a bleak Fen, just outside the town of Wakenhyrst. It is the home of Edmund Stearn and his family – a historian, scholar and land-owner, he's an upstanding member of the local community. But all is not well at Wake's End. Edmund dominates his family tyrannically, in particular daughter Maud. When Maud's mother dies in childbirth and she's left alone with her strict, disciplinarian father, Maud's isolation drives her to her father's study, where she happens upon his diary.During a walk through the local church yard, Edmund spots an eye in the undergrowth. His terror is only briefly abated when he discovers it's actually a painting, a 'doom', taken from the church. It's horrifying in its depiction of hell, and Edmund wants nothing more to do with it despite his historical significance. But the doom keeps returning to his mind. The stench of the Fen permeates the house, even with the windows closed. And when he lies awake at night, he hears a scratching sound – like claws on the wooden floor...Wakenhyrst is a terrifying ghost story, an atmospheric slice of gothic, a brilliant exploration of the boundaries between the real and the supernatural, and a descent into the mind of a psychopath.",5825
The Twisted Ones,ISBN not found,T. Kingfisher,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Thriller', 'Adult', 'Paranormal']",3.64,29653,4709,400,Hardcover,"First published October 1, 2019","When a young woman clears out her deceased grandmother’s home in rural North Carolina, she finds long-hidden secrets about a strange colony of beings in the woods.When Mouse’s dad asks her to clean out her dead grandmother's house, she says yes. After all, how bad could it be? Answer: pretty bad. Grandma was a hoarder, and her house is stuffed with useless rubbish. That would be horrific enough, but there’s more—Mouse stumbles across her step-grandfather’s journal, which at first seems to be filled with nonsensical rants…until Mouse encounters some of the terrifying things he described for herself. Alone in the woods with her dog, Mouse finds herself face to face with a series of impossible terrors—because sometimes the things that go bump in the night are real, and they’re looking for you. And if she doesn’t face them head on, she might not survive to tell the tale. From Hugo Award–winning author Ursula Vernon, writing as T. Kingfisher.",5055
A Cosmology of Monsters,ISBN not found,Shaun Hamill,"['Horror', 'Fantasy', 'Fiction', 'Adult', 'Monsters', 'Mystery', 'Audiobook']",3.76,9310,1744,336,Hardcover,"First published September 17, 2019","Noah Turner sees monsters.His father saw them—and built a shrine to them with The Wandering Dark, an immersive horror experience that the whole family operates.His practical mother has caught glimpses of terrors but refuses to believe—too focused on keeping the family from falling apart.And his eldest sister, the dramatic and vulnerable Sydney, won’t admit to seeing anything but the beckoning glow of the spotlight . . . until it swallows her up.Noah Turner sees monsters. But, unlike his family, Noah chooses to let them in .",4587
No One's Home,ISBN not found,D.M. Pulley,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Paranormal', 'Historical Fiction', 'Gothic']",3.87,5737,631,397,Paperback,"First published September 1, 2019","For fans of The Haunting of Hill House comes a dark tale of a mansion haunted by a legacy of tragedy and a family trapped by lies. Margot and Myron Spielman move to a new town, looking for a fresh start and an escape from the long shadow of their past. But soon after they buy Rawlingswood, a foreclosed mansion rumored to be haunted, they realize they’re in for more of the same…or worse. After a renovation fraught with injuries and setbacks, the Spielmans move in to the century-old house, and their problems quickly escalate. The home’s beautiful facade begins to crumble around them when their teenage son uncovers disturbing details of Rawlingswood’s history―a history of murder, betrayal, and financial ruin. The Spielmans’ own shameful secrets and lies become harder to hide as someone or something inside the house watches their every move. As tensions build between the family members, the home’s dark history threatens to repeat itself. Margot and Myron must confront their own ghosts and Rawlingswood’s buried past before the house becomes their undoing.",1974
Growing Things and Other Stories,ISBN not found,Paul Tremblay,"['Horror', 'Short Stories', 'Fiction', 'Anthologies', 'Adult', 'Thriller', 'Fantasy']",3.50,6266,965,352,Hardcover,"First published July 2, 2019","A chilling anthology featuring nineteen pieces of short fiction from the multiple award-winning author of the national bestseller The Cabin at the End of the World and A Head Full of Ghosts..In The Teacher, a Bram Stoker Award nominee for best short story, a student is forced to watch a disturbing video that will haunt and torment her and her classmates’ lives.Four men rob a pawn shop at gunpoint only to vanish, one-by-one, as they speed away from the crime scene in The Getaway.In Swim Wants to Know If It’s as Bad as Swim Thinks, a meth addict kidnaps her daughter from her estranged mother as their town is terrorized by a giant monster . . . or not.Joining these haunting works are stories linked to Tremblay’s previous novels. The tour de force metafictional novella Notes from the Dog Walkers deconstructs horror and publishing, possibly bringing in a character from A Head Full of Ghosts, all while serving as a prequel to Disappearance at Devil’s Rock. “The Thirteenth Temple” follows another character from A Head Full of Ghosts—Merry, who has published a tell-all memoir written years after the events of the novel. And the title story, Growing Things, a shivery tale loosely shared between the sisters in A Head Full of Ghosts, is told here in full.From global catastrophe to the demons inside our heads, Tremblay illuminates our primal fears and darkest dreams in startlingly original fiction that leaves us unmoored. As he lowers the sky and yanks the ground from beneath our feet, we are compelled to contemplate the darkness inside our own hearts and minds.Growing things --Swim wants to know if it's as bad as swim thinks --Something about birds --The getaway --Nineteen snapshots of Dennisport --Where we all will be --The teacher --Notes for ""The Barn in the Wild"" --_______ --Our town's monster --A haunted house is a wheel upon which some are broken --It won't go away --Notes from the dog walkers --Further questions for the somnambulist --The ice tower --The society of the monsterhood --Her red right hand --It's against the law to feed the ducks --The thirteenth temple --Notes --Acknowledgments --Credits",1960
Song for the Unraveling of the World: Stories,ISBN not found,Brian Evenson,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Weird Fiction', 'Science Fiction', 'Adult']",3.88,3605,522,208,Paperback,"First published June 11, 2019","A newborn’s absent face appears on the back of someone else’s head, a filmmaker goes to gruesome lengths to achieve the silence he’s after for his final scene, and a therapist begins, impossibly, to appear in a troubled patient's room late at night. In these stories of doubt, delusion, and paranoia, no belief, no claim to objectivity, is immune to the distortions of human perception. Here, self-deception is a means of justifying our most inhuman impulses―whether we know it or not.",1815
The Toll,ISBN not found,Cherie Priest,"['Horror', 'Fiction', 'Fantasy', 'Gothic', 'Southern Gothic', 'Mystery', 'Thriller']",3.42,3361,616,336,Paperback,"First published July 9, 2019","State Road 177 runs along the Suwannee River, between Fargo, Georgia, and the Okefenokee Swamp. Drive that route from east to west, and you’ll cross six bridges. Take it from west to east, and you might find seven.But you’d better hope not.Titus and Melanie Bell leave their hotel in Fargo for a second honeymoon canoeing the Okefenokee Swamp. But shortly before they reach their destination, they draw up to a halt at the edge of a rickety bridge with old stone pilings, with room for only one car . . .When, much later, a tow-truck arrives, the driver finds Titus lying in the middle of the road, but Melanie is nowhere to be found.",1600
Violet,ISBN not found,Scott   Thomas,"['Horror', 'Fiction', 'Thriller', 'Adult', 'Paranormal', 'Mystery', 'Supernatural']",3.56,2484,618,437,Paperback,"First published September 24, 2019","In the lineage of Peter Straub's Julia, Scott Thomas’ Violet is the disturbing tale of a woman haunted by her long-abandoned imaginary friend. For many children, the summer of 1988 was filled with sunshine and laughter. But for ten-year-old Kris Barlow, it was her chance to say goodbye to her dying mother. Three decades later, loss returns—her husband killed in a car accident. And so, Kris goes home to the place where she first knew pain—to that summer house overlooking the crystal waters of Lost Lake. It’s there that Kris and her eight-year-old daughter will make a stand against grief. But a shadow has fallen over the quiet lake town of Pacington, Kansas. Beneath its surface, an evil has grown—and inside that home where Kris Barlow last saw her mother, an old friend awaits her return.",1273
The Remaking,ISBN not found,Clay McLeod Chapman,"['Horror', 'Fiction', 'Adult', 'Paranormal', 'Ghosts', 'Thriller', 'Fantasy']",3.25,2740,636,320,Hardcover,"First published October 8, 2019","Inspired by a true story, this supernatural thriller for fans of horror and true crime follows a tale as it evolves every twenty years—with terrifying results.Ella Louise has lived in the woods surrounding Pilot’s Creek, Virginia, for nearly a decade. Publicly, she and her daughter Jessica are shunned by their upper-crust family and the Pilot’s Creek residents. Privately, desperate townspeople visit her apothecary for a cure to what ails them—until Ella Louise is blamed for the death of a prominent customer. Accused of witchcraft, both mother and daughter are burned at the stake in the middle of the night. Ella Louise’s burial site is never found, but the little girl has the most famous grave in the South: a steel-reinforced coffin surrounded by a fence of interconnected white crosses.Their story will take the shape of an urban legend as it’s told around a campfire by a man forever marked by his boyhood encounters with Jessica. Decades later, a boy at that campfire will cast Amber Pendleton as Jessica in a ’70s horror movie inspired by the Witch Girl of Pilot’s Creek. Amber’s experiences on that set and its meta-remake in the ’90s will ripple through pop culture, ruining her life and career after she becomes the target of a witch hunt. Amber’s best chance to break the cycle of horror comes when a true-crime investigator tracks her down to interview her for his popular podcast. But will this final act of storytelling redeem her—or will it bring the story full circle, ready to be told once again? And again. And again…",1234
The Monster of Elendhaven,ISBN not found,Jennifer Giesbrecht,"['Horror', 'Fantasy', 'LGBT', 'Novella', 'Fiction', 'Adult', 'Queer']",3.56,9243,1961,160,Hardcover,"First published September 24, 2019","The city of Elendhaven sulks on the edge of the ocean. Wracked by plague, abandoned by the South, stripped of industry and left to die. But not everything dies so easily. A thing without a name stalks the city, a thing shaped like a man, with a dark heart and long pale fingers yearning to wrap around throats. A monster who cannot die. His frail master sends him out on errands, twisting him with magic, crafting a plan too cruel to name, while the monster’s heart grows fonder and colder and more cunning.These monsters of Elendhaven will have their revenge on everyone who wronged the city, even if they have to burn the world to do it.",1121
The Luminous Dead,ISBN not found,Caitlin  Starling,"['Horror', 'Science Fiction', 'LGBT', 'Fiction', 'Queer', 'Thriller', 'Adult']",3.67,15391,3147,415,Paperback,"First published April 2, 2019","A thrilling, atmospheric debut with the intensive drive of The Martian and Gravity and the creeping dread of Annihilation, in which a caver on a foreign planet finds herself on a terrifying psychological and emotional journey for survival.When Gyre Price lied her way into this expedition, she thought she’d be mapping mineral deposits, and that her biggest problems would be cave collapses and gear malfunctions. She also thought that the fat paycheck—enough to get her off-planet and on the trail of her mother—meant she’d get a skilled surface team, monitoring her suit and environment, keeping her safe. Keeping her sane.Instead, she got Em.Em sees nothing wrong with controlling Gyre’s body with drugs or withholding critical information to “ensure the smooth operation” of her expedition. Em knows all about Gyre’s falsified credentials, and has no qualms using them as a leash—and a lash. And Em has secrets, too . . .As Gyre descends, little inconsistencies—missing supplies, unexpected changes in the route, and, worst of all, shifts in Em’s motivations—drive her out of her depths. Lost and disoriented, Gyre finds her sense of control giving way to paranoia and anger. On her own in this mysterious, deadly place, surrounded by darkness and the unknown, Gyre must overcome more than just the dangerous terrain and the Tunneler which calls underground its home if she wants to make it out alive—she must confront the ghosts in her own head.But how come she can't shake the feeling she’s being followed?",1074
The Need,ISBN not found,Helen          Phillips,"['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Mystery Thriller', 'Adult']",3.16,15203,2712,272,Hardcover,"First published July 9, 2019","When Molly, home alone with her two young children, hears footsteps in the living room, she tries to convince herself it’s the sleep deprivation. She’s been hearing things these days. Startling at loud noises. Imagining the worst-case scenario. It’s what mothers do, she knows. But then the footsteps come again, and she catches a glimpse of movement. Suddenly Molly finds herself face-to-face with an intruder who knows far too much about her and her family. As she attempts to protect those she loves most, Molly must also acknowledge her own frailty. Molly slips down an existential rabbit hole where she must confront the dualities of motherhood: the ecstasy and the dread; the languor and the ferocity; the banality and the transcendence as the book hurtles toward a mind-bending conclusion. In The Need, Helen Phillips has created a subversive, speculative thriller that comes to life through blazing, arresting prose and gorgeous, haunting imagery. Anointed as one of the most exciting fiction writers working today, The Need is a glorious celebration of the bizarre and beautiful nature of our everyday lives.",748
Petra's Ghost,ISBN not found,C.S. O’Cinneide,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Fantasy', 'Paranormal', 'Travel']",3.73,441,100,288,Paperback,"First published July 20, 2019","A man's pilgrimage becomes something from his darkest nightmares when secrets arise and ghosts haunt his path.A woman has vanished on the Camino de Santiago, the ancient five-hundred-mile pilgrimage that crosses northern Spain. Daniel, an Irish expat, walks the lonely trail carrying his wife, Petra’s, ashes, along with the damning secret of how she really died.When he teams up to walk with sporty California girl Ginny, she seems like the perfect antidote for his grieving heart. But a nightmare figure begins to stalk them, and his mind starts to unravel from the horror of things he cannot explain. Unexpected twists and turns echo the path of the ancient trail they walk upon. The lines start to blur between reality and madness, between truth and the lies we tell ourselves.",501
"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",ISBN not found,Ali Wong,"['Nonfiction', 'Memoir', 'Audiobook', 'Humor', 'Biography', 'Comedy', 'Autobiography']",3.85,92823,8946,240,Hardcover,"First published October 15, 2019","Ali Wong's heartfelt and hilarious letters to her daughters (the two she put to work while they were still in utero), covering everything they need to know in life, like the unpleasant details of dating, how to be a working mom in a male-dominated profession, and how she trapped their dad.In her hit Netflix comedy special Baby Cobra, an eight-month pregnant Ali Wong resonated so heavily that she became a popular Halloween costume. Wong told the world her remarkably unfiltered thoughts on marriage, sex, Asian culture, working women, and why you never see new mom comics on stage but you sure see plenty of new dads.The sharp insights and humor are even more personal in this completely original collection. She shares the wisdom she's learned from a life in comedy and reveals stories from her life off stage, including the brutal singles life in New York (i.e. the inevitable confrontation with erectile dysfunction), reconnecting with her roots (and drinking snake blood) in Vietnam, tales of being a wild child growing up in San Francisco, and parenting war stories. Though addressed to her daughters, Ali Wong's letters are absurdly funny, surprisingly moving, and enlightening (and disgusting) for all.",41454
Life Will Be the Death of Me: . . . and you too!,ISBN not found,Chelsea Handler,"['Nonfiction', 'Memoir', 'Audiobook', 'Humor', 'Biography', 'Comedy', 'Autobiography']",4.05,31367,2561,256,Hardcover,"First published April 9, 2019","In a haze of vape smoke on a rare windy night in L.A. in the fall of 2016, Chelsea Handler daydreams about what life will be like with a woman in the White House. And then Donald Trump happens. In a torpor of despair, she decides that she's had enough of the privileged bubble she's lived in--a bubble within a bubble--and that it's time to make some changes, both in her personal life and in the world at large.At home, she embarks on a year of self-sufficiency--learning how to work the remote, how to pick up dog shit, where to find the toaster. She meets her match in an earnest, brainy psychiatrist and enters into therapy, prepared to do the heavy lifting required to look within and make sense of a childhood marked by love and loss and to figure out why people are afraid of her. She becomes politically active--finding her voice as an advocate for change, having difficult conversations, and energizing her base. In the process, she develops a healthy fixation on Special Counsel Robert Mueller and, through unflinching self-reflection and psychological excavation, unearths some glittering truths that light up the road ahead.",17229
William Shakespeare's Much Ado About Mean Girls,ISBN not found,Ian Doescher,"['Humor', 'Fiction', 'Plays', 'Retellings', 'Young Adult', 'Poetry', 'Comedy']",3.89,1571,328,176,Paperback,"First published January 1, 2019","Celebrate Tina Fey's Mean Girls with this illustrated adaptation of the cult classic script, retold in Shakespearean verse by the best-selling author of William Shakespeare's Star Wars .On Wednesdays we array ourselves in pink! Mean Girls gets an Elizabethan makeover in this totally fetch comedy of manners about North Shore High’s queen bees, wannabes, misfits, and nerds. Written in the style of the Bard of Avon, William Shakespeare’s Much Ado About Mean Girls tells the story of Cady Heron’s rise from home-schooled jungle freak to one of the most popular girls in school. Every scene and line of dialogue from the iconic script is reimagined in authentic Shakespearean rhyme, meter and stage directions, complete with dramatic asides from Janis, Damian, Gretchen, and Karen. By the end, you’ll be surprised that Shakespeare didn’t pen this classic story of rivalries, betrayal, jealousy, obsession, and fastidious rule-making about when one can and cannot wear sweatpants.",13978
Do You Mind If I Cancel?: Things That Still Annoy Me,ISBN not found,Gary Janetti,"['Nonfiction', 'Memoir', 'Humor', 'Audiobook', 'Essays', 'Biography', 'Comedy']",3.50,14870,1325,159,Hardcover,"First published October 22, 2019","Gary Janetti, the writer and producer for some of the most popular television comedies of all time, and creator of one of the most wickedly funny Instagram accounts there is, now turns his skills to the page in a hilarious, and poignant book chronicling the pains and indignities of everyday life.Gary spends his twenties in New York, dreaming of starring on soap operas while in reality working at a hotel where he lusts after an unattainable colleague and battles a bellman who despises it when people actually use a bell to call him. He chronicles the torture of finding a job before the internet when you had to talk on the phone all the time, and fantasizes, as we all do, about who to tell off when he finally wins an Oscar. As Gary himself says, ""These are essays from my childhood and young adulthood about things that still annoy me.""Original, brazen, and laugh out loud funny, Do You Mind if I Cancel? is something not to be missed.",12900
Southern Lady Code: Essays,ISBN not found,Helen Ellis,"['Nonfiction', 'Essays', 'Humor', 'Memoir', 'Audiobook', 'Short Stories', 'Southern']",3.60,9172,1377,203,Hardcover,"First published April 16, 2019","The bestselling author of American Housewife is back with a fiercely funny collection of essays on marriage and manners, thank-you notes and three-ways, ghosts, gunshots, gynecology, and the Calgon-scented, onion-dipped, monogrammed art of living as a Southern Lady.Helen Ellis has a mantra: ""If you don't have something nice to say, say something not-so-nice in a nice way."" Say ""weathered"" instead of ""she looks like a cake left out in the rain."" Say ""early-developed"" instead of ""brace face and B cups."" And for the love of Coke Salad, always say ""Sorry you saw something that offended you"" instead of ""Get that stick out of your butt, Miss Prissy Pants."" In these twenty-three raucous essays Ellis transforms herself into a dominatrix Donna Reed to save her marriage, inadvertently steals a $795 Burberry trench coat, witnesses a man fake his own death at a party, avoids a neck lift, and finds a black-tie gown that gives her the confidence of a drag queen. While she may have left her home in Alabama, married a New Yorker, forgotten how to drive, and abandoned the puffy headbands of her youth, Helen Ellis is clinging to her Southern accent like mayonnaise to white bread, and offering readers a hilarious, completely singular view on womanhood for both sides of the Mason-Dixon.Making a marriage magically tidy --Topeka three-way --How to stay happily married --Free to be...you and me (and childfree) --Room of one's own (that's full of gay men) --Other woman's Burberry coat --Peggy Sue got marijuana --What every girl should learn from ABC's The bachelor --Ghost experience --Party foul --Today was a good day --Straighten up and fly right. --Halloween people --Tonight we're gonna party like it's 1979 --How to be the best guest --When to write a thank-you note --An Emily Post for the apocalypse --How I watch pornography like a lady --Dumb boobs --Young ladies, listen to me --Seven things I'm doing instead of a neck lift --Serious women --That kind of woman",11423
The Field Guide to Dumb Birds of North America,ISBN not found,Matt Kracht,"['Humor', 'Nonfiction', 'Nature', 'Animals', 'Birds', 'Science', 'Comedy']",4.00,4098,860,176,Paperback,"First published April 2, 2019","For those who have a disdain for birds, or for bird lovers with a sense of humor, this snarky illustrated handbook is equal parts profane, funny, and—let's face it—true. Featuring common North American birds such as the White-Breasted Butt Nugget and the Goddamned Canada Goose (or White-Breasted Nuthatch and Canada Goose for the layperson), Matt Kracht identifies all the idiots in your backyard and details exactly why they suck with humorous yet angry ink drawings. With The Field Guide to Dumb Birds of North America, you won't need to wonder what all that racket is anymore!",10347
"Riding the Elephant: A Memoir of Altercations, Humiliations, Hallucinations, and Observations",ISBN not found,Craig Ferguson,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Audiobook', 'Autobiography', 'Comedy']",4.03,3261,431,267,Hardcover,"First published May 7, 2019","From the comedian, actor, and former host of The Late Late Show comes an irreverent, lyrical memoir in essays featuring his signature wit.Craig Ferguson has defied the odds his entire life. He has failed when he should have succeeded and succeeded when he should have failed. The fact that he is neither dead nor in a locked facility (at the time of printing) is something of a miracle in itself. In Craig's candid and revealing memoir, readers will get a look into the mind and recollections of the unique and twisted Scottish American who became a national hero for pioneering the world's first TV robot skeleton sidekick and reviving two dudes in a horse suit dancing as a form of entertainment.In Riding the Elephant, there are some stories that are too graphic for television, too politically incorrect for social media, or too meditative for a stand-up comedy performance. Craig discusses his deep love for his native Scotland, examines his profound psychic change brought on by fatherhood, and looks at aging and mortality with a perspective that he was incapable of as a younger man. Each story is strung together in a colorful tapestry that ultimately reveals a complicated man who has learned to process--and even enjoy--the unusual trajectory of his life.",9402
Hope Rides Again,ISBN not found,Andrew Shaffer,"['Mystery', 'Fiction', 'Humor', 'Politics', 'Crime', 'Thriller', 'Mystery Thriller']",3.62,2685,546,288,Paperback,"First published July 9, 2019","Obama and Biden return in this thrilling sequel to the New York Times best-selling bromance-mystery HOPE RIDES AGAIN, this time in Chicago.Following a successful but exhausting book tour, Joe Biden is looking forward to returning home. However, before he does, he's got one last stop to make: Chicago, where the Obama Foundation is holding its first annual global economics forum. Barack Obama has invited Joe to meet a wealthy left-leaning philanthropist, whose deep pockets Joe will need if he decides to run for president. Joe isn't even sure if wants to run...but he's not going to pass up a rare chance to reconnect with his one-time governing mate.Joe and Obama barely have time to catch up before another mystery lands in their laps: Obama's prized Blackberry is stolen. When the suspect turns up comatose from a gunshot wound, local police are content with writing it off as just another gangland shooting. But Joe and Obama smell a rat.In a race to find the shooter, Joe and Obama butt heads with their former compadre, Mayor Rahm Emanuel; follow a trail of clues through Chicago's South Side; go undercover inside a Prohibition-era speakeasy; and scale the Tribune Tower in a Die Hard-worthy final set-piece.Robert Frost said ""the woods are dreary, dark, and deep."" So are the waters of Lake Michigan...and if Joe and Obama aren't careful, that's where they could wind up spending their retirement.",8649
Small Doses: Potent Truths for Everyday Use,ISBN not found,Amanda Seales,"['Nonfiction', 'Humor', 'Memoir', 'Self Help', 'Biography', 'Essays', 'Audiobook']",4.16,1619,205,320,Hardcover,"First published October 22, 2019","Small Doses is Amanda Seales’s wildly popular collection of sharp essays, poignant life advice, and no-holds-barred pearls of wisdom.Comedian, writer, actress, and social media star Amanda Seales is a force of nature who has fearlessly and passionately charted her own course through life and career. Now, in her one-of-a-kind voice that blends academic intellectualism, Black American colloquialisms, and pop-culture fanaticism, she’s bringing her life’s lessons and laughs to the page.This volume of essays, axioms, original illustrations, and photos provides Seales’s trademark “self-help from the hip” style of commentary, fueled by ideology formed from her own victories, struggles, research, mistakes, risks, and pay-offs. Unapologetic, fiercely funny, and searingly honest, Small Doses engages, empowers, and enlightens readers on how to find their truths while still finding the funny!“It is Amanda’s commitment to her own growth and transformation that creates an empowering space for us all, even in our vulnerabilities. These ‘gems’ announce Amanda as one of the most important voices in our culture!” —Brandon Victor Dixon, actor/producer/advocate“Amanda is Smart and Funny as Hell. Brave and uncensored, she will tell you the truth about yourself in a way that even you have to laugh at. She be knowing, ‘cause she takes the time to consider and find out, but most of all because she cares. Brains are the new Tits.” —Cree Summer, musician/actress/mama",8601
A Woman First: First Woman: A Memoir,ISBN not found,Selina Meyer,"['Humor', 'Fiction', 'Audiobook', 'Comedy', 'Politics', 'Contemporary', 'Pop Culture']",3.72,1452,287,196,Kindle,"First published March 19, 2019","A hilarious parody memoir for the beloved Veep character portrayed for seven seasons by Emmy-winner Julia Louis-Dreyfus.Born and raised deep in the American heartland of God-fearing suburban Maryland, young Selina Eaton learned to love her country and her fellow man from her parents, Catherine, a sportswoman, dog lover, and philanthropist, and Gordon, or “Daddy” as she always called him, a businessman and entrepreneur. From an early age, Selina, an active, curious, happy-go-lucky child, showed an uncanny ability to relate to others and to solve their real-world problems with real-world solutions. In this she was inspired by her feminist, humanitarian, stateswoman, and first lady, Eleanor Roosevelt.Eleanor Roosevelt maintained a lively relationship with many prominent figures of her time, including Adlai Stevenson, John F. Kennedy, Albert Schweitzer, and probably Pablo Casals. She inspired countless women to break out of the established roles for women in society, among them the pioneering aviatrix Amelia Earhart, with whom she flew several times.Dubbed the “Queen of the Air,” Amelia Earhart captivated the nation both with her bravery, skill, and daring when flying her planes and when challenging society’s hidebound attitudes as to what constituted a proper place for women. America mourned when she disappeared mysteriously somewhere in the Pacific during an attempted around-the-world flight in 1937. Speculation continues to this day as to Amelia’s ultimate fate, even as hope has faded that she may yet be found alive.With wit, wisdom, eloquence, and fearless honesty, Selina Meyer reveals for the first time what really goes on in the halls of power, including the ultimate hall, the White House. It’s all the triumphs, the tragedies, the personalities, and the momentous events that have shaped our times, brought together in a page-turning tale told as only Selina Meyer could tell it. Selina Meyer’s compassion, her sense of humor, her grace, and her uncommon willingness to bare her heart make this story revelatory, beautifully rendered, and unlike any other president’s memoir ever written. First A Woman First would be a fitting title for a book about Selina Meyer, Eleanor Roosevelt, or Amelia Earhart, but in this case, it is about Selina Meyer.",7314
