title,ISBN,author,genre,rating,number_of_ratings,number_of_reviews,pages,format,publish info,description,Votes
House of Sky and Breath,ISBN not found,Sarah J. Maas,"Fantasy, Romance, Fae, Fantasy Romance, Fiction, Urban Fantasy, Adult",4.50,"456,855","57,381",805,Hardcover,"First published February 15, 2022","Bryce Quinlan and Hunt Athalar are trying to get back to normal―they may have saved Crescent City, but with so much upheaval in their lives lately, they mostly want a chance to relax. Slow down. Figure out what the future holds.The Asteri have kept their word so far, leaving Bryce and Hunt alone. But with the rebels chipping away at the Asteri’s power, the threat the rulers pose is growing. As Bryce, Hunt, and their friends get pulled into the rebels’ plans, the choice becomes clear: stay silent while others are oppressed, or fight for what’s right. And they’ve never been very good at staying silent.In this sexy, action-packed sequel to the #1 bestseller House of Earth and Blood, Sarah J. Maas weaves a captivating story of a world about to explode―and the people who will do anything to save it.",105718
Babel,ISBN not found,R.F. Kuang,"Fantasy, Historical Fiction, Fiction, Historical, Adult, Audiobook, Historical Fantasy",4.20,"220,306","42,518",544,Hardcover,"First published August 23, 2022","From award-winning author R. F. Kuang comes Babel, a historical fantasy epic that grapples with student revolutions, colonial resistance, and the use of language and translation as the dominating tool of the British EmpireTraduttore, traditore: An act of translation is always an act of betrayal.1828. Robin Swift, orphaned by cholera in Canton, is brought to London by the mysterious Professor Lovell. There, he trains for years in Latin, Ancient Greek, and Chinese, all in preparation for the day he’ll enroll in Oxford University’s prestigious Royal Institute of Translation—also known as Babel. The tower and its students are the world's center for translation and, more importantly, magic. Silver-working—the art of manifesting the meaning lost in translation using enchanted silver bars—has made the British unparalleled in power, as the arcane craft serves the Empire's quest for colonization.For Robin, Oxford is a utopia dedicated to the pursuit of knowledge. But knowledge obeys power, and as a Chinese boy raised in Britain, Robin realizes serving Babel means betraying his motherland. As his studies progress, Robin finds himself caught between Babel and the shadowy Hermes Society, an organization dedicated to stopping imperial expansion. When Britain pursues an unjust war with China over silver and opium, Robin must decide . . .Can powerful institutions be changed from within, or does revolution always require violence?",62732
Fairy Tale,ISBN not found,Stephen King,"Fantasy, Fiction, Horror, Audiobook, Thriller, Adventure, Adult",4.11,"234,917","27,925",608,Hardcover,"First published September 6, 2022","Legendary storyteller Stephen King goes deep into the well of his imagination in this spellbinding novel about a seventeen-year-old boy who inherits the keys to a parallel world where good and evil are at war, and the stakes could not be higher—for their world or ours. Charlie Reade looks like a regular high school kid, great at baseball and football, a decent student. But he carries a heavy load. His mom was killed in a hit-and-run accident when he was ten, and grief drove his dad to drink. Charlie learned how to take care of himself—and his dad. Then, when Charlie is seventeen, he meets Howard Bowditch, a recluse with a big dog in a big house at the top of a big hill. In the backyard is a locked shed from which strange sounds emerge, as if some creature is trying to escape. When Mr. Bowditch dies, he leaves Charlie the house, a massive amount of gold, a cassette tape telling a story that is impossible to believe, and a responsibility far too massive for a boy to shoulder. Because within the shed is a portal to another world—one whose denizens are in peril and whose monstrous leaders may destroy their own world, and ours. In this parallel universe, where two moons race across the sky, and the grand towers of a sprawling palace pierce the clouds, there are exiled princesses and princes who suffer horrific punishments; there are dungeons; there are games in which men and women must fight each other to the death for the amusement of the “Fair One.” And there is a magic sundial that can turn back time. A story as old as myth, and as startling and iconic as the rest of King’s work, Fairy Tale is about an ordinary guy forced into the hero’s role by circumstance, and it is both spectacularly suspenseful and satisfying.",60818
The Atlas Six,ISBN not found,Olivie Blake,"Fantasy, Fiction, Mystery, Adult, LGBT, Magic, Young Adult",3.61,"203,562","34,156",375,Paperback,"First published January 31, 2020","The Alexandrian Society, caretakers of lost knowledge from the greatest civilizations of antiquity, are the foremost secret society of magical academicians in the world. Those who earn a place among the Alexandrians will secure a life of wealth, power, and prestige beyond their wildest dreams, and each decade, only the six most uniquely talented magicians are selected to be considered for initiation.Enter the latest round of six: Libby Rhodes and Nico de Varona, unwilling halves of an unfathomable whole, who exert uncanny control over every element of physicality. Reina Mori, a naturalist, who can intuit the language of life itself. Parisa Kamali, a telepath who can traverse the depths of the subconscious, navigating worlds inside the human mind. Callum Nova, an empath easily mistaken for a manipulative illusionist, who can influence the intimate workings of a person’s inner self. Finally, there is Tristan Caine, who can see through illusions to a new structure of reality—an ability so rare that neither he nor his peers can fully grasp its implications.When the candidates are recruited by the mysterious Atlas Blakely, they are told they will have one year to qualify for initiation, during which time they will be permitted preliminary access to the Society’s archives and judged based on their contributions to various subjects of impossibility: time and space, luck and thought, life and death. Five, they are told, will be initiated. One will be eliminated. The six potential initiates will fight to survive the next year of their lives, and if they can prove themselves to be the best among their rivals, most of them will.Most of them.",57401
The War of Two Queens,ISBN not found,Jennifer L. Armentrout,"Romance, Fantasy Romance, Vampires, Fiction, New Adult, Paranormal, Adult",4.08,"189,443","16,858",628,Hardcover,"First published March 15, 2022","From the desperation of golden crowns… Casteel Da’Neer knows all too well that very few are as cunning or vicious as the Blood Queen, but no one, not even him, could’ve prepared for the staggering revelations. The magnitude of what the Blood Queen has done is almost unthinkable. And born of mortal flesh… Nothing will stop Poppy from freeing her King and destroying everything the Blood Crown stands for. With the strength of the Primal of Life’s guards behind her, and the support of the wolven, Poppy must convince the Atlantian generals to make war her way—because there can be no retreat this time. Not if she has any hope of building a future where both kingdoms can reside in peace. A great primal power rises… Together, Poppy and Casteel must embrace traditions old and new to safeguard those they hold dear—to protect those who cannot defend themselves. But war is only the beginning. Ancient primal powers have already stirred, revealing the horror of what began eons ago. To end what the Blood Queen has begun, Poppy might have to become what she has been prophesied to be—what she fears the most. As the Harbinger of Death and Destruction.",34791
Daughter of the Moon Goddess,ISBN not found,Sue Lynn Tan,"Romance, Mythology, Young Adult, Fiction, Retellings, Audiobook, Young Adult Fantasy",4.11,"84,055","14,966",503,Hardcover,"First published January 11, 2022","Growing up on the moon, Xingyin is accustomed to solitude, unaware that she is being hidden from the feared Celestial Emperor who exiled her mother for stealing his elixir of immortality. But when Xingyin’s magic flares and her existence is discovered, she is forced to flee her home, leaving her mother behind.Alone, powerless, and afraid, she makes her way to the Celestial Kingdom, a land of wonder and secrets. Disguising her identity, she seizes an opportunity to learn alongside the emperor's son, mastering archery and magic, even as passion flames between her and the prince.To save her mother, Xingyin embarks on a perilous quest, confronting legendary creatures and vicious enemies across the earth and skies. But when treachery looms and forbidden magic threatens the kingdom, she must challenge the ruthless Celestial Emperor for her dream—striking a dangerous bargain in which she is torn between losing all she loves or plunging the realm into chaos.A captivating debut fantasy inspired by the legend of Chang'e, the Chinese moon goddess, in which a young woman’s quest to free her mother pits her against the most powerful immortal in the realm. Daughter of the Moon Goddess begins an enchanting, romantic duology which weaves ancient Chinese mythology into a sweeping adventure of immortals and magic—where love vies with honor, dreams are fraught with betrayal, and hope emerges triumphant.",33066
The Very Secret Society of Irregular Witches,ISBN not found,Sangu Mandanna,"Fantasy, Romance, Fiction, Witches, Audiobook, Contemporary, Adult",4.12,"159,537","26,300",318,Paperback,"First published August 23, 2022","A warm and uplifting novel about an isolated witch whose opportunity to embrace a quirky new family--and a new love--changes the course of her life.As one of the few witches in Britain, Mika Moon knows she has to hide her magic, keep her head down, and stay away from other witches so their powers don't mingle and draw attention. And as an orphan who lost her parents at a young age and was raised by strangers, she's used to being alone and she follows the rules...with one exception: an online account, where she posts videos pretending to be a witch. She thinks no one will take it seriously.But someone does. An unexpected message arrives, begging her to travel to the remote and mysterious Nowhere House to teach three young witches how to control their magic. It breaks all of the rules, but Mika goes anyway, and is immediately tangled up in the lives and secrets of not only her three charges, but also an absent archaeologist, a retired actor, two long-suffering caretakers, and...Jamie. The handsome and prickly librarian of Nowhere House would do anything to protect the children, and as far as he's concerned, a stranger like Mika is a threat. An irritatingly appealing threat.As Mika begins to find her place at Nowhere House, the thought of belonging somewhere begins to feel like a real possibility. But magic isn't the only danger in the world, and when a threat comes knocking at their door, Mika will need to decide whether to risk everything to protect a found family she didn't know she was looking for....",30599
Legends & Lattes,ISBN not found,Travis Baldree,"Fantasy, Romance, Fiction, LGBT, Cozy Mystery, Queer, Audiobook",4.14,"185,928","35,798",305,Paperback,"First published February 22, 2022","A Novel of High Fantasy and Low Stakes.After a lifetime of bounties and bloodshed, Viv is hanging up her sword for the last time.The battle-weary orc aims to start fresh, opening the first ever coffee shop in the city of Thune. But old and new rivals stand in the way of success—not to mention the fact that no one has the faintest idea what coffee actually is.If Viv wants to put the blade behind her and make her plans a reality, she won't be able to go it alone.But the true rewards of the uncharted path are the travelers you meet along the way. And whether drawn together by ancient magic, flaky pastry, or a freshly brewed cup, they may become partners, family, and something deeper than she ever could have dreamed.",26408
The Lost Metal,ISBN not found,Brandon Sanderson,"Fantasy, Fiction, High Fantasy, Epic Fantasy, Adult, Audiobook, Steampunk",4.48,"65,784","5,752",507,Hardcover,"First published November 15, 2022","Return to #1 New York Times bestseller Brandon Sanderson's Mistborn world of Scadrial as its second era, which began with The Alloy of Law, comes to its earth-shattering conclusion in The Lost Metal.For years, frontier lawman turned big-city senator Waxillium Ladrian has hunted the shadowy organization the Set—with his late uncle and his sister among their leaders—since they started kidnapping people with the power of Allomancy in their bloodlines. When Detective Marasi Colms and her partner, Wayne, find stockpiled weapons bound for the Outer City of Bilming, this opens a new lead. Conflict between the capital, Elendel, and the Outer Cities only favors the Set, and their tendrils now reach to the Elendel Senate—whose corruption Wax and his wife, Steris, have sought to expose—and Bilming is even more entangled. After Wax discovers a new type of explosive that can unleash unprecedented destruction and realizes that the Set must already have it, an immortal kandra serving Scadrial's god, Harmony, reveals that Bilming has fallen under the influence of another god: Trell, worshipped by the Set. And Trell isn't the only factor at play from the larger Cosmere—Marasi is recruited by offworlders with strange abilities who claim their goal is to protect Scadrial . . . at any cost. Wax must choose whether to set aside his rocky relationship with God and once again become the Sword that Harmony has groomed him to be. If no one steps forward to be the hero Scadrial needs, the planet and its millions of people will come to a sudden and calamitous ruin.",21294
The Golden Enclaves,ISBN not found,Naomi Novik,"Fantasy, Young Adult, Fiction, Magic, Urban Fantasy, Audiobook, Romance",4.14,"73,897","8,775",416,Hardcover,"First published September 27, 2022","Saving the world is a test no school of magic can prepare you for in the triumphant conclusion to the New York Times bestselling trilogy that began with A Deadly Education and The Last Graduate.Almost singlehandedly--although backed by an increasingly large cadre of genuine friends--El has changed the nature of the Scholomance forever. But now that she is back in the real world, how will the lessons she learned inside the school apply? Will her grandmother's prophecy come true? Will she really spell the doom of all the enclaves forever? As the quest to save her one true love ramps up, however, El is about to learn the most significant lesson of all--the dire truth on which the enclaves and the whole stability of the magical world are founded. And being El, she is not likely to let it lie....",19076
Elektra,ISBN not found,Jennifer Saint,"Mythology, Fantasy, Greek Mythology, Historical Fiction, Fiction, Retellings, Historical",3.69,"38,417","5,462",291,Hardcover,"First published April 26, 2022","The House of Atreus is cursed. A bloodline tainted by a generational cycle of violence and vengeance. This is the story of three women, their fates inextricably tied to this curse, and the fickle nature of men and gods. Clytemnestra The sister of Helen, wife of Agamemnon - her hopes of averting the curse are dashed when her sister is taken to Troy by the feckless Paris. Her husband raises a great army against them, and determines to win, whatever the cost. Cassandra Princess of Troy, and cursed by Apollo to see the future but never to be believed when she speaks of it. She is powerless in her knowledge that the city will fall. Elektra The youngest daughter of Clytemnestra and Agamemnon, Elektra is horrified by the bloodletting of her kin. But, can she escape the curse, or is her own destiny also bound by violence?",6178
Kaikeyi,ISBN not found,Vaishnavi Patel,"Fantasy, Mythology, Historical Fiction, Fiction, Retellings, Historical, Adult",4.19,"28,184","4,842",478,Hardcover,"First published April 26, 2022","“I was born on the full moon under an auspicious constellation, the holiest of positions—much good it did me.”So begins Kaikeyi’s story. The only daughter of the kingdom of Kekaya, she is raised on tales about the might and benevolence of the gods: how they churned the vast ocean to obtain the nectar of immortality, how they vanquish evil and ensure the land of Bharat prospers, and how they offer powerful boons to the worthy. Yet she watches as her father unceremoniously banishes her mother, listens as her own worth is reduced to the marriage alliance she can secure. And when she calls upon the gods for help, they never seem to hear.Desperate for independence, she turns to the texts she once read with her mother and discovers a magic that is hers alone. With it, Kaikeyi transforms herself from an overlooked princess into a warrior, diplomat, and most favored queen.But as the evil from her childhood stories threatens the cosmic order, the path she has forged clashes with the destiny the gods have chosen for her family. And Kaikeyi must decide if resistance is worth the destruction it will wreak—and what legacy she intends to leave behind.The unforgettable tale of a woman determined to leave her mark in a world gods and men dictate the shape of things to come. ""Patel's mesmerizing debut shines a brilliant light on the vilified queen from the Ramayana""(Publishers Weekly, starred review).",6145
The Book Eaters,ISBN not found,Sunyi Dean,"Fantasy, Horror, Fiction, LGBT, Adult, Books About Books, Queer",3.65,"39,393","6,990",298,Hardcover,"First published August 2, 2022","Out on the Yorkshire Moors lives a secret line of people for whom books are food, and who retain all of a book's content after eating it. To them, spy novels are a peppery snack; romance novels are sweet and delicious. Eating a map can help them remember destinations, and children, when they misbehave, are forced to eat dry, musty pages from dictionaries.Devon is part of The Family, an old and reclusive clan of book eaters. Her brothers grow up feasting on stories of valor and adventure, and Devon—like all other book eater women—is raised on a carefully curated diet of fairy tales and cautionary stories.But real life doesn't always come with happy endings, as Devon learns when her son is born with a rare and darker kind of hunger—not for books, but for human minds.",6095
When Women Were Dragons,ISBN not found,Kelly Barnhill,"Fantasy, Fiction, Historical Fiction, Magical Realism, Dragons, Feminism, LGBT",3.87,"40,609","6,536",367,Paperback,"First published May 3, 2022","A rollicking feminist tale set in 1950s America where thousands of women have spontaneously transformed into dragons, exploding notions of a woman’s place in the world and expanding minds about accepting others for who they really are.The first adult novel by the Newbery award-winning author of The Girl Who Drank the Moon.Alex Green is a young girl in a world much like ours, except for its most seminal event: the Mass Dragoning of 1955, when hundreds of thousands of ordinary wives and mothers sprouted wings, scales, and talons; left a trail of fiery destruction in their path; and took to the skies. Was it their choice? What will become of those left behind? Why did Alex’s beloved aunt Marla transform but her mother did not? Alex doesn’t know. It’s taboo to speak of. Forced into silence, Alex nevertheless must face the consequences of this astonishing event: a mother more protective than ever; an absentee father; the upsetting insistence that her aunt never even existed; and watching her beloved cousin Bea become dangerously obsessed with the forbidden.In this timely and timeless speculative novel, award-winning author Kelly Barnhill boldly explores rage, memory, and the tyranny of forced limitations. When Women Were Dragons exposes a world that wants to keep women small—their lives and their prospects—and examines what happens when they rise en masse and take up the space they deserve.",5573
Nettle & Bone,ISBN not found,T. Kingfisher,"Fantasy, Horror, Fiction, Adult, Magic, Audiobook, Witches",4.15,"75,388","12,235",243,Hardcover,"First published April 26, 2022","After years of seeing her sisters suffer at the hands of an abusive prince, Marra—the shy, convent-raised, third-born daughter—has finally realized that no one is coming to their rescue. No one, except for Marra herself.Seeking help from a powerful gravewitch, Marra is offered the tools to kill a prince—if she can complete three impossible tasks. But, as is the way in tales of princes, witches, and daughters, the impossible is only the beginning.On her quest, Marra is joined by the gravewitch, a reluctant fairy godmother, a strapping former knight, and a chicken possessed by a demon. Together, the five of them intend to be the hand that closes around the throat of the prince and frees Marra's family and their kingdom from its tyrannous ruler at last.",5293
The World We Make,ISBN not found,N.K. Jemisin,"Fantasy, Fiction, Science Fiction, Urban Fantasy, Audiobook, Queer, LGBT",4.11,"14,933","2,122",357,Hardcover,"First published November 1, 2022","Four-time Hugo Award-winning and New York Times bestselling author N.K. Jemisin crafts a glorious tale of identity, resistance, magic and myth. All is not well in the city that never sleeps. Even though the avatars of New York City have temporarily managed to stop the Woman in White from invading—and destroying the entire universe in the process—the mysterious capital ""E"" Enemy has more subtle powers at her disposal. A new candidate for mayor wielding the populist rhetoric of gentrification, xenophobia, and ""law and order"" may have what it takes to change the very nature of New York itself and take it down from the inside.  In order to defeat him, and the Enemy who holds his purse strings, the avatars will have to join together with the other Great Cities of the world in order to bring her down for good and protect their world from complete destruction. N.K. Jemisin’s Great Cities Duology, which began with The City We Became and concludes with The World We Make, is a masterpiece of speculative fiction from one of the most important writers of her generation.",3974
A River Enchanted,ISBN not found,Rebecca   Ross,"Fantasy, Romance, Fiction, Mystery, Adult, Magic, Fantasy Romance",4.10,"52,907","8,822",480,Hardcover,"First published February 15, 2022","Jack Tamerlaine hasn’t set foot on Cadence in ten long years, content to study music at the mainland university. But when young girls start disappearing from the isle, Jack is summoned home to help find them. Enchantments run deep on Cadence: gossip is carried by the wind; plaid shawls can be as strong as armor, and the smallest cut of a knife can instil fathomless fear. The capricious spirits that rule the isle by fire, water, earth, and wind find mirth in the lives of the humans who call the land home. Adaira, heiress of the east and Jack’s childhood enemy, knows the spirits only answer to a bard’s music, and she hopes Jack can draw them forth by song, enticing them to return the missing girls.As Jack and Adaira reluctantly work together, they find they make better allies than rivals as their partnership turns into something more. But with each passing song, it becomes apparent the trouble with the spirits is far more sinister than they first expected, and an older, darker secret about Cadence lurks beneath the surface, threatening to undo them all.",3696
Thistlefoot,ISBN not found,GennaRose Nethercott,"Fantasy, Fiction, Horror, Magical Realism, Retellings, Mythology, Adult",3.96,"18,184","3,427",448,Hardcover,"First published September 13, 2022","In the tradition of modern fairytales like American Gods and Spinning Silver comes a sweeping epic rich in Eastern European folklore--a debut novel about the ancestral hauntings that stalk us, and the uncanny power of story.The Yaga siblings--Bellatine, a young woodworker, and Isaac, a wayfaring street performer and con artist--have been estranged since childhood, separated both by resentment and by wide miles of American highway. But when they learn that they are to receive a mysterious inheritance, the siblings are reunited--only to discover that their bequest isn't land or money, but something far stranger: a sentient house on chicken legs.Thistlefoot, as the house is called, has arrived from the Yagas' ancestral home in Russia--but not alone. A sinister figure known only as the Longshadow Man has tracked it to American shores, bearing with him violent secrets from the past: fiery memories that have hidden in Isaac and Bellatine's blood for generations. As the Yaga siblings embark with Thistlefoot on a final cross-country tour of their family's traveling theater show, the Longshadow Man follows in relentless pursuit, seeding destruction in his wake. Ultimately, time, magic, and legacy must collide--erupting in a powerful conflagration to determine who gets to remember the past and craft a new future.An enchanted adventure illuminated by Jewish myth and adorned with lyrical prose as tantalizing and sweet as briar berries, Thistlefoot is an immersive modern fantasy saga by a bold new talent.",3369
The Stardust Thief,ISBN not found,Chelsea Abdullah,"Fantasy, Fiction, Retellings, Adult, Young Adult, Mythology, Magic",4.02,"22,216","4,139",468,Hardcover,"First published May 17, 2022","Loulie al-Nazari is the Midnight Merchant: a criminal who, with the help of her jinn bodyguard, hunts and sells illegal magic. When she saves the life of a cowardly prince, she draws the attention of his powerful father, the sultan, who blackmails her into finding an ancient lamp that has the power to revive the barren land—at the cost of sacrificing all jinn.With no choice but to obey or be executed, Loulie journeys with the sultan’s oldest son to find the artifact. Aided by her bodyguard, who has secrets of his own, they must survive ghoul attacks, outwit a vengeful jinn queen, and confront a malicious killer from Loulie’s past. And, in a world where story is reality and illusion is truth, Loulie will discover that everything—her enemy, her magic, even her own past—is not what it seems, and she must decide who she will become in this new reality.Inspired by stories from One Thousand and One Nights, The Stardust Thief weaves the gripping tale of a legendary smuggler, a cowardly prince, and a dangerous quest across the desert to find a legendary, magical lamp.",2987
Ordinary Monsters,ISBN not found,J.M. Miro,"Fantasy, Historical Fiction, Fiction, Horror, Historical, Adult, Gothic",3.79,"15,338","2,746",672,Hardcover,"First published June 7, 2022","England, 1882. In Victorian London, two children with mysterious powers are hunted by a figure of darkness —a man made of smoke.Sixteen-year-old Charlie Ovid, despite a lifetime of brutality, doesn't have a scar on him. His body heals itself, whether he wants it to or not. Marlowe, a foundling from a railway freight car, shines with a strange bluish light. He can melt or mend flesh. When two grizzled detectives are recruited to escort them north to safety, they are forced to confront the nature of difference, and belonging, and the shadowy edges of the monstrous.What follows is a journey from the gaslit streets of London, to an eerie estate outside Edinburgh, where other children with gifts—the Talents—have been gathered. Here, the world of the dead and the world of the living threaten to collide. And as secrets within the Institute unfurl, Marlowe, Charlie and the rest of the Talents will discover the truth about their abilities, and the nature of the force that is stalking them: that the worst monsters sometimes come bearing the sweetest gifts.With lush prose, mesmerizing world-building, and a gripping plot, Ordinary Monsters presents a catastophic vision of the Victorian world—and of the gifted, broken children who must save it.",2156
Book Lovers,ISBN not found,Emily Henry,"Romance, Fiction, Contemporary, Audiobook, Contemporary Romance, Adult, Chick Lit",4.14,"1,053,845","120,407",377,Hardcover,"First published May 3, 2022","One summer. Two rivals. A plot twist they didn't see coming....Nora Stephens’ life is books—she’s read them all—and she is not that type of heroine. Not the plucky one, not the laidback dream girl, and especially not the sweetheart. In fact, the only people Nora is a heroine for are her clients, for whom she lands enormous deals as a cutthroat literary agent, and her beloved little sister Libby.Which is why she agrees to go to Sunshine Falls, North Carolina for the month of August when Libby begs her for a sisters’ trip away—with visions of a small-town transformation for Nora, who she’s convinced needs to become the heroine in her own story. But instead of picnics in meadows, or run-ins with a handsome country doctor or bulging-forearmed bartender, Nora keeps bumping into Charlie Lastra, a bookish brooding editor from back in the city. It would be a meet-cute if not for the fact that they’ve met many times and it’s never been cute.If Nora knows she’s not an ideal heroine, Charlie knows he’s nobody’s hero, but as they are thrown together again and again—in a series of coincidences no editor worth their salt would allow—what they discover might just unravel the carefully crafted stories they’ve written about themselves.",175857
Reminders of Him,ISBN not found,Colleen Hoover,"Fiction, Contemporary, Contemporary Romance, Audiobook, Adult, Romance, Chick Lit",4.38,"1,201,399","82,764",320,Paperback,"First published January 18, 2022","After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-year-old daughter. But the bridges Kenna burned are proving impossible to rebuild. Everyone in her daughter’s life is determined to shut Kenna out, no matter how hard she works to prove herself.The only person who hasn’t closed the door on her completely is Ledger Ward, a local bar owner and one of the few remaining links to Kenna’s daughter. But if anyone were to discover how Ledger is slowly becoming an important part of Kenna’s life, both would risk losing the trust of everyone important to them.The two form a connection despite the pressure surrounding them, but as their romance grows, so does the risk. Kenna must find a way to absolve the mistakes of her past in order to build a future out of hope and healing.A troubled young mother yearns for a shot at redemption in this heartbreaking yet hopeful story from #1 New York Times bestselling author Colleen Hoover.",64550
It Starts with Us,ISBN not found,Colleen Hoover,"Romance, Fiction, Contemporary, Audiobook, Adult, Contemporary Romance, Chick Lit",3.87,"1,441,969","100,375",323,Paperback,"First published October 18, 2022","Before It Ends with Us, it started with Atlas. Colleen Hoover tells fan favorite Atlas’s side of the story and shares what comes next in this long-anticipated sequel to the “glorious and touching” (USA TODAY) #1 New York Times bestseller It Ends with Us. Lily and her ex-husband, Ryle, have just settled into a civil coparenting rhythm when she suddenly bumps into her first love, Atlas, again. After nearly two years separated, she is elated that for once, time is on their side, and she immediately says yes when Atlas asks her on a date.But her excitement is quickly hampered by the knowledge that, though they are no longer married, Ryle is still very much a part of her life—and Atlas Corrigan is the one man he will hate being in his ex-wife and daughter’s life.Switching between the perspectives of Lily and Atlas, It Starts with Us picks up right where the epilogue for the “gripping, pulse-pounding” (Sarah Pekkanen, author of Perfect Neighbors) bestselling phenomenon It Ends with Us left off. Revealing more about Atlas’s past and following Lily as she embraces a second chance at true love while navigating a jealous ex-husband, it proves that “no one delivers an emotional read like Colleen Hoover” (Anna Todd, New York Times bestselling author).",62221
Love on the Brain,ISBN not found,Ali Hazelwood,"Contemporary, Contemporary Romance, Fiction, Adult, Audiobook, Romance, Chick Lit",3.92,"442,854","57,077",354,Paperback,"First published August 23, 2022","A STEMinist rom-com in which a scientist is forced to work on a project with her nemesis--with explosive results.Like an avenging, purple-haired Jedi bringing balance to the mansplained universe, Bee Königswasser lives by a simple code: What would Marie Curie do? If NASA offered her the lead on a neuroengineering project--a literal dream come true after years scraping by on the crumbs of academia--Marie would accept without hesitation. Duh. But the mother of modern physics never had to co-lead with Levi Ward.Sure, Levi is attractive in a tall, dark, and piercing-eyes kind of way. And sure, he caught her in his powerfully corded arms like a romance novel hero when she accidentally damseled in distress on her first day in the lab. But Levi made his feelings toward Bee very clear in grad school--archenemies work best employed in their own galaxies far, far away.Now, her equipment is missing, the staff is ignoring her, and Bee finds her floundering career in somewhat of a pickle. Perhaps it's her occipital cortex playing tricks on her, but Bee could swear she can see Levi softening into an ally, backing her plays, seconding her ideas...devouring her with those eyes. And the possibilities have all her neurons firing. But when it comes time to actually make a move and put her heart on the line, there's only one question that matters: What will Bee Königswasser do?",48628
Every Summer After,ISBN not found,Carley Fortune,"Romance, Fiction, Contemporary, Audiobook, Contemporary Romance, Adult, Chick Lit",4.22,"514,372","49,910",320,Paperback,"First published May 10, 2022","They say you can never go home again, and for Persephone Fraser, ever since she made the biggest mistake of her life a decade ago, that has felt too true. Instead of glittering summers on the lakeshore of her childhood, she spends them in a stylish apartment in the city, going out with friends, and keeping everyone a safe distance from her heart.Until she receives the call that sends her racing back to Barry’s Bay and into the orbit of Sam Florek—the man she never thought she’d have to live without.For six summers, through hazy afternoons on the water and warm summer nights working in his family’s restaurant and curling up together with books—medical textbooks for him and work-in-progress horror short stories for her—Percy and Sam had been inseparable. Eventually that friendship turned into something breathtakingly more, before it fell spectacularly apart. When Percy returns to the lake for Sam’s mother’s funeral, their connection is as undeniable as it had always been. But until Percy can confront the decisions she made and the years she’s spent punishing herself for them, they’ll never know whether their love might be bigger than the biggest mistakes of their past. Told over the course of six years and one weekend, Every Summer After is a big, sweeping nostalgic look at love and the people and choices that mark us forever.Six summers to fall in love. One moment to fall apart. A weekend to get it right.",40868
Things We Never Got Over,ISBN not found,Lucy Score,"Contemporary, Contemporary Romance, Fiction, Adult, Chick Lit, Audiobook, Romance",4.17,"764,276","59,007",552,Paperback,"First published January 12, 2022","Bearded, bad-boy barber Knox prefers to live his life the way he takes his coffee: Alone. Unless you count his basset hound, Waylon. Knox doesn’t tolerate drama, even when it comes in the form of a stranded runaway bride.Naomi wasn’t just running away from her wedding. She was riding to the rescue of her estranged twin to Knockemout, Virginia, a rough-around-the-edges town where disputes are settled the old-fashioned way… with fists and beer. Usually in that order.Too bad for Naomi her evil twin hasn’t changed at all. After helping herself to Naomi’s car and cash, Tina leaves her with something unexpected. The niece Naomi didn’t know she had. Now she’s stuck in town with no car, no job, no plan, and no home with an 11-year-old going on thirty to take care of.There’s a reason Knox doesn’t do complications or high-maintenance women, especially not the romantic ones. But since Naomi’s life imploded right in front of him, the least he can do is help her out of her jam. And just as soon as she stops getting into new trouble he can leave her alone and get back to his peaceful, solitary life.At least, that’s the plan until the trouble turns to real danger.",38940
Delilah Green Doesn't Care,ISBN not found,Ashley Herring Blake,"Romance, LGBT, Queer, Lesbian, Contemporary, Fiction, Adult",4.10,"81,996","12,445",375,Paperback,"First published February 22, 2022","A clever and steamy queer romantic comedy about taking chances and accepting love—with all its complications—from the author of Astrid Parker Doesn't Fail .Delilah Green swore she would never go back to Bright Falls—nothing is there for her but memories of a lonely childhood where she was little more than a burden to her cold and distant stepfamily. Her life is in New York, with her photography career finally gaining steam and her bed never empty. Sure, it’s a different woman every night, but that’s just fine with her. When Delilah’s estranged stepsister, Astrid, pressures her into photographing her wedding with a guilt trip and a five-figure check, Delilah finds herself back in the godforsaken town that she used to call home. She plans to breeze in and out, but then she sees Claire Sutherland, one of Astrid’s stuck-up besties, and decides that maybe there’s some fun (and a little retribution) to be had in Bright Falls, after all. Having raised her eleven-year-old daughter mostly on her own while dealing with her unreliable ex and running a bookstore, Claire Sutherland depends upon a life without surprises. And Delilah Green is an unwelcome surprise…at first. Though they’ve known each other for years, they don’t really know each other—so Claire is unsettled when Delilah figures out exactly what buttons to push. When they’re forced together during a gauntlet of wedding preparations—including a plot to save Astrid from her horrible fiancé—Claire isn’t sure she has the strength to resist Delilah’s charms. Even worse, she’s starting to think she doesn’t want to...",37934
